"","site","latitude","longitude","N","npp.mean","npp.sd","npp.cv"
"2181","219_416920",43.9418,-77.49185,11,5957.90909090909,384.578848754181,0.0645492978973097
"2182","219_417638",44.0146,-79.1055,11,6793.72727272727,577.386195004538,0.0849881327032947
"2183","219_417644",43.9517,-78.2164,11,6665.27272727273,454.832296766422,0.0682391126930718
"2184","219_417659",43.5938,-76.1872,11,6930.81818181818,421.623485631865,0.0608331476272055
"2185","219_418315",42.6318,-86.1548,11,7636.45454545455,450.896077524825,0.0590452119947747
"2186","219_418317",42.6814,-86.0025,11,7244.27272727273,355.114654980357,0.0490200560290126
"2187","219_418362",43.7441,-79.8104,11,5834,209.328450049199,0.0358807764911208
"2188","219_418364",43.8331,-79.61385,11,5919.90909090909,369.087646649263,0.0623468436729969
"2189","219_418368",43.9051,-79.0758,11,6535.54545454545,359.509489064298,0.055008337339963
"2190","219_418371",43.89677,-78.5902,11,4779.54545454545,460.257181070836,0.096297270409495
"2191","219_418372",43.924,-78.4737,11,6742.72727272727,278.273998393343,0.041270243795696
"2192","219_418398",43.2697,-74.9058,11,6638,353.932479436403,0.0533191442356739
"2193","219_419050",42.6843,-85.5155,11,6753.90909090909,374.229997339993,0.0554093921464999
"2194","219_419088",43.578,-80.2967,11,6037.72727272727,354.98199698269,0.0587939767644295
"2195","219_419089",43.6142,-80.2447,11,5978.63636363636,313.388663715608,0.0524180841005351
"2196","219_419795",43.01185,-83.37005,11,6209.36363636364,315.379540467441,0.0507909600623963
"2197","219_419815",43.4732,-80.64875,11,5781.18181818182,700.029544831048,0.121087619598722
"2198","219_419820",43.5621,-80.0376,11,6156.45454545455,256.744761830252,0.0417033472649957
"2199","219_419826",43.72575,-79.21445,11,6480.54545454545,519.404536683376,0.0801482746053522
"2200","219_419845",43.4328,-76.56495,11,8084.63636363636,668.784759504472,0.0827229240034318
"2201","219_419850",43.2933,-75.8458,11,6824.45454545455,227.765828708507,0.0333749499233182
"2202","219_420509",42.588,-85.4462,11,9129.72727272727,961.732612622562,0.105340782248282
"2203","219_420510",42.5471,-85.3197,11,6403.18181818182,477.492370238901,0.0745711091449977
"2204","219_420517",42.7733,-84.4037,11,6144.18181818182,317.394019534653,0.0516576541721833
"2205","219_420524",42.91475,-83.46785,11,6267.54545454545,342.745784404816,0.0546858075287263
"2206","219_420547",43.4749,-80.347,11,6342.72727272727,258.741218559815,0.0407933697027085
"2207","219_420549",43.4915,-80.02725,11,6224.54545454545,352.550525070199,0.0566387582265545
"2208","219_420550",43.5167,-79.92913,11,5638.18181818182,426.678993666625,0.0756766999408719
"2209","219_420576",43.2868,-76.2873,11,7062.36363636364,317.554490671215,0.0449643358826991
"2210","219_420578",43.2768,-76.0879,11,6934.63636363636,426.369856515977,0.0614840972414591
"2211","219_421266",43.152,-81.7871,11,6714.54545454545,304.070835048797,0.0452853937928076
"2212","219_421271",43.246,-81.0291,11,5177.18181818182,359.849918210861,0.0695069114526941
"2213","219_421278",43.39213,-80.147,11,6060,332.190908966516,0.0548169816776429
"2214","219_421302",43.3053,-76.8199,11,5942.81818181818,426.597660139344,0.071783730729724
"2215","219_421305",43.2669,-76.4137,11,6459.18181818182,456.104334156521,0.0706133295199467
"2216","219_421306",43.2155,-76.30533,11,9680.72727272727,637.488994557411,0.0658513535809811
"2217","219_421985",42.788,-83.1965,11,6365.09090909091,347.205257605773,0.0545483579990788
"2218","219_422006",43.27917,-80.34026,11,5366.09090909091,395.357421720006,0.07367698915615
"2219","219_422008",43.33267,-79.9945,11,6063.36363636364,211.837802446718,0.0349373409135927
"2220","219_422030",43.2667,-77.0246,11,7166.18181818182,291.85777981127,0.0407270966905664
"2221","219_422031",43.2809,-76.8848,11,7813,359.884703759412,0.0460622940943827
"2222","219_422729",43.0414,-81.27075,11,5154.81818181818,309.66847375276,0.0600735977158238
"2223","219_422735",43.232,-80.3371,11,5885.81818181818,332.465281851149,0.0564858226300913
"2224","219_422738",43.26325,-79.97047,11,5603.45454545455,222.33324701284,0.03967788891822
"2225","219_422753",43.3492,-77.8903,11,7585.09090909091,446.870776521682,0.0589143600093305
"2226","219_422754",43.31387,-77.75902,11,7404.27272727273,389.291944665977,0.0525766620173333
"2227","219_422762",43.1054,-76.6906,11,8893.54545454545,611.722055125751,0.0687826984471196
"2228","219_423429",42.2871,-85.2225,11,6411.18181818182,475.340050528423,0.0741423444239844
"2229","219_423449",42.7929,-82.4608,11,5060.36363636364,299.718625623191,0.0592286735027145
"2230","219_423457",42.92325,-81.38195,11,6366.18181818182,335.501957723593,0.052700655951327
"2231","219_423463",43.1221,-80.5595,11,5604.81818181818,394.201171530938,0.0703325529469825
"2232","219_423466",43.1789,-80.21375,11,5327.90909090909,333.453281448977,0.0625861432241669
"2233","219_423485",43.21194,-77.56946,11,6944.54545454545,251.208026797061,0.0361734296997993
"2234","219_423486",43.15965,-77.4551,11,6970.90909090909,339.962484561298,0.0487687445249645
"2235","219_423488",43.1352,-77.1141,11,6582.54545454545,386.737472618407,0.0587519638548568
"2236","219_423491",43.0574,-76.7227,11,5440.54545454545,280.290693258397,0.0515188588350494
"2237","219_424155",42.1342,-85.5944,11,6174.63636363636,344.076814890882,0.055724223197534
"2238","219_424193",43.0292,-80.495,11,6040.36363636364,476.28085679088,0.0788496993663789
"2239","219_424194",43.05887,-80.39197,11,5128.72727272727,351.082637254847,0.0684541443881756
"2240","219_424198",43.1113,-79.8807,11,5310.90909090909,314.94267876725,0.0593010863820566
"2241","219_424200",43.1896,-79.59855,11,6900.36363636364,522.811490448952,0.0757657882975663
"2242","219_424203",43.2436,-79.1543,11,5852.81818181818,320.202379185982,0.0547090938482752
"2243","219_424204",43.2732,-78.9984,11,7729.27272727273,414.550139526955,0.05363378343013
"2244","219_424205",43.30227,-78.8788,11,7406.45454545455,783.389604684204,0.105771202655254
"2245","219_424206",43.3327,-78.7198,11,8403.45454545455,337.339699305126,0.0401429789951793
"2246","219_424214",43.1438,-77.6944,11,6249.90909090909,382.268872534883,0.0611639092624433
"2247","219_424215",43.14872,-77.53944,11,6369.09090909091,285.750399665671,0.0448651783660061
"2248","219_424216",43.09112,-77.39565,11,5993.18181818182,161.687240177955,0.0269785307843383
"2249","219_424220",42.9799,-76.772,11,5688.54545454545,397.187452882481,0.0698223220779763
"2250","219_424221",42.9847,-76.7642,11,5681.72727272727,329.21363608122,0.0579425270307273
"2251","219_424887",42.0932,-85.2867,11,5587.72727272727,481.251720185828,0.0861265585625007
"2252","219_424907",42.5785,-82.60483,11,5413.36363636364,527.607102440305,0.0974638206264523
"2253","219_424915",42.7684,-81.54465,11,6811.90909090909,368.651720339253,0.0541187081946295
"2254","219_424931",43.16045,-79.34898,11,7249,283.356665705961,0.0390890696242187
"2255","219_424941",43.093,-77.9679,11,6047.72727272727,446.774460082286,0.0738747697994009
"2256","219_424943",43.0759,-77.7109,11,6248.45454545455,404.24110717154,0.064694574351286
"2257","219_424944",43.05907,-77.56233,11,6461.45454545455,381.388086766318,0.0590251133213673
"2258","219_424945",43.0478,-77.4828,11,8847.72727272727,652.773941101985,0.0737787141240364
"2259","219_424950",42.9235,-76.7889,11,6553.81818181818,259.467076208839,0.0395902158117022
"2260","219_425602",41.6419,-87.09135,11,8887.18181818182,831.169274959297,0.0935245043888774
"2261","219_425603",41.66437,-87.01593,11,9193.45454545455,859.51781408373,0.0934923656645145
"2262","219_425604",41.6979,-86.9431,11,9671.72727272727,689.334184689703,0.0712731206382872
"2263","219_425649",42.7507,-80.9338,11,5954.72727272727,492.436613364419,0.0826967534885745
"2264","219_425654",42.93915,-80.28225,11,5710.81818181818,186.217516996559,0.0326078525121722
"2265","219_425657",42.97,-79.8575,11,6455.81818181818,334.104120950885,0.0517524055884718
"2266","219_425661",43.08824,-79.28556,11,9788.18181818182,606.718191285183,0.0619847692406149
"2267","219_425662",43.09102,-79.19633,11,5342.72727272727,353.303577935206,0.0661279455042924
"2268","219_425667",43.13013,-78.44373,11,6446.36363636364,405.504444544637,0.0629043701874349
"2269","219_425668",43.1354,-78.4068,11,5872,513.989299499513,0.0875322376531868
"2270","219_425673",43.0015,-77.65737,11,6494.18181818182,321.912975253194,0.0495694429669234
"2271","219_425674",42.9596,-77.4612,11,6404.18181818182,346.324939379716,0.0540779367625823
"2272","219_425682",42.7539,-76.4661,11,8249.72727272727,492.721237802693,0.0597257608056423
"2273","219_426331",41.61185,-87.2097,11,6027.54545454545,738.902613831669,0.122587646896043
"2274","219_426340",41.8261,-86.0209,11,6641.63636363636,308.321673817224,0.0464225466340368
"2275","219_426376",42.7082,-81.2466,11,6608.09090909091,337.034554473411,0.0510033168596008
"2276","219_426377",42.7163,-81.1195,11,7444.90909090909,381.983888284691,0.0513080661725108
"2277","219_426392",43.03857,-79.09487,11,6807.81818181818,427.621752997159,0.062813333372977
"2278","219_426393",43.05895,-78.9891,11,5800.81818181818,461.282737197441,0.0795202888177507
"2279","219_427092",42.25725,-83.0877,11,4383.36363636364,511.028623998162,0.116583670986992
"2280","219_427114",42.807,-80.0546,11,6195.54545454545,293.446541515269,0.0473641172788068
"2281","219_427120",42.9339,-79.28762,11,5196.81818181818,436.255388088633,0.0839466328868182
"2282","219_427121",42.97283,-79.15357,11,6844.90909090909,299.255895362298,0.04371948427478
"2283","219_427125",42.9609,-78.6076,11,6350.63636363636,372.141444272812,0.0585990793621388
"2284","219_427823",42.2067,-82.8525,11,5502.90909090909,463.887799914043,0.0842986486330283
"2285","219_427841",42.6262,-80.4458,11,7317.27272727273,497.596441086367,0.0680029923214068
"2286","219_427850",42.8802,-79.2806,11,6682.72727272727,414.052675612437,0.0619586373518815
"2287","219_427851",42.8749,-79.1446,11,6290.09090909091,344.166080416259,0.0547155971814087
"2288","219_427852",42.9602,-78.9449,11,5948.27272727273,346.690954860115,0.0582843071856041
"2289","219_427854",42.935,-78.6587,11,6497.45454545455,370.261357323814,0.0569856017819838
"2290","219_428526",41.542,-86.3408,11,6218.45454545455,543.737135688995,0.0874392715608811
"2291","219_428536",41.7079,-85.0273,11,6141.09090909091,426.682423951457,0.0694799067898216
"2292","219_428552",42.1221,-82.9142,11,5612.18181818182,393.436098542525,0.0701039473218612
"2293","219_428560",42.30705,-81.85465,11,5946.63636363636,397.28384631829,0.0668081621313988
"2294","219_428570",42.58956,-80.48307,11,6509.18181818182,403.031715422451,0.0619174155339585
"2295","219_428571",42.58572,-80.3999,11,5841.63636363636,338.242597177609,0.0579020288361559
"2296","219_428591",42.71045,-77.7081,11,6914.54545454545,484.731340772672,0.0701031389495056
"2297","219_429281",42.02963,-82.97025,11,5814,515.957944022572,0.0887440564194311
"2298","219_429282",42.1129,-82.8278,11,5921.90909090909,287.202177758266,0.0484982415888754
"2299","219_429301",42.5617,-80.2794,11,4351.90909090909,582.116045912747,0.133761076748767
"2300","219_429984",41.3315,-86.4387,11,6453.63636363636,453.132270474587,0.0702134804228829
"2301","219_432233",42.4423,-78.38357,11,6567.54545454545,396.455637779655,0.060365876494279
"2302","219_432927",41.6097,-83.16438,11,5423.90909090909,478.501923621098,0.0882208598265604
"2303","219_434387",41.5259,-82.99345,11,6690.27272727273,1023.76463026509,0.153022854523066
"2304","219_434400",41.7605,-81.2846,11,2427,188.562456496515,0.0776936367929603
"2305","219_434405",41.9333,-80.6476,11,7483.90909090909,431.470150658294,0.0576530454094388
"2306","219_434451",41.5164,-74.5381,11,8757.54545454545,603.087616128264,0.0688649141769789
"2307","219_435114",41.3748,-83.3132,11,6121.63636363636,219.511399579736,0.0358582879707906
"2308","219_435116",41.443,-83.0559,11,5106.18181818182,199.954904006788,0.0391593780101599
"2309","219_435117",41.4047,-82.9589,11,6585.27272727273,333.869462787207,0.0506994131624186
"2310","219_435129",41.72253,-81.33107,11,7023.09090909091,315.250520870451,0.0448877175236876
"2311","219_435131",41.7388,-81.0556,11,10323.9090909091,682.271713402432,0.0660865673452335
"2312","219_436587",41.5576,-81.43213,11,6775,444.898415371419,0.0656676627854494
"2313","219_437312",41.3861,-82.052,11,6833,330.895753976989,0.0484261311249801
"2314","219_438041",41.285,-82.1557,11,7111,572.408071221921,0.0804961427678134
"2315","219_438043",41.3189,-81.8088,11,9608.81818181818,448.923783772216,0.046719979010704
"2316","219_438044",41.2945,-81.7768,11,7294.90909090909,492.98203913438,0.0675789146911691
"2317","219_438045",41.33635,-81.59815,11,7240.27272727273,446.742004049114,0.0617023723935594
"2318","219_438051",41.4605,-80.8335,11,5326.81818181818,373.427052630582,0.0701032098120386
"2319","219_438770",41.1368,-82.22335,11,6462.09090909091,273.934099573403,0.0423909386957139
"2320","219_438775",41.26745,-81.5627,11,6780.54545454545,463.233496983187,0.0683180284076779
"2321","219_438777",41.3665,-81.25735,11,6106,350.081704749049,0.0573340492546755
"2322","219_439504",41.2186,-81.5566,11,8671.63636363636,886.348156508183,0.102212329869481
"2323","219_440236",41.1773,-81.3199,11,5917.63636363636,668.053182422967,0.112891894900492
"2324","219_440965",41.0672,-81.32,11,8100.09090909091,950.837468187435,0.117386024287738
"2325","219_443148",40.7256,-81.9894,11,6131.54545454545,403.407824325797,0.065792193390125
"2326","219_444610",40.64925,-81.6043,11,6341.63636363636,518.363052835997,0.0817396367613172
"2327","220_364439",48.4497,-70.9136,11,3686.09090909091,277.936127390973,0.0754013219547857
"2328","220_355706",48.8214,-67.5403,11,7957.54545454545,760.158452381655,0.095526749639544
"2329","220_357030",48.9834,-88.2631,11,6760.18181818182,429.579985144052,0.0635456259458402
"2330","220_362149",48.74355,-86.3663,11,6770.63636363636,757.787605167473,0.111922656079625
"2331","220_364445",48.2617,-69.9472,11,5939.63636363636,289.880414214991,0.0488044042543911
"2332","220_365758",47.3645,-91.8436,11,6260.90909090909,739.741773127009,0.118152453962496
"2333","220_367367",47.9306,-69.4931,11,5577.09090909091,360.565792760615,0.0646512310159543
"2334","220_370860",46.6573,-92.2489,11,5630.90909090909,740.244885770304,0.131460990369282
"2335","220_371592",46.66335,-91.9402,11,8220.63636363636,959.56409611107,0.11672625495949
"2336","220_371738",47.5928,-70.3692,11,6600,419.394563627141,0.0635446308525971
"2337","220_373053",46.6231,-91.5931,11,6254.54545454545,831.64011010008,0.132965715277629
"2338","220_373058",46.7349,-90.8932,11,8508.09090909091,1441.05707413311,0.169374903198712
"2339","220_374534",47.0189,-88.48873,11,6558.45454545455,465.381212262885,0.070958975020331
"2340","220_376842",47.0708,-70.7978,11,5557.18181818182,401.045089280948,0.0721669908241658
"2341","220_377572",47.05375,-70.8175,11,5683.09090909091,472.088223650083,0.0830689199243516
"2342","220_379027",46.9583,-71.3969,11,5956.90909090909,422.352803837137,0.070901334465838
"2343","220_380489",46.7772,-70.9736,11,5962.09090909091,545.462089341772,0.0914883884964013
"2344","220_381215",46.7225,-71.5319,11,5594.27272727273,383.338777299947,0.06852343387392
"2345","220_381217",46.6653,-71.2392,11,5925,403.544545248725,0.0681087840082236
"2346","220_382555",46.0854,-88.8153,11,6421.90909090909,489.856398252683,0.0762789368890518
"2347","220_382667",46.7419,-72.5022,11,5860,357.20610297138,0.0609566728620102
"2348","220_383253",45.1073,-93.0765,11,5783.27272727273,386.591797871887,0.066846544526389
"2349","220_384045",46.6955,-84.4262,11,6784.90909090909,726.835394645233,0.10712529599241
"2350","220_384126",46.6306,-72.5761,11,6069.63636363636,401.261827919694,0.0661096981564964
"2351","220_384140",46.2703,-70.5881,11,6067.72727272727,561.610557398824,0.0925569875104812
"2352","220_384869",46.1942,-70.6303,11,6088.63636363636,483.62242973776,0.0794303356045593
"2353","220_385504",46.5436,-84.3423,11,6777.27272727273,553.024066548481,0.0815997951983003
"2354","220_385597",46.1019,-70.8567,11,6192.72727272727,545.079643888687,0.0880193200642331
"2355","220_386323",46.1261,-71.3401,11,5841.36363636364,420.249752582265,0.0719437752455826
"2356","220_386965",46.4053,-84.11055,11,6208.18181818182,462.12029130559,0.0744372998149289
"2357","220_387052",46.0678,-71.4681,11,5831.45454545455,467.366315353677,0.0801457529524904
"2358","220_387694",46.35787,-84.10843,11,7503,634.228350044367,0.0845299680187081
"2359","220_387781",46.0242,-71.45,11,5965.18181818182,369.381054788092,0.0619228493022999
"2360","220_389163",46.3979,-82.653,11,6504.36363636364,453.219653750204,0.0696793228497266
"2361","220_390620",46.1812,-82.9902,11,7268.90909090909,535.651277333575,0.0736907382709589
"2362","220_390634",46.5122,-80.9695,11,5372.54545454545,333.102495828645,0.0620008706574689
"2363","220_390686",45.9908,-73.3458,11,4883,222.501235951623,0.0455665033691631
"2364","220_391344",45.9822,-83.8114,11,8498.90909090909,818.384072981073,0.0962928376132959
"2365","220_391407",46.1661,-74.5481,11,6093.90909090909,436.240634179223,0.0715863377138343
"2366","220_391417",45.9153,-73.1875,11,5763.81818181818,386.93793253746,0.0671322238716768
"2367","220_392163",45.4552,-70.8898,11,5786,495.033332211074,0.085557091636895
"2368","220_392884",45.5825,-72.1297,11,6051.27272727273,483.903314910963,0.0799671964428308
"2369","220_393553",46.2474,-80.8347,11,6277.18181818182,361.634295437205,0.0576109320889405
"2370","220_393558",46.3711,-80.0036,11,5780.27272727273,390.106419047185,0.0674892755849683
"2371","220_393603",45.7375,-73.6264,11,5117.36363636364,378.401446278228,0.0739446076470574
"2372","220_394332",45.67317,-73.6785,11,6055.09090909091,257.857888979746,0.0425853043085789
"2373","220_394962",44.9061,-87.8457,11,6268.45454545455,334.689218122235,0.0533926210512172
"2374","220_394999",45.7724,-82.6152,11,8980.18181818182,852.831263285044,0.0949681510410346
"2375","220_395060",45.6011,-73.8147,11,5992.63636363636,289.071711769683,0.0482378195886847
"2376","220_395063",45.5797,-73.49015,11,4492.09090909091,445.113795460319,0.0990883320191754
"2377","220_395069",45.4392,-72.6194,11,5878.81818181818,441.920766242506,0.0751717016201086
"2378","220_395673",44.3062,-90.2945,11,5273.45454545455,476.400748033914,0.0903394053987907
"2379","220_395731",45.7515,-82.2974,11,8901.90909090909,749.528045445326,0.0841985733386974
"2380","220_395790",45.5165,-73.75615,11,5119.27272727273,210.113821967566,0.0410436859220633
"2381","220_395799",45.3586,-72.5836,11,8502.54545454545,473.802567244282,0.0557247908614223
"2382","220_395802",45.2624,-72.11265,11,6120.63636363636,429.704613130293,0.0702058720042957
"2383","220_396494",46.0699,-77.4622,11,6404.27272727273,334.324719669094,0.0522033857561008
"2384","220_396516",45.5439,-74.3736,11,5955.63636363636,285.4887993345,0.0479359017077711
"2385","220_396519",45.5131,-73.8889,11,5176.72727272727,360.520482333276,0.0696425489193952
"2386","220_397149",44.6478,-88.012,11,6025.27272727273,496.49271714882,0.082401700241966
"2387","220_397239",45.5906,-75.23,11,4537.09090909091,281.52955601338,0.062050675565985
"2388","220_397240",45.5956,-75.1008,11,6598.81818181818,641.688213727168,0.0972428995687774
"2389","220_397242",45.5469,-74.8594,11,5753.27272727273,388.988969228972,0.0676117729279571
"2390","220_397248",45.43575,-73.92895,11,5842.63636363636,210.397372952835,0.036010691040489
"2391","220_397249",45.39095,-73.74915,11,5757.27272727273,263.089753091636,0.0456969411654508
"2392","220_397263",45.0732,-71.8772,11,5895.54545454545,525.587550011673,0.0891499444901143
"2393","220_397983",45.2269,-73.2486,11,5867.63636363636,293.494896966633,0.0500192716074765
"2394","220_397987",45.08583,-72.6674,11,6631.54545454545,326.080163038589,0.0491710665746978
"2395","220_398606",44.4661,-88.1876,11,5960.36363636364,469.230065687883,0.078725073555102
"2396","220_398707",45.275,-73.9368,11,4054.54545454545,281.94764181896,0.0695386560540037
"2397","220_398712",45.1093,-73.2367,11,5013.09090909091,348.573508616319,0.0695326525964658
"2398","220_398713",45.0764,-73.0953,11,5586.45454545455,873.113779943526,0.156291217057148
"2399","220_399423",45.5069,-75.8244,11,8345.18181818182,535.213941930107,0.0641344854541126
"2400","220_399428",45.3976,-75.20995,11,8392.81818181818,520.910706010506,0.0620662445826579
"2401","220_399443",45.0297,-73.0711,11,6101.18181818182,344.288779422687,0.0564298507539457
"2402","220_400155",45.3922,-75.5081,11,5959.18181818182,304.604930420313,0.0511152268405279
"2403","220_400161",45.2325,-74.6825,11,8663.45454545455,398.491747376621,0.0459968647940443
"2404","220_400818",44.7998,-84.9339,11,9469.72727272727,458.958405720843,0.0484658525533929
"2405","220_400892",45.10808,-74.515,11,5932.90909090909,456.120697742484,0.0768797719219045
"2406","220_401524",44.0772,-88.1855,11,5989.27272727273,539.363345233821,0.0900548981143868
"2407","220_401612",45.2735,-75.82915,11,5713,297.924487076843,0.0521485186551449
"2408","220_401621",45.0761,-74.5809,11,6031.63636363636,339.336196927847,0.0562593923887128
"2409","220_401622",45.0413,-74.4494,11,5722.81818181818,183.911836585804,0.032136585637144
"2410","220_402302",45.2077,-81.4549,11,8888.09090909091,618.154908505215,0.0695486707806909
"2411","220_402341",45.1747,-75.8334,11,6108.54545454545,337.200938206395,0.0552015108532062
"2412","220_402343",45.1519,-75.6377,11,5849.27272727273,346.037018513653,0.0591589817483165
"2413","220_402349",45.0229,-74.78413,11,5480.36363636364,239.490405957012,0.0436997290413233
"2414","220_402979",43.8447,-88.6928,11,5106.36363636364,517.759263118927,0.101394906432405
"2415","220_403032",45.1763,-81.4143,11,8223,521.091354754615,0.0633699811205904
"2416","220_403052",45.5511,-78.5997,11,6507.63636363636,325.493555305561,0.0500171701547996
"2417","220_403071",45.1061,-75.82605,11,6194.72727272727,421.898113508248,0.0681060028850155
"2418","220_403076",44.97175,-75.17195,11,5929,394.993417666675,0.0666205798054772
"2419","220_403077",44.97195,-75.02175,11,6022.63636363636,290.00561123098,0.0481526019040406
"2420","220_405196",44.3225,-84.8276,11,6156.27272727273,322.958539416158,0.0524600766930661
"2421","220_405257",44.8911,-76.1947,11,5846,326.628535189441,0.0558721408124258
"2422","220_405259",44.87515,-75.9112,11,6293.81818181818,388.691090245665,0.0617575975372994
"2423","220_406628",43.5274,-88.4233,11,5606.72727272727,395.531564077784,0.0705458897567147
"2424","220_406680",44.798,-81.2658,11,8791.09090909091,375.061449510731,0.0426638119647789
"2425","220_406712",44.8653,-76.7063,11,6325.54545454545,380.14717245729,0.0600971371068279
"2426","220_408141",44.6483,-81.0658,11,7958,621.19030900361,0.0780585962557941
"2427","220_408175",44.61845,-76.2275,11,6290.09090909091,350.885865929494,0.0557839101216117
"2428","220_408177",44.57015,-75.9548,11,6741.72727272727,307.265387217334,0.0455766563652513
"2429","220_408880",44.80385,-79.6745,11,6993.09090909091,336.500952315281,0.0481190587523801
"2430","220_408907",44.4997,-75.8151,11,6324.81818181818,244.006892600114,0.0385792738361326
"2431","220_409560",43.5633,-86.4684,11,10973.6363636364,566.348174311046,0.0516098907913305
"2432","220_409568",43.7541,-85.3685,11,6762.90909090909,482.30705044514,0.0713165065450121
"2433","220_409608",44.7202,-79.85385,11,6226.90909090909,332.176897012858,0.0533453904920205
"2434","220_409610",44.7375,-79.6493,11,5698.36363636364,318.187451898177,0.0558383901419856
"2435","220_409636",44.40927,-75.9327,11,6530.45454545455,196.601812624586,0.0301053795346341
"2436","220_409637",44.4191,-75.8619,11,5738,322.049064584886,0.0561256647934622
"2437","220_410299",43.7128,-85.2226,11,6344.90909090909,687.5089024217,0.108355989435176
"2438","220_410337",44.5942,-79.9326,11,6499.63636363636,362.125467960284,0.0557147273632528
"2439","220_410339",44.6646,-79.7312,11,6948.63636363636,328.004961159819,0.0472042202231702
"2440","220_411004",43.0456,-88.4067,11,6219.45454545455,529.240467771761,0.085094354159812
"2441","220_411019",43.38713,-86.41243,11,11219.0909090909,609.580914160779,0.0543342521332839
"2442","220_411070",44.59795,-79.4376,11,5584.45454545455,261.940971837688,0.046905381663621
"2443","220_411084",44.4803,-77.4675,11,6019.36363636364,368.388456042605,0.0612005650924842
"2444","220_411085",44.5233,-77.409,11,6505.18181818182,493.268652598524,0.0758270354903611
"2445","220_411090",44.379,-76.6367,11,6596.54545454545,355.392561440547,0.0538755571214412
"2446","220_411093",44.3365,-76.2359,11,6610.54545454545,293.58656768877,0.0444118522000175
"2447","220_411820",44.25854,-76.53694,11,6651.81818181818,252.932330152481,0.0380245405449951
"2448","220_412466",42.9138,-88.0348,11,6563.27272727273,396.114147919281,0.0603531445940508
"2449","220_412481",43.28365,-86.08255,11,6974.09090909091,416.434017473466,0.05971158433433
"2450","220_412526",44.4013,-79.8755,11,6521,424.589448761978,0.0651110947342398
"2451","220_412528",44.4167,-79.6454,11,6543.54545454545,379.828214759347,0.0580462407417833
"2452","220_412532",44.5514,-79.0267,11,6478.54545454545,375.150466782693,0.0579065886648185
"2453","220_412536",44.49823,-78.43153,11,6117,322.337400870578,0.0526953409956806
"2454","220_412545",44.31215,-77.2026,11,6240.54545454545,307.491906767109,0.0492732420598171
"2455","220_412549",44.24157,-76.65127,11,7000.36363636364,259.223946705266,0.0370300687465317
"2456","220_412550",44.22862,-76.541,11,6869.81818181818,262.182691336334,0.0381644294502922
"2457","220_412551",44.16515,-76.38035,11,7916.54545454545,290.936887876516,0.0367504853659962
"2458","220_412554",44.085,-75.9741,11,7349.63636363636,312.30634727052,0.0424927617937278
"2459","220_413191",42.7486,-88.6331,11,4923.54545454545,463.581570737311,0.0941560456823505
"2460","220_413261",44.4056,-79.1534,11,6783.18181818182,290.055794005849,0.0427610230391254
"2461","220_413263",44.4856,-78.8315,11,6372,343.946798211584,0.0539778402717489
"2462","220_413274",44.2743,-77.3447,11,6980.54545454545,417.143707524485,0.059758039001502
"2463","220_413276",44.1872,-76.99623,11,7346.09090909091,390.737880053996,0.0531899053373341
"2464","220_413956",43.5125,-83.9107,11,5961.27272727273,375.516202289353,0.0629926224598603
"2465","220_413993",44.4167,-78.7667,11,6232.45454545455,358.172685624229,0.0574689607460437
"2466","220_413994",44.4407,-78.6514,11,6412.36363636364,263.931912707529,0.0411598480177897
"2467","220_413996",44.3362,-78.2833,11,6465.72727272727,220.084116150662,0.0340385708934843
"2468","220_413998",44.2858,-78.0711,11,6390.27272727273,214.683064496989,0.0335952898505808
"2469","220_414002",44.2543,-77.4924,11,7029.09090909091,364.917923524031,0.0519153797046605
"2470","220_414668",43.0206,-86.1872,11,11543.3636363636,629.295363518161,0.0545157705623835
"2471","220_414717",44.17363,-79.52793,11,4509.63636363636,177.092220454357,0.0392697340039093
"2472","220_414718",44.2501,-79.3291,11,6389.81818181818,348.883309483792,0.0545998805531772
"2473","220_414724",44.3426,-78.5979,11,6480.54545454545,254.222093310697,0.039228502460759
"2474","220_414732",44.11168,-77.36954,11,5942.36363636364,463.531503293416,0.0780045671484806
"2475","220_415383",42.62885,-88.1195,11,5409.27272727273,497.642460187852,0.0919980347226375
"2476","220_415447",44.14105,-79.49555,11,6147.90909090909,397.605446276948,0.0646732800367668
"2477","220_415455",44.2182,-78.3363,11,6881.72727272727,352.294221045163,0.0511927030937898
"2478","220_415460",44.08035,-77.59913,11,7130.18181818182,213.812917374895,0.0299870217656549
"2479","220_415465",43.9184,-76.9422,11,8250.36363636364,546.716795558225,0.0662657816861018
"2480","220_416170",43.9353,-80.3965,11,5824.27272727273,335.335679852023,0.0575755455752923
"2481","220_416173",43.9448,-79.9221,11,6352.45454545455,305.568441968854,0.0481024208488829
"2482","220_416176",44.07535,-79.47197,11,5779.45454545455,347.949526120201,0.0602045614138204
"2483","220_416177",44.0632,-79.3447,11,6096.90909090909,393.72133661905,0.0645772030956005
"2484","220_416179",44.1656,-79.0741,11,6637.54545454545,351.487514326288,0.052954441778713
"2485","220_416180",44.14415,-78.9854,11,6599.18181818182,320.693566565286,0.0485959586204646
"2486","220_416190",43.97185,-77.53875,11,7533.72727272727,344.289729997597,0.04569978677672
"2487","220_416191",43.96785,-77.44395,11,6419.81818181818,471.534053527806,0.0734497520293107
"2488","220_416192",43.925,-77.2604,11,6778.45454545455,268.130327876711,0.039556262578542
