"","type","shuffID","terrwarm","terrcool","marwarm","marcool","freshwarm","freshcool"
"1","null",1,0.0012828513125575,0.000177515012875059,0.000110091308973438,-0.000168443393876556,0.000495556184845432,0.000376278452396835
"2","null",2,-0.000609933631827119,-0.000350758023679116,-3.86067235106099e-05,0.000183156234355338,0.00154761243856526,0.00103941308370092
"3","null",3,0.000863630830410547,0.000170623044498461,-0.000280713954784889,5.38204547242139e-05,-0.000233667698308775,0.00107617175819501
"4","null",4,-0.000771088615139757,0.00066129534062073,8.00172486404198e-06,-0.000159569256426775,-0.00179184005145868,-0.000308668482712518
"5","null",5,-0.000219674241513605,-0.000172077657941327,5.15203753143206e-05,-0.000309027572059102,-0.00427659356110199,-4.65629509132201e-05
"6","null",21,-0.000741128479992132,0.000127442371921568,-2.69079848199295e-05,4.14746928877445e-05,-0.00023752767675631,-0.000376995394082351
"7","null",22,-0.000160887083030863,0.000115166986937901,4.2129814845734e-07,-3.13279375594887e-05,0.00229564155646159,-0.000855035281915863
"8","null",23,0.00119509982204032,-0.000753973300060778,4.43829016576496e-05,0.000107745774589837,-0.0026951658166497,0.00296276217198699
"9","null",24,0.0004367265153959,0.000874729094462227,-9.95536889542526e-05,-0.000177752274934414,-0.00096980015667377,-0.000116465029592845
"10","null",25,0.000416122378229602,0.000613898348310297,-0.000112293317193383,-4.33084886775667e-05,-0.00108028875781424,0.000122595076200726
"11","null",41,5.76481481108847e-05,0.000177209906110646,8.09127027257207e-05,-5.14188760974121e-05,-0.000671171436532648,-0.00109720540604386
"12","null",42,0.000502688541141551,-5.66422060366056e-05,0.000236344267600761,-4.79887973052801e-05,0.00171796507118218,-0.00187485000340229
"13","null",43,0.000271118382367692,0.000133568661319356,-8.3142817737135e-05,0.000436151452362866,0.00166480763063131,-0.00137002540038148
"14","null",44,-0.000332241640510133,-0.000421090984283563,-0.000353243663305487,-1.10303395867783e-05,0.000906581020697598,-0.0017973254646531
"15","null",45,0.000251631111161701,7.52194479757871e-05,-0.000130597830941147,-0.00022532611831921,0.00155901129654131,0.000975254276506825
"16","null",46,3.88749641389895e-05,0.000113423647164235,-6.61434852925976e-05,-7.10007486873111e-05,-0.0057452526784107,2.97192769595049e-05
"17","null",61,-0.000842833947942561,0.000257891388644366,5.14732611146908e-05,0.00040337160759715,-0.00190043840366007,0.00165770151728184
"18","null",62,0.000436989435821487,-9.07622523200352e-05,-0.000203781242602813,-9.93374718541041e-05,-0.00519573985905721,0.00259116655330621
"19","null",63,0.000136823059875065,3.95111560968365e-05,6.02354563688016e-05,0.000284131673616346,0.00125906626927454,-0.000154535799608228
"20","null",64,-0.000781714990318099,0.000126298347262474,5.92607222432102e-05,0.00031693554987602,0.000342206984569161,-0.000662687160701143
"21","null",65,-0.000995601499389646,-2.26040979017631e-05,-0.000229761417037358,6.63801097631325e-05,0.00177884494286281,0.00258515884104655
"22","null",66,0.000443076639083623,0.000107801584435723,-7.09241444036124e-05,-0.00011085234267402,0.000304577048322411,0.000596307865430637
"23","null",67,-0.00060403392317781,5.61999287368292e-05,-0.000140742449746178,-0.000281138818513076,-0.00239240454436999,-8.74915036093384e-05
"24","null",68,0.000104579238378958,-0.000173752242565888,1.67630653608572e-05,4.9396838734428e-05,-0.0014339148197066,0.000351892104214383
"25","null",69,0.000195355178396033,0.000444801035122714,-3.17195622407247e-05,-8.15091278356354e-05,0.00326677853869918,-0.00108600444587568
"26","null",70,-0.00017833688935428,0.000199584433044593,-0.000149663613806407,0.000179877961770945,0.00325456044338486,7.74211606950677e-05
"27","null",81,0.000463649082754711,1.41180970288226e-05,-0.000217241092441156,-2.95628342711669e-07,0.00241243555704208,0.00481244730546928
"28","null",82,-5.65652721057576e-05,0.000216814299463848,-0.000323074375308417,5.06758811014809e-05,1.65355735735773e-05,-0.000228057670888507
"29","null",83,-0.000185697328082893,-0.000183007664457814,0.000113099309594548,-0.000131473019046054,0.000756563975586624,0.0025091797952652
"30","null",84,0.000422736757131707,0.000396803948603511,0.00011904574054993,-0.000165383261857973,-0.00183400221830084,0.00149657013067862
"31","null",85,0.000501171123600585,-0.000316373755094035,-0.000322811386654565,-0.000202894029513318,0.0022172078850527,-9.27778069458967e-05
"32","null",86,-0.000325960512016113,-0.000664385183461453,0.000215190545074171,-0.000208218774974002,0.0021778220072369,0.000459559440553158
"33","null",87,0.000454257240945705,0.000233250081451173,-2.03099534461027e-05,5.37797832958239e-05,0.00191878186228482,-0.000345396297680181
"34","null",88,-0.000548648474575283,0.000481694769056315,-0.000182314301656673,-0.000168902181420044,-0.000645197706141213,-0.000658814269741059
"35","null",89,-0.000167117598646805,-0.000767738659957263,0.000302216454126473,3.58792706074817e-05,0.0016345358620195,-0.000854001245825597
"36","null",90,0.000292610892226509,0.00020913035112501,-9.56768212258157e-05,-0.000239278954754362,0.000838772799377551,-0.00224710816400541
"37","null",101,-0.000312482225783447,0.000467451803544701,2.90055705145461e-05,4.79318885337412e-05,-0.00243849011384029,0.000917131647641101
"38","null",102,0.000203148482494508,-0.000272665886071871,-2.42002516061149e-05,-0.000226282451088929,0.000423091388768694,-0.000653390574698951
"39","null",103,0.000516353741072476,0.000212687775111909,-7.18971512694955e-05,-2.35847251880125e-05,-0.000409300527065233,-5.57613357567944e-05
"40","null",104,-0.000262893849068538,-0.000185926786361001,-0.000255008317045713,-9.9401595019837e-05,-0.00212379039127455,-0.000459917340820441
"41","null",105,0.000300576401827077,0.00060903430325327,-9.37381049184606e-05,0.000119095630910501,0.00203129410565584,-0.00111656829500432
"42","null",106,-0.000388630868286416,-2.10728813455104e-05,-0.000243760208686919,-0.000191242641330685,0.00116775275017786,-0.00262051637845233
"43","null",107,0.000658530689702777,9.69642793715838e-05,0.000223038484246368,-1.35022475134776e-05,0.000571292818204966,0.00124937185870674
"44","null",108,-2.40909322019241e-05,-0.000336239977670819,-0.000212150162169356,-0.000132118677663488,0.00326560072941125,-0.00195524705569723
"45","null",109,0.000617013050501461,-0.000532803212779076,0.000159735258809675,-0.000194497528026067,0.00286863190019598,0.00169183237659811
"46","null",121,0.000664059584004593,-0.000745635823414722,0.000390233175837507,0.000255744357887788,0.000383584641656149,0.00131006679047386
"47","null",122,9.23145025576162e-05,0.000727563680675413,-2.51009850684199e-05,-6.47879580333412e-05,0.000751567880842456,-0.000190578771080994
"48","null",123,0.000197851131105827,-0.000625533142996221,-0.000170155091441902,-0.000265542153412383,-0.00157192518802294,0.00034188581486183
"49","null",124,0.000201007763770494,-8.80122122417343e-05,-5.9572479239244e-06,8.17950181845392e-05,-0.00298523988580323,-0.00316495706388465
"50","null",125,-0.000471825707001433,0.000101662311933155,0.000256980629334549,-5.8761589891839e-05,0.00440466431438653,-0.000806213371427835
"51","null",126,-6.37088560598154e-05,0.00035405558852546,-0.000273170019945504,0.000138965949760764,0.00252756292105045,0.0016177850221313
"52","null",141,-0.000506484253836464,0.000178465350569016,7.71896788178802e-05,0.000246542019562563,-0.000192103357211886,-0.000927523701444405
"53","null",142,-0.000225589733704063,-0.000234912490053081,0.000240022791654096,-1.79016526152184e-06,-0.00172849869442359,0.000220733111860584
"54","null",143,-0.00133531970358046,6.1645190456994e-05,-6.29927130720631e-05,0.000191859130590953,-0.00134229301740225,-0.00285380797794605
"55","null",144,0.000223503706662278,-5.56399369935034e-05,0.00010859492236963,0.000361426411651988,-0.00180983727382243,0.000667861098745545
"56","null",145,0.000187373232043664,0.000167750351594036,0.000270367335578714,-0.000253001935691785,0.000148941514473416,-0.00051336083335672
"57","null",146,-0.00021344211862625,0.000312496683279421,-2.54883343487756e-06,0.000188165800611884,1.85181348816261e-05,-0.000853300309478137
"58","null",147,-0.000145516368238748,-9.31165981842677e-05,-3.61434994119578e-05,-5.42839861341581e-05,-0.000426159344466661,1.47964021103746e-06
"59","null",148,6.19073487631102e-05,0.000275411838580606,-0.000104528419626733,-3.1664033391827e-05,-0.000897192496330721,-0.00110601796292218
"60","null",149,0.00182246991434358,-0.000874742349487754,0.000269401990845296,0.000316964346380673,-0.00408440641440591,0.00299797194851705
"61","null",161,0.000283520271009831,-0.000548816634097958,0.000221249422226187,0.000282353849760317,0.000549213125122512,0.00010904656589953
"62","null",162,-0.000300904012625344,0.000311155056682838,-0.00025950791799885,-6.45016801867422e-06,2.59597556252261e-05,-0.00362633756700296
"63","null",163,-7.39546303138195e-05,0.000212858449099579,0.000201738020683801,9.25330897859079e-05,0.000928986614842171,0.000221035064566773
"64","null",164,-0.000779082782534793,2.2228328734981e-05,-2.34205582526938e-05,-7.41547981335627e-05,0.000997688990519587,-0.00135751845373209
"65","null",165,0.000729274293923099,-0.000592300006434679,0.000122708409673287,-4.21845889279916e-05,-0.000826900097301799,-0.000312538645789394
"66","null",166,0.000259458630109605,-0.000198166284659732,0.000392282769896248,-0.00011160836093515,-0.00142733619452614,-0.00061088078119469
