"center","scale","var","log","plus"
"13.9783419850577","7.24962533448661","tempave.sc",FALSE,0
"20.2171883428975","12.3334308142244","tempave_metab.sc",FALSE,0
"4.48044960686158","2.32655503586157","seas.sc",FALSE,0
"-2.11129485586442","0.994647184257747","microclim.sc",TRUE,0
"0.026608589958349","0.168581154060291","tempchange.sc",FALSE,0
"0.129740821503843","0.110881864002406","tempchange_abs.sc",FALSE,0
"8.75685039028837","3.4430472006119","mass.sc",TRUE,0
"3.26253578285229","0.987454678086017","speed.sc",TRUE,1
"2.69134313144244","1.30505826948977","lifespan.sc",FALSE,0
"0.935649641870848","0.209353868505594","consumerfrac.sc",FALSE,0
"0.232493263472205","0.417762656358291","endothermfrac.sc",FALSE,0
"3.06467558280115","0.901774989628074","nspp.sc",TRUE,0
"0.796422037837965","3.44722713708054","thermal_bias.sc",FALSE,0
"6.89361175989433","0.65809421613245","npp.sc",TRUE,0
"0.0648219981633641","0.174716559583824","veg.sc",TRUE,1
"2.21560180961428","1.09262852466435","duration.sc",FALSE,0
"0.662534020972851","0.528834819368798","durationlog.sc",TRUE,0
"1.15242173174017","0.718885136709831","human_bowler.sc",TRUE,1
"2.42832979000426","0.980275909490014","human_footprint.sc",TRUE,0
