"center","scale","var","log","plus"
"11.1860001279638","4.70059473473329","tempave.sc",FALSE,0
"20.8086548268271","14.0174317954425","tempave_metab.sc",FALSE,0
"5.94979615992061","2.6488938203086","seas.sc",FALSE,0
"-1.9183638370874","0.954375987867735","microclim.sc",TRUE,0
"0.0284944080692685","0.0253035058005064","tempchange.sc",FALSE,0
"0.0323791625818673","0.0200944701132644","tempchange_abs.sc",FALSE,0
"7.25473460192216","2.57205365233312","mass.sc",TRUE,0
"3.12805150224345","0.961009729886224","speed.sc",TRUE,1
"2.22830550970975","1.52228143266933","lifespan.sc",FALSE,0
"0.977822695041297","0.108082455941242","consumerfrac.sc",FALSE,0
"0.3312836151253","0.468046023614654","endothermfrac.sc",FALSE,0
"3.76886763494795","0.722510946656916","nspp.sc",TRUE,0
"1.07842806940453","3.47356077465443","thermal_bias.sc",FALSE,0
"7.26549824354136","0.478863237333826","npp.sc",TRUE,0
"0.158812383114786","0.24813095254617","veg.sc",TRUE,1
"7.3695217463756","4.9163963427405","duration.sc",FALSE,0
"1.70863666134452","0.838081578446591","durationlog.sc",TRUE,0
"1.20590781918567","0.616548739196058","human_bowler.sc",TRUE,1
"2.30371392606719","0.844757539974586","human_footprint.sc",TRUE,0
