"","REALM","disstrend","se","duration","duration.se","offset"
"1","Marine",0.0332644447453127,0.00427080781712934,11.4860239463656,0.855173736937906,-1
"2","Terrestrial",0.00653356983272078,0.00198990094789849,18.4481504145272,1.33205349181225,0
"3","Freshwater",0.0145749958629299,0.0059607474882619,21.8612040832293,4.33804290688519,1
