"center","scale","var","log","plus"
"14.0483099214022","7.3592379239523","tempave.sc",FALSE,0
"19.7871755463148","12.1462989316174","tempave_metab.sc",FALSE,0
"4.48685020876197","2.35414797950998","seas.sc",FALSE,0
"-2.152917855543","1.01514786266165","microclim.sc",TRUE,0
"0.0201400414721894","0.0598520541295311","tempchange.sc",FALSE,0
"0.048583455837512","0.040342658772804","tempchange_abs.sc",FALSE,0
"8.80337761357118","3.28478555482335","mass.sc",TRUE,0
"3.26012410658294","0.924124612572543","speed.sc",TRUE,1
"2.74584502404087","1.30804567302557","lifespan.sc",FALSE,0
"0.916083999040191","0.23478007276794","consumerfrac.sc",FALSE,0
"0.218464456278309","0.406219355162816","endothermfrac.sc",FALSE,0
"3.18991298744399","0.928074932529354","nspp.sc",TRUE,0
"1.0152609290905","3.19589049016568","thermal_bias.sc",FALSE,0
"6.88567609655108","0.662371401599103","npp.sc",TRUE,0
"0.0704163969125066","0.181346705391394","veg.sc",TRUE,1
"3.98335886186038","2.42389373560228","duration.sc",FALSE,0
"1.16113883567564","0.706798468051157","durationlog.sc",TRUE,0
"1.12780404570427","0.720586212813562","human_bowler.sc",TRUE,1
"2.28853639794027","0.993802415032338","human_footprint.sc",TRUE,0
