"","speciesname","REALM","X..0.","X.10.","X.25.","X.50.","X.75.","X.90.","X100.","nrecs","STR"
"1704","Hydnophora exesa","Marine",20.2404909133911,25.3157255551551,26.6897248644468,27.8770052128977,28.5611238954313,28.7903982530935,29.5389528274536,1187,3.47467269793845
"1705","Idmonea atlantica","Marine",-1.76467883586884,-1.41406715900105,-0.507606310703045,4.4971612947581,9.53041641523202,16.3269240044869,27.6876239776612,232,17.7409911634879
"1706","Inermia vittata","Marine",22.4665336608887,25.2832322150129,26.2588677518398,26.9060634358484,27.4446654307622,27.7503310888108,28.0425958633423,656,2.4670988737979
"1707","Kyphosus sydneyanus","Marine",14.7266449928283,15.9989413574079,17.059229918181,18.1663873221171,19.4306341351729,21.4525562375658,26.0760555267334,4771,5.45361488015795
"1708","Lamanonia ternata","Terrestrial",14.011688709259,17.2413326213909,18.5257654329967,19.75096251114,20.992444641644,21.8133425930664,23.1519269943238,2448,4.57200997167545
"1709","Lepomis auritus","Freshwater",3.91642713546753,10.196471309168,12.5706330424932,15.6625808405967,18.1463068086065,20.6497008083933,24.6811876296997,9999,10.4532294992253
"1710","Lepomis gulosus","Marine",5.14560437202454,10.8409292211405,13.5307922563222,16.8820557651504,20.5959280121521,22.8945566263742,24.7740831375122,9999,12.0536274052337
"1711","Lepomis gulosus","Freshwater",5.14560437202454,10.8409292211405,13.5307922563222,16.8820557651504,20.5959280121521,22.8945566263742,24.7740831375122,9999,12.0536274052337
"1712","Leptastrea bewickensis","Marine",22.7224712371826,24.076642150993,24.5839884645605,25.193009257783,25.8346498775736,26.6009537212488,28.6209087371827,146,2.5243115702558
"1713","Leptastrea pruinosa","Marine",23.3058614730834,25.5859800454222,26.3881112907256,27.4429691223182,28.166758271272,28.5689157077732,29.2506151199341,828,2.98293566235095
"1714","Leptastrea purpurea","Marine",21.3326416015625,24.5568260204551,25.370078795393,26.8251101737332,28.2695841137872,28.6199772192175,29.2317142486572,4481,4.06315119876235
"1715","Leptastrea transversa","Marine",22.8522262573242,25.2514507711624,26.0241865816778,27.4143889274598,28.2609506256403,28.6547092376634,29.2317142486572,588,3.40325846650095
"1716","Leptodora kindti","Freshwater",-27.5404682159424,-14.7103209985679,-11.8172814918134,-4.60395529593812,3.09782178475377,7.87494811746754,31.0279378890991,1503.5,22.5852691160355
"1717","Leptoseris mycetoseroides","Marine",23.1822319030762,26.722497790764,27.3079634988338,27.8036887085434,28.4063932939277,28.6988447294829,29.3844947814941,1650,1.9763469387189
"1718","Lesquerella fendleri","Terrestrial",8.57195281982422,12.039095024142,14.5206775901387,16.6687007244921,18.7600303292055,20.4712327089278,21.783770016189,876,8.43213768478585
"1719","Leucadendron laureolum","Terrestrial",10.9195628166198,14.2269205806352,15.3866458247943,16.34083991495,17.3479180841407,18.4860163492001,21.2879791259766,418,4.25909576856485
"1720","Lutjanus apodus","Marine",25.6877689361572,26.7821880067709,27.2757752839901,27.734103444936,27.9769750113487,28.1215991953797,28.6216926574707,11348,1.3394111886088
"1721","Malacoctenus macropus","Marine",24.9154968261719,26.3094581130235,26.7230555432566,27.3820153684227,27.940238658531,28.3524649744084,28.9723682403564,1487,2.04300686138495
"1722","Malacoctenus triangulatus","Marine",25.1462745666504,26.4020267448618,26.8359453316723,27.479793166284,27.8254977432115,28.0091468760336,28.5299224853516,6978,1.6071201311718
"1723","Mammalia ","Terrestrial",-4.73116278648376,4.25036388280729,8.82192999420055,15.90117237948,21.1029202165734,23.5825582828508,26.8183336257934,10000,19.3321944000435
"1724","Mammalia ","Marine",-4.73116278648376,4.25036388280729,8.82192999420055,15.90117237948,21.1029202165734,23.5825582828508,26.8183336257934,10000,19.3321944000435
"1725","Masteria petrunkevitchi","Terrestrial",6.14024257659912,23.0471632164336,24.5291801716251,25.7975896368198,26.747708008199,27.442353421521,33.2606353759766,11,4.39519020508745
"1726","Mecoptera ","Terrestrial",-0.0499381870031355,4.1139340520224,6.0410615482757,8.60015780705934,11.338322108231,13.9384138550938,21.9760303497314,10000,9.8244798030714
"1727","Mexieulepis weberi","Marine",18.0793336232504,23.9002407941629,25.0612147806875,26.2396510769111,26.8640141976343,27.3816501929409,27.9329007466634,61,3.48140939877797
"1728","Microspathodon chrysurus","Marine",25.5863952636719,26.70461363339,27.2064790765391,27.6969619652067,27.9571483070765,28.0938864913502,28.5008449554444,10873,1.38927285796015
"1729","Molpadia borealis","Marine",1.79120695590973,3.91109023260683,5.17885392300905,7.78569505459122,9.8329158014906,12.9230852440839,19.3546390533447,134,9.01199501147703
"1730","Montastraea valenciennesi","Marine",21.9780025482178,26.0122368212837,27.0285758640755,27.8930045159262,28.5110459274362,28.7396802157194,29.5566444396973,1270,2.7274433944357
"1731","Montipora caliculata","Marine",23.343521118164,25.7665162595989,26.7922207917714,27.5880786699574,28.1930632910015,28.5790164661898,29.0617160797119,853,2.812500206591
"1732","Montipora incrassata","Marine",21.7423639297485,24.5179686898876,25.1933640516895,25.8964826986733,26.6141459752893,27.3244164940231,28.7651825848401,509,2.80644780413554
"1733","Myrcia rostrata","Terrestrial",15.6276979446411,19.0263116803954,20.5189561149442,22.151466520842,23.4467362720951,24.1494926290572,25.6103172302246,1790,5.12318094866185
"1734","Neptis clinia","Terrestrial",7.45942751566569,19.3575762506818,22.0683319519915,25.0289395461921,26.3093272154206,26.9093839123417,29.0881938934326,206,7.55180766165994
"1735","Nerisyrenia camporum","Terrestrial",12.0704684257508,15.654023098728,17.2249121065901,19.1879462080684,20.8502055356683,21.7651758106386,23.1003551483154,932,6.1111527119106
"1736","Notopogon xenosoma","Marine",17.7463486989339,20.3975622758475,21.1597581786471,22.3063453226435,23.5086151085188,24.2382658601051,25.6292552947998,296,3.84070358425756
"1737","Notropis spectrunculus","Freshwater",8.56534194946289,10.1992722629797,11.2466934835606,12.4990904605867,13.7291472370921,14.326515547273,15.2656407356262,878,4.12724328429325
"1738","Notropis telescopus","Freshwater",8.76404190063477,10.7041536903179,11.7357245017878,12.950835471586,13.9938238460486,14.7250485792554,15.8547706604004,2267,4.0208948889375
"1739","Oceanodroma leucorhoa","Marine",0.461478233337402,7.13156738188872,10.3470759197072,14.2530383013963,17.5400074026632,21.4038493678172,26.0808877944947,29257,14.2722819859284
"1740","Octodon degus","Terrestrial",-8.30467510223388,6.30469819824288,9.46236701309011,12.9858778474172,14.8347350298871,15.761631639459,18.1250962647922,832,9.45693344121607
"1741","Ophioblennius macclurei","Marine",22.0216388702393,25.5941049520398,26.5117695999813,27.2767073472724,27.8173228651565,28.0999792833476,28.9466924667359,726,2.5058743313077
"1742","Opuntia phaeacantha","Terrestrial",6.65088534355164,10.5972936504124,13.374157727167,16.2682713925038,18.7546385682591,20.6090343292934,24.4719791412354,3943,10.011740678881
"1743","Orectolobus ornatus","Marine",16.0281620025635,17.1396452710683,17.9534972866058,19.3237309572323,22.4721559529725,24.0187711039095,25.7629222869873,136,6.8791258328412
"1744","Pagurus arcuatus","Marine",4.08420920372009,6.8920162355383,9.1548376609903,11.8169052595747,13.6710817039276,15.2362820912497,18.8830013275146,621,8.3442658557114
"1745","Papilio helenus","Terrestrial",7.13139057159423,18.0803047012555,22.5858530825201,25.3241676968393,26.4473841456245,27.0123746568807,29.6594333648682,6986,8.9320699556252
"1746","Parantica aglea","Terrestrial",6.31296086311341,20.7642530872439,23.1700345279949,25.4922754126105,26.5214608052562,27.0443795898424,29.6594333648682,762,6.2801265025985
"1747","Pavona clavus","Marine",23.6259679794312,26.5415165427068,27.1970361534651,27.7598725651157,28.4335025889686,28.7605016564766,29.4222192764282,471,2.21898511376985
"1748","Pavona varians","Marine",22.0333909988403,24.7998281470907,25.6714724488265,27.0922420053506,28.2245185512391,28.6568979837023,29.3907699584961,8083,3.8570698366116
"1749","Peltigera aphthosa","Terrestrial",-27.5404682159424,-14.4436173393795,-10.1715576080713,-4.4884638062751,0.168649951979994,3.98890147312002,8.41019439697266,8088.33333333333,18.4325188124996
"1750","Peltigera canina","Terrestrial",-27.5404682159424,-14.0641828411431,-9.27870097927317,-3.25945172996291,2.02053998742798,6.63577407459057,13.088701248169,9979,20.6999569157337
"1751","Percina aurantiaca","Freshwater",8.37822961807251,10.6156737943209,11.6436454457149,12.7400818888506,13.7054010718531,14.3257260832081,15.328145980835,509,3.7100522888873
"1752","Phelotrupes auratus","Terrestrial",2.98728108406067,8.32335581054205,10.7045446721604,13.574383742076,15.1321490952879,15.8054764323254,18.8376499668236,94,7.48212062178338
"1753","Phelotrupes laevistriatus","Terrestrial",1.67622918418298,8.36285869817572,10.7718485433136,13.374252976135,15.0823812999589,15.7670967366669,17.319399274897,976,7.40423803849121
"1754","Plantago patagonica","Terrestrial",3.26058351993561,5.82321042993234,7.80807558576606,11.0627024684436,15.2707246644706,18.1620496827234,26.1686973571777,4092,12.3388392527911
"1755","Platygyra pini","Marine",23.6639242172241,26.0554689708888,26.8418200028926,27.9545888994606,28.4862547819026,28.6922596396032,29.133056640625,1027,2.6367906687144
"1756","Poa arctica","Terrestrial",-27.5404682159424,-16.402790161892,-13.2209999110634,-8.38435365007407,-3.87247009706072,-0.888799568779455,3.24941500836356,8054,15.5139905931125
"1757","Poa fendleriana","Terrestrial",-3.78584384918213,2.29898143745985,5.40175004491416,9.52058339209241,13.5720612331052,16.2978820775198,22.3742084503174,3832,13.9989006400599
"1758","Pocillopora damicornis","Marine",18.9956474304199,23.1888783983264,24.6703402071667,25.9843002163984,27.5321445452058,28.5726713683427,29.5226669311524,4852,5.3837929700163
"1759","Pocillopora eydouxi","Marine",23.0243396759033,25.2408535940769,26.1200981517893,27.1935710107931,28.0805974499788,28.5978733696752,29.2177457809448,2581,3.3570197755983
"1760","Pocillopora ligulata","Marine",22.8826332092286,24.1612859406125,24.7477222636193,25.4297392882375,26.3474960868737,27.4444082943708,28.3480548858643,910,3.2831223537583
"1761","Pocillopora meandrina","Marine",22.9576807022095,24.6195990982246,25.4996496860253,26.9193878613905,27.9912727659637,28.5981611166799,29.2220668792725,16896,3.97856201845525
"1762","Pocillopora verrucosa","Marine",23.8360414505005,26.1062369335473,26.8359073721728,27.6671840628564,28.3866799007226,28.729410347476,29.4761581420899,2974,2.6231734139288
"1763","Porites australiensis","Marine",23.5590410232544,25.8591029721424,26.6124155501575,27.5128567475347,28.2125549867388,28.5858482606095,29.0380716323852,384,2.72674528846715
"1764","Porites brighami","Marine",23.5505561828613,24.4983989174263,24.7837091385922,25.106445246304,25.4766117884887,25.7922210151129,26.8441858291626,561,1.29382209768655
"1765","Porites compressa","Marine",23.3447504043579,24.2187487545147,24.6613814353632,25.093345654378,25.4903954717253,25.8549715873466,28.1606675120508,12329,1.63622283283185
"1766","Porites lichen","Marine",22.8204917907715,25.7637590880105,26.4922454282753,27.3975605687707,28.2487983946254,28.6583463694909,29.52126121521,1414,2.89458728148045
"1767","Porites lobata","Marine",21.8614215850831,24.4293728302758,25.3031720814772,26.5703918232318,27.9853198322153,28.5483978850881,28.9284496307373,45400,4.1190250548122
"1768","Porites rus","Marine",24.2676296234131,26.5484499636254,27.311208928289,27.9957743578876,28.5316064568419,28.7457494730615,29.52126121521,5504,2.1972995094361
"1769","Porites solida","Marine",22.4351043701172,24.80312560725,25.5865231022156,26.5967956571202,27.6927635589046,28.4830103794976,29.1054534912109,350,3.6798847722476
"1770","Prioneris thestylis","Terrestrial",5.25491499900818,13.485840577286,18.4702916227698,21.5785983606727,23.7658252125281,25.0878078877295,28.5526504516602,337,11.6019673104434
"1771","Prunus pensylvanica","Terrestrial",-11.7545623779297,-4.0773151885864,-1.78220867228646,1.03855802902618,4.14047973108847,6.84168911298026,10.9990714920336,4836,10.9190043015667
"1772","Psammocora nierstraszi","Marine",22.0310287475586,24.4979627847397,25.6824204057872,27.0708683188657,28.0225422155468,28.5993578680054,29.2585153579712,566,4.10139508326575
"1773","Psammocora stellata","Marine",22.7537832260132,24.3571159503113,24.957810747837,25.7713860189606,26.851484342803,27.6930003111404,28.8496723175049,1662,3.33588436082905
"1774","Pseudomma affine","Marine",5.71620464324952,7.22311985147869,8.16728241892724,9.0682462296182,9.89469062161169,10.9616618465197,13.7306818962098,213,3.73854199504106
"1775","Psolus squamatus","Marine",-0.930713385343551,-0.354379500582442,0.530774137466584,5.26556312862302,9.54362461930007,12.1161989650856,16.9266452789307,928,12.470578465668
"1776","Ptereleotris helenae","Marine",25.2888422012329,26.4379071144116,26.7568318926741,27.1923071414888,27.6467888119446,27.9224003408792,28.4094114303589,477,1.48449322646765
"1777","Pycnogonum litorale","Marine",6.22110939025879,8.1045440050925,9.21148280185703,10.390518650391,12.1179155302982,13.0975985505076,15.1184096336365,402,4.9930545454151
"1778","Pyrola grandiflora","Terrestrial",-27.2994753519694,-15.2701828551502,-12.380715265494,-7.83397712066414,-4.45727059220653,-2.61790660270918,3.17013339866569,2098.66666666667,12.652276252441
"1779","Quercus velutina","Terrestrial",5.16324496269226,7.75610038798009,9.64131020863173,11.93349956606,14.5271033007712,15.9909068143501,20.3873853683472,5783,8.23480642637001
"1780","Rhinichthys cataractae","Freshwater",-13.3068490028381,-4.2938006998687,-0.10236494271497,4.21283892045546,8.48456870330738,11.4353291462463,22.2873188262179,9501,15.7291298461151
"1781","Salix chamissonis","Terrestrial",-14.157824198405,-10.7662399353614,-9.05740337855626,-6.79081357090389,-4.99225831638107,-3.77201335672492,-1.92360337706456,345,6.99422657863648
"1782","Salix phlebophylla","Terrestrial",-27.5404682159424,-14.7220333912584,-12.5864063457685,-8.63139596038383,-5.11963855550326,-3.11930445513379,1.17105869552104,1061,11.6027289361246
"1783","Scaphander punctostriatus","Marine",5.1405508518219,7.04586204011852,8.3875248505818,10.7739330419513,15.9663263315813,22.2636733899115,27.1083374023438,343,15.2178113497929
"1784","Scarus iseri","Marine",25.908899307251,26.8098435173752,27.2428405298827,27.7017935230173,27.9579393653734,28.0891905818917,28.4171752929688,89692,1.2793470645165
"1785","Scarus taeniopterus","Marine",25.1832103729248,26.6491641619775,27.1692104993118,27.6791726962332,27.9413449105793,28.0669088814076,28.4171752929688,12819,1.41774471943015
"1786","Serranus baldwini","Marine",22.7607078552246,25.4456287646907,26.5072531621017,27.446350506724,27.9753225132053,28.4960641231112,29.1238279342652,1626,3.05043535842045
"1787","Serranus tabacarius","Marine",23.458366394043,25.9178968588434,26.6240541244029,27.2448129605788,27.6806341618957,27.9261463573731,28.3040580749512,2828,2.0082494985297
"1788","Siganus fuscescens","Marine",18.5968046188354,23.0568825039646,26.1648419699618,27.8407678773717,28.5160712689204,28.8612621193021,29.6965866088867,3243,5.8043796153375
"1789","Sisymbrium altissimum","Terrestrial",1.53254693746567,5.33532429407401,6.89637633794494,8.85669535594257,11.074205872929,13.9134295401726,21.2006092071533,9999,8.57810524609859
"1790","Sitta europaea","Terrestrial",-2.29655861854553,0.609417875496455,1.95289265977778,4.10924964395937,6.09578961413838,7.41128719267395,9.52585411071777,10000,6.8018693171775
"1791","Solanum elaeagnifolium","Terrestrial",9.39667701721191,13.8573192195386,15.5191445015204,17.7577936355639,20.4057755620033,22.0880644284916,25.7925205230712,10000,8.23074520895295
"1792","Sorex dispar","Terrestrial",0.00564057379961,3.39211262299252,5.15877457020414,7.31123563309128,9.82537477491061,11.1813708428054,12.6960532665176,482,7.78925821981293
"1793","Sparisoma aurofrenatum","Marine",25.5496282577515,26.7285287556633,27.1971753479852,27.686202651204,27.9510405172241,28.080614366583,28.4253091812134,82087,1.35208561091965
"1794","Sparisoma chrysopterum","Marine",25.8032073974609,26.7865851623276,27.2447522868624,27.7096282553719,27.9736667480807,28.1352830814767,28.6138000488281,8879,1.34869791914905
"1795","Sparisoma rubripinne","Marine",25.1866846084595,26.576333242217,27.137508434257,27.6854646632873,27.9548130019506,28.0853147138714,28.4080762863159,9220,1.5089814716544
"1796","Sparisoma viride","Marine",25.6506128311158,26.7701780050431,27.2360790583304,27.7010927849406,27.9575024134514,28.0865352866164,28.4360065460206,43282,1.3163572815733
"1797","Spermophilus tridecemlineatus","Terrestrial",-2.22506248950958,1.5120036798276,3.62804294025285,6.93920632115232,9.93025133702507,13.4146944961056,21.192193031311,3706,11.902690816278
"1798","Sphaeralcea wrightii","Terrestrial",-26.4437084197998,-9.55462578480253,-0.901708053807764,12.4176659551601,23.1421139903081,27.0644144532959,33.2606353759766,39,36.6190402380984
"1799","Sphyraena barracuda","Marine",24.1377058029175,25.8319753408463,26.6200703365582,27.5210345892289,28.3188742174054,28.8275598433648,29.4201612472534,16154,2.9955845025185
"1800","Sporobolus cryptandrus","Terrestrial",0.880401045084,3.77355115582917,6.51407316990524,9.84082446740515,14.2237603583078,17.5409289502857,25.0826870198509,5061,13.7673777944566
"1801","Stegastes adustus","Marine",23.1475658416748,26.3120323700899,26.9744742754187,27.6213767398439,27.9256838398603,28.1496273027843,28.9284496307373,7734,1.83759493269445
"1802","Stegastes diencaeus","Marine",22.4330015182495,25.741639376381,26.5838097243299,27.3138817063812,27.7405490477373,27.9500080938254,28.3387348377669,2544,2.20836871744445
"1803","Stegastes partitus","Marine",23.2936115264893,25.8567790349059,26.6847656405199,27.4490440269362,27.8298415668466,28.0015602775235,28.3708591461181,73293,2.14478124261755
"1804","Stegastes planifrons","Marine",22.0216388702393,25.9679578793941,26.8088476387762,27.5827283085121,27.9627404468553,28.2389986385046,28.9706106185913,14749,2.27104075911045
"1805","Stegastes variabilis","Marine",22.8097896575928,25.5400151532106,26.5379578618687,27.2898726136195,27.7749843184192,27.9823669809202,28.3905925750732,36603,2.44235182770955
"1806","Sterna dougallii","Marine",6.8459746837616,11.135523358253,16.516430201186,25.6657151365553,27.8877716419311,28.3679018301487,29.2089066405824,1845,17.2323784718957
"1807","Stylocoeniella armata","Marine",23.5602512359619,26.5378686111702,27.3344307401691,27.9173330525378,28.4579749521937,28.7095513782604,29.2699317932129,319,2.1716827670902
"1808","Stylophora mordax","Marine",22.48996925354,25.7311399436677,26.6008146858699,27.7665454578694,28.4835015068839,28.725708564963,29.4309768676758,2120,2.99456862129525
"1809","Stylophora pistillata","Marine",22.48996925354,25.7311399436677,26.6008146858699,27.7665454578694,28.4835015068839,28.725708564963,29.4309768676758,2120,2.99456862129525
"1810","Synuchus crocatus","Terrestrial",0.228208377957344,7.7287134021771,11.1486395575495,13.937568983702,16.3708662171946,17.8276730332456,28.5526504516602,61,10.0989596310685
"1811","Syrbula admirabilis","Terrestrial",7.56520843505859,11.8550949775909,13.3550495577895,15.5670397929552,17.6795994914269,19.246451812162,23.1721086635309,3713,7.39135683457105
"1812","Syrmaticus soemmerringii","Terrestrial",2.98728108406067,8.40147566578156,10.64305197993,13.3776377839042,15.0081028636294,15.8266061396991,18.5834284929528,2736,7.42513047391749
"1813","Thuja occidentalis","Terrestrial",-6.95016121864319,0.247739729659744,2.91833183872944,5.73295639028454,8.07077642601843,9.77351012220194,11.9591320216288,9991,9.5257703925422
"1814","Trachops cirrhosus","Terrestrial",18.7583332061768,24.0274555936823,24.9476378647988,25.8987167147932,26.6164862491113,27.1199371735049,29.6594333648682,2555,3.09248157982255
"1815","Trichotichnus lewisi","Terrestrial",-27.5404682159424,-13.2141004269613,-7.17862851882865,-0.151254861086745,7.53141042929944,16.0480932303473,29.6594333648682,125,29.2621936573086
"1816","Troides helena","Terrestrial",5.70602822303772,23.1889635928069,24.9195702889451,26.0111924393847,26.7064720679218,27.180248277411,29.6594333648682,3367,3.9912846846041
"1817","Tropocyclops prasinus","Freshwater",6.08634710311889,10.7148254939173,14.6376134816915,18.7232916298267,24.9221663052426,25.919775408832,27.3515529632568,776,15.2049499149147
"1818","Turbinaria reniformis","Marine",17.5839853286744,25.8486808363878,26.6187404719524,27.6650452674899,28.449857855897,28.6585509409861,29.133056640625,1806,2.8098701045983
"1819","Tyrannus tyrannus","Terrestrial",-2.76319277286529,6.56023758101681,11.4533418237049,17.2804118172068,21.9300075679152,24.5787587925558,27.7897863388061,10000,18.018521211539
"1820","Vanessa cardui","Terrestrial",-2.67668223381042,3.38961552227175,7.30814275012058,11.8882232449439,16.5729530587004,20.5268070647949,28.3228965741177,10000,17.1371915425231
"1821","Zoothera dauma","Terrestrial",-18.4727567036947,-7.53327858142018,-2.60506306899633,14.525336050978,21.6034650076161,24.575521722063,29.2905057271322,5080,32.1088003034832
"1822","Abies amabilis","Terrestrial",-2.85678124427795,3.10688039484576,4.58282811240049,6.44191904490883,8.10527043223894,9.4539439547486,12.2759065628052,731,6.34706355990284
"1823","Abies procera","Terrestrial",3.98686814308167,6.13950381262477,7.00121185115518,8.05910111625018,8.99685140334395,9.63295280839926,10.5721120834351,1809,3.49344899577449
"1824","Acanthurus xanthopterus","Marine",22.3993721008301,24.5691316414609,25.5311007924536,27.187611431592,28.4589337352589,28.9240834999815,29.7218933105469,1474,4.3549518585206
"1825","Agriopoma texasianum","Marine",22.0216388702393,23.244758797905,23.909631466517,24.7948873282547,25.8639753417698,26.4674471770233,27.4165649414062,74,3.2226883791183
"1826","Alnus rubra","Terrestrial",-2.95291662216187,4.33643229937373,6.42475463348431,8.66701224369263,10.3640680683287,11.8685382871728,14.8234062194824,2357,7.53210598779907
"1827","Aquila chrysaetos","Terrestrial",-9.09343719482422,-0.114393922142646,3.75831557971149,7.32356938287262,10.6382597937275,14.4206122755546,18.913761138916,10000,14.5350061976972
"1828","Archilochus alexandri","Terrestrial",5.9751353263855,12.6076120338708,15.5000568214311,18.442867403957,20.8968901196558,22.3787558366767,26.4074783325195,10000,9.7711438028059
"1829","Aricidea simplex","Marine",-1.76467883586884,-1.47340227125236,18.1142521214836,25.0044462907674,27.7121810370234,28.6339474166956,29.3309669494629,283,30.107349687948
"1830","Asparagopsis taxiformis","Marine",20.2887916564941,22.6136589292765,23.5746699838986,24.9184488713499,26.1375458234716,27.1466908892736,28.8265438079834,1342,4.5330319599971
"1831","Avrainvillea lacerata","Marine",20.9074287414551,24.2279856492022,25.654787066195,27.1909751918054,28.1467704811895,28.7730541618709,29.5305805206299,193,4.5450685126687
"1832","Bartramia longicauda","Terrestrial",-7.38522911071777,0.194729355323676,2.51866557296487,6.68017294700684,12.1843371346852,17.6265087415375,23.5125102996826,10000,17.4317793862138
"1833","Bodianus bilunulatus","Marine",22.9786987304688,24.1280915333219,24.6671366206681,25.1573380731223,25.6448244359152,26.0595286776079,27.4802646636963,5273,1.931437144286
"1834","Boopedon gracile","Terrestrial",12.5366039276123,14.8660555862397,15.5213971834267,16.9677060357072,18.3854441767342,19.7626787238743,23.6022911071777,320,4.8966231376346
"1835","Bucephala islandica","Terrestrial",-3.06685423851013,2.15417758932794,4.12752098721306,6.80291384431457,9.00495403808964,10.601868349918,14.3235311508179,10000,8.44769076059006
"1836","Cadulus agassizii","Marine",8.73315238952637,13.8273285139021,16.3108578188647,24.2664714090876,25.934088255869,26.5562047667926,27.6491527557373,146,12.7288762528905
"1837","Calcarius ornatus","Terrestrial",-0.286062657833099,2.52978968635072,3.91817110678102,6.89410359007156,10.8986742075159,15.2988531055092,20.1764793395996,10000,12.7690634191585
"1838","Carangoides ferdau","Marine",15.5231409072876,24.6003962359275,26.3856147187109,28.0130123943144,28.7962029533846,29.1353711209195,29.7484264373779,445,4.534974884992
"1839","Carduelis pinus","Terrestrial",-1.79966676235199,4.4933264272183,6.72757014719909,10.1035552031416,14.3645204853541,16.8582419410401,21.5108757019043,9997,12.3649155138218
"1840","Carpodacus cassinii","Terrestrial",-0.97384375333786,4.94728460111435,7.16276787702904,10.1151737196883,13.227770721369,16.6005538759171,26.4221153259277,9591,11.6532692748027
"1841","Castanopsis chrysophylla","Terrestrial",-1.99778115749359,5.23534669887942,7.16174317970203,9.36502553873686,11.996950500853,14.1969432388099,17.072301864624,146,8.96159653993048
"1842","Ceratonereis longicirrata","Marine",22.5748443603516,24.5505082107889,25.3926810856583,26.1413560796753,26.5344664605794,26.8102623471483,27.3649482727051,61,2.2597541363594
"1843","Chamaecyparis nootkatensis","Terrestrial",-1.6053022146225,4.24962035415293,5.84152206838223,7.39944696901586,8.69814011977816,9.86799514681214,13.2230205535889,860,5.61837479265921
"1844","Cheramus marginatus","Marine",22.6466426849365,24.5345833384777,25.2751109130566,26.0760516102812,26.6255596955123,27.0140760883419,27.7645206451416,135,2.4794927498642
"1845","Chiroptera ","Terrestrial",1.85866665840149,9.94168903519492,16.1227460351835,22.9195728302002,25.7745628356934,26.8373547585955,29.6670265197754,10000,16.8956657234006
"1846","Chlorodesmis fastigiata","Marine",21.8675117492676,24.2670184972021,25.3395833709655,26.6399917216674,27.5467300415039,28.0318424200903,28.9649353027344,201,3.7648239228882
"1847","Circus cyaneus","Terrestrial",-2.95803141593933,0.50408217217701,2.06623024448125,4.69030011214027,7.12520835751135,8.64066657040454,10.774374961853,10000,8.13658439822753
"1848","Contopus cooperi","Terrestrial",-3.66606259346008,1.81738951846944,5.46927683658846,10.5433221019207,16.388812765943,21.2392521422176,27.3833332061768,10000,19.4218626237482
"1849","Cossura rostrata","Marine",-1.73791980743408,-0.818097036724064,3.81706863950838,17.2042470089314,27.5089254810777,28.6820759760166,29.820972442627,35,29.5001730127407
"1850","Croton floribundus","Terrestrial",16.2003231048584,19.0858425238888,20.5036119940001,22.0650852441869,23.3745481202352,24.1078928355409,25.3934516906738,1861,5.0220503116521
"1851","Daphnia ","Marine",-27.5404682159424,-13.8304967096643,-9.18925974004424,-2.55744920875494,5.90669149042657,10.1611722229619,15.500958442688,9997,23.9916689326262
"1852","Daphnia ","Freshwater",-27.5404682159424,-13.8304967096643,-9.18925974004424,-2.55744920875494,5.90669149042657,10.1611722229619,15.500958442688,9997,23.9916689326262
"1853","Dichotomaria marginata","Marine",19.8207530975342,23.6326438573766,24.4876272411151,25.6279853710787,27.0956581424934,28.5798514358859,29.0180473327637,634,4.9472075785093
"1854","Emberiza sulphurata","Terrestrial",3.66503119468689,13.3219008837978,17.4743873790278,20.7213097575494,22.3107622933117,23.2493269536256,25.7859859466553,3200,9.9274260698278
"1855","Eupithecia tantillaria","Terrestrial",0.162260323762894,2.73749024076963,4.07319576866245,5.97622276776529,8.1252315117497,9.53511149438576,12.0400161743164,10000,6.79762125361613
"1856","Eutreptia lanowii","Marine",8.69863605499268,12.269240273572,13.302572525935,14.6652732033379,15.3995613759297,16.0756011596925,17.2986621856689,1173,3.8063608861205
"1857","Gallinago delicata","Terrestrial",3.01063370704651,9.94044078576132,13.5760569071508,17.7446522915273,20.9921737482216,22.6017414707426,25.7477073669434,10000,12.6613006849813
"1858","Glenodinium pilula","Marine",3.76568937301636,12.211296081543,13.383658649709,14.7901015234305,15.4359588848688,16.1072883844066,17.1341857910156,1104,3.8959923028636
"1859","Grubeosyllis rugulosa","Marine",22.4349060058594,24.4024839165131,25.6128627184001,26.2747946521978,26.5987495969239,26.8542215760304,27.4434509277344,61,2.4517376595173
"1860","Gymnodinium sp2","Freshwater",-9.46835422515869,4.41709161851689,11.2977177212817,17.5350570936421,21.22817465,22.9115890894401,25.5436248779297,10000,18.4944974709232
"1861","Gymnodinium sp2","Marine",-9.46835422515869,4.41709161851689,11.2977177212817,17.5350570936421,21.22817465,22.9115890894401,25.5436248779297,10000,18.4944974709232
"1862","Gymnodinium wulffii","Marine",-1.69027674198151,-1.52035905270033,-1.11731813700995,0.00568506392658007,2.85026423494634,14.6554100982432,18.5933380126953,2700,16.1757691509435
"1863","Gymnosarda unicolor","Marine",23.2690563201904,25.9467939113801,27.1181383746991,27.9445501370836,28.6173929908023,28.8934574915895,29.4174728393555,276,2.9466635802094
"1864","Halimeda fragilis","Marine",20.9074287414551,24.5623372665256,25.7568831958302,27.0957633758884,27.8883267377658,28.4213228045084,29.1191596984863,676,3.8589855379828
