"","speciesname","REALM","X..0.","X.10.","X.25.","X.50.","X.75.","X.90.","X100.","nrecs","STR"
"26","Chaetoceros didymus","Marine",4.9317455291748,16.8045066229984,19.4811222929438,22.926780048159,25.8818715869766,28.7631780874303,29.5355262756348,12890,11.9586714644319
"27","Chaetoceros radicans","Marine",2.33491635322571,17.4060510555476,19.6413656290054,22.6517062031832,25.8226473098408,28.8323610979808,29.5422840118408,3890,11.4263100424332
"28","Chaetopappa ericoides","Terrestrial",4.87946891784668,7.64584519855567,9.23320841275308,12.4488777295567,15.3970993108154,16.7271863507136,18.4991149902344,2561,9.08134115215793
"29","Chrysothamnus viscidiflorus","Terrestrial",-1.70187497138977,3.5104870811694,6.40299389477438,8.5229133064667,10.5260844892965,12.3613657692491,15.6961250305176,4072,8.8508786880797
"30","Cirsium undulatum","Terrestrial",1.95356261730194,4.08898714214834,6.30030688751893,9.08223736552208,13.0378776021714,16.18554379268,20.4828128814697,2445,12.0965566505317
"31","Comandra umbellata","Terrestrial",-2.54004144668579,0.90417217032718,2.99972636928778,6.66329578265031,10.1350080653083,13.3725820942173,21.1951465606689,7208,12.4684099238901
"32","Corethron criophilum","Marine",-1.46687865257263,7.09401766869917,12.378486858864,19.7035114478612,24.1451509483637,28.6140219993319,29.7379760742188,10269,21.5200043306327
"33","Cornus racemosa","Terrestrial",-3.97103118896484,1.83698593455464,4.63977939686239,7.62863015593171,10.0431070068456,11.6595715822573,14.2742710113525,3029,9.82258564770266
"34","Cornus rugosa","Terrestrial",-0.679177105426788,1.50704652594289,3.20290841717709,5.56881579102173,7.5208195763613,8.89759981817972,10.5877294540405,2346,7.39055329223683
"35","Corylus cornuta","Terrestrial",-4.79097938537598,0.0178492271204502,1.66241551004433,4.02093343296773,7.68052065645767,10.5014947719956,15.4375,6492,10.4836455448752
"36","Corymbellus aureus","Marine",0.172289341688156,3.81014643985331,6.26430487806396,10.7323515422736,13.6494687078448,15.5967473519311,20.7391662597656,965,11.7866009120778
"37","Crepis acuminata","Terrestrial",-0.297302097082138,3.62751227704978,5.81611341155135,7.32826416626696,8.5492695357252,9.50812411042776,10.7881879806519,1711,5.88061183337798
"38","Crystallolithus hyalinus","Marine",-1.76358306407928,-1.06346012980516,1.7173242957178,13.9909697329641,27.0358314569624,28.5988678703427,29.820972442627,42,29.6623280001479
"39","Dactyliosolen fragilissimus","Marine",0.347002357244492,12.8829496440159,18.2268481029681,23.7128057030065,27.1606297118153,28.5058436987577,29.7484264373779,27268,15.6228940547418
"40","Dinophysis acuminata","Marine",-0.292067915201187,9.07252011607692,11.9196958061533,17.8739248974043,20.6932185756566,22.241975806803,24.3305473327637,35034,13.1694556907261
"41","Dinophysis punctata","Marine",0.0971103683114052,6.56505644762175,8.81890293129198,12.1465836250478,15.4226340471087,17.1945356218142,21.2962074279785,149,10.6294791741925
"42","Elymus albicans","Terrestrial",-8.30351066589355,-4.21745328845889,-1.550077179188,1.90680645170294,5.38133836810319,7.94898382572139,15.9106245040894,304,12.1664371141803
"43","Elymus elymoides","Terrestrial",-2.80619788169861,3.21988471291079,5.89781300592332,9.16304831566347,13.2507542962933,16.0959231346081,21.193489074707,8141,12.8760384216973
"44","Emiliania huxleyi","Marine",1.45236098766327,10.5168831561102,17.3037599644205,23.6206780196697,27.0940581577132,28.2030771067478,29.3467864990234,21061,17.6861939506376
"45","Erigeron corymbosus","Terrestrial",-2.75312495231628,2.32584428910624,4.55172763723473,6.48811786974135,7.83567631159794,8.92266925350476,11.9421358108521,656,6.59682496439852
"46","Erigeron engelmannii","Terrestrial",-0.170520797371864,3.06770599289276,4.99474301317013,7.08431801473858,8.61913566335161,9.79992118180315,13.1285419464111,277,6.73221518891039
"47","Eriogonum heracleoides","Terrestrial",-0.34921869635582,3.85227166719414,5.29670311250683,6.80192008875194,8.14383513618619,9.43190458393264,11.8004117469942,1913,5.5796329167385
"48","Eriogonum ovalifolium","Terrestrial",-2.46586465835571,2.03476949889916,5.28424742257647,7.97060440899908,10.0085226229751,11.6280896963594,15.43834400177,3984,9.59332019746024
"49","Guinardia delicatula","Marine",2.92927837371826,12.9106613226168,17.0493571117455,21.634837482405,25.1420984015545,28.6373329817743,29.6748313903809,36919,15.7266716591575
"50","Guinardia striata","Marine",7.94985198974609,11.4063981020811,12.9280142860131,15.7627952398265,18.9065317166396,23.2905946113108,27.9264259338379,512,11.8841965092297
"51","Gutierrezia sarothrae","Terrestrial",0.272718697786331,3.15717278967002,5.91342291119807,9.78449933456003,15.3432697054016,18.0065832748355,23.9060001373291,5225,14.8494104851655
"52","Hesperostipa comata","Terrestrial",-0.572416722774506,3.10840056701233,5.22211003425208,7.74490826905035,10.0649423083113,12.5482255715182,17.6276359558105,1431,9.43982500450587
"53","Heterocapsa triquetra","Marine",-1.45737791061401,-0.757084182664849,1.57673493730642,7.07777758327157,13.324334192861,15.7273963685028,19.4386024475098,16523,16.4844805511676
"54","Karenia mikimotoi","Marine",2.88614320755005,5.66570200854151,7.6281076437368,10.7952384548739,15.0521625500521,17.8717368311167,27.8781242370605,8617,12.2060348225752
"55","Koeleria macrantha","Terrestrial",0.0615521632134914,3.56524104088807,5.55874050199505,7.86189603805542,9.95261261185249,11.7606539134542,14.875802544579,9998,8.19541287256613
"56","Lauderia annulata","Marine",7.35123348236084,12.6417880876691,16.8181373738751,21.4610717540947,25.0095974396185,28.5956050289494,29.7317638397217,12168,15.9538169412803
"57","Leptocylindrus danicus","Marine",-1.07841503620148,14.1295422738245,18.9304504137543,24.0444343873762,27.2170124053955,28.5376066295934,29.7484264373779,34068,14.4080643557689
"58","Leptocylindrus minimus","Marine",-1.02833604812622,16.3480002687333,20.982854094277,25.0666560289707,27.6129465510554,28.7028732299805,29.5419101715088,19099,12.3548729612472
"59","Linanthus pungens","Terrestrial",-2.04583334922791,4.64937398094422,7.26293486043222,9.5201610078912,12.6182618307312,15.6403971625056,20.5408954620361,2321,10.9910231815614
"60","Lomatium foeniculaceum","Terrestrial",-0.718895792961121,3.02866553676398,5.83925963208572,8.78502044899474,11.8816705216151,13.7731527133601,17.1159381866455,1656,10.7444871765961
"61","Lomatium triternatum","Terrestrial",-1.24498951435089,4.29463692546337,5.72603584658014,7.58467613931333,9.40017219216768,10.6727976639327,13.2230205535889,1803,6.37816073846933
"62","Lupinus caudatus","Terrestrial",-0.97384375333786,2.74311443340463,4.26260646860114,6.57247809573674,8.4084256610547,9.62844537544541,12.423698315575,1021,6.88533094204078
"63","Mesoporos perforatus","Marine",0.772135376930237,9.08718585481068,11.4022440238981,15.522600811514,20.4957040889272,22.0881464949871,24.4182891845703,2333,13.0009606401764
"64","Meuniera membranacea","Marine",4.07841825485229,16.0330056453601,20.3444557941685,24.8443048076811,27.4473071277517,28.5874919122121,29.7379760742188,4248,12.554486266852
"65","Ostrya virginiana","Terrestrial",-3.37214589118958,3.9458312120636,7.69297436328471,13.1897420094301,17.8311855001906,19.3631275680386,21.3491668701172,8071,15.417296355975
"66","Paralia sulcata","Marine",0.015967670828104,7.76267391808674,9.4072473390569,12.1041644415247,14.8979073947724,16.279079008611,24.8465385437012,34923,8.51640509052426
"67","Penstemon radicosus","Terrestrial",-2.00735425949097,1.43081146350909,3.00576369638764,5.16789429038376,6.87062762879737,7.6520428230314,11.0110626220703,351,6.22123135952231
"68","Penstemon speciosus","Terrestrial",1.94255197048187,5.83996854993108,7.2160323379709,8.60271866185759,9.8225782999919,10.6230128573546,11.8471332459527,855,4.78304430742352
"69","Phlox hoodii","Terrestrial",-13.9813022613525,-7.74357106910507,-2.58870586444907,2.79427414878053,6.92277847418286,9.01249980926514,13.1666355133057,1797,16.7560708783702
"70","Phlox longifolia","Terrestrial",-0.442989617586136,4.75197455660922,6.76022379624149,8.44304707583541,10.3109572596804,12.077245997607,17.1150354276417,2019,7.32527144099778
"71","Pinus strobus","Terrestrial",-3.23028135299683,1.1887636344028,4.62319841075251,7.79435340192893,10.2188801543104,12.0413762246109,14.2670516967773,10000,10.8526125902081
"72","Pleurosigma planctonicum","Marine",3.19856429100037,5.62501612410161,6.97431067157835,8.73445220116542,11.5732366056465,27.5598756936281,29.3017826080322,165,21.9348595695265
"73","Poa secunda","Terrestrial",-9.53996849060059,0.0564839861888372,2.89265348167326,6.72118371969631,10.9138389971477,15.4194926233645,19.6159381866455,10000,15.3630086371757
"74","Podosira stelligera","Marine",8.53365612030029,9.7700101937926,10.8004880510007,13.2636267698759,22.8145728740169,23.3486556802226,24.7399635314941,4851,13.57864548643
"75","Prorocentrum micans","Marine",6.86449718475342,14.3139302915912,16.8594092669381,19.8053251676136,22.1905117223422,23.5393569629669,25.2267056677134,28537,9.2254266713757
"76","Prunus virginiana","Terrestrial",-4.98942708969116,-0.872551949178779,1.47101992790699,4.53377362231575,7.77782415858503,9.94607939570402,14.0065622329712,9472,10.8186313448828
"77","Pseudo-nitzschia delicatissima","Marine",0.32971328496933,5.61432871471995,8.39105746145284,13.1151235013815,17.419605816708,19.4461160282374,21.3447863798073,40698,13.8317873135175
"78","Pseudo-nitzschia seriata","Marine",-0.930588364601135,6.0354221524679,10.0949826625628,16.8933761760139,21.4446086255127,28.6450988907807,29.7223300933838,44228,22.6096767383128
"79","Pseudoroegneria spicata","Terrestrial",-2.80658316612244,2.15823286318319,4.4659033463237,6.64676142886013,8.49300673937162,10.0491177920242,13.0543231964111,5708,7.89088492884101
"80","Purshia tridentata","Terrestrial",-0.633229196071625,4.76093744364745,6.24609402567309,8.01094492097401,9.95086628102673,11.6399045392766,17.8840522766113,3230,6.87896709562915
"81","Quercus macrocarpa","Terrestrial",-5.81244802474976,-0.0938504507356861,2.17190921350401,5.86964367930877,10.6325223327331,14.3878069094965,21.7950210571289,6673,14.4816573602322
"82","Quercus rubra","Terrestrial",1.80194783210754,4.98513000767825,6.61822587365701,8.73842189426441,10.9024928841013,12.6813814205955,15.3390626907349,10000,7.69625141291725
"83","Rubus flagellaris","Terrestrial",1.48496866226196,6.746302961673,9.38133359752317,12.6217876881193,15.7883110587882,17.8099000837545,21.7950210571289,4127,11.0635971220815
"84","Senecio integerrimus","Terrestrial",-3.60442399978638,0.871802785576451,2.39912459530083,5.00002936004958,7.35230170193559,8.97226818140559,11.7122710471792,4163,8.10046539582914
"85","Taraxacum officinale","Terrestrial",-7.07571887969971,0.66048787543316,3.82493312338851,8.61876807363465,13.8158792368129,16.6142730557124,20.726282119751,10000,15.9537851802792
"86","Tetradymia canescens","Terrestrial",-1.11658334732056,3.84692292506184,6.23797261345919,8.38038007419879,10.2405969193101,11.5868864113941,14.4790420532227,2210,7.73996348633226
"87","Thalassionema nitzschioides","Marine",0.0603408515453339,7.79021252609304,13.0250165000847,19.9378993060921,24.3145865170563,28.1702934885145,29.5305805206299,90630,20.3800809624215
"88","Thalassiosira rotula","Marine",0.947398602962494,16.4742808851538,18.5944396990756,20.4677303567603,22.1488323845832,23.0706783058842,25.5479640960693,11405,6.5963974207304
"89","Tilia americana","Terrestrial",-2.39335417747498,4.3134395893136,8.63110188511746,13.7578711315044,17.0317644302116,19.3663657274484,22.2216663360596,9908,15.0529261381348
"90","Toxicodendron radicans","Terrestrial",-0.640572965145111,7.21648705725506,10.1816021023455,14.4471335900463,18.0060913662892,20.456388241321,24.7791137695312,10000,13.2399011840659
"91","Vaccinium angustifolium","Terrestrial",-11.807656288147,-3.85767846498803,-1.30827220326201,1.81470757897617,5.97112968030704,8.53766051505335,11.3410625457764,6623,12.3953389800414
"92","Viburnum rafinesquianum","Terrestrial",-2.43339586257935,0.480096204084097,1.92633672005169,4.33209581303123,7.07727742652757,9.24460157555404,11.6017189025879,1942,8.76450537146994
"93","Viola praemorsa","Terrestrial",-2.63087511062622,3.07653631924093,5.1478228909843,7.32515629762058,9.08968159438976,10.4007936136003,26.4399166107178,1076,7.32425729435937
"94","Zigadenus paniculatus","Terrestrial",0.538833320140839,5.73213949301986,7.06907527152386,8.64429543503707,10.4226071419517,11.7473708558019,14.9928436279297,420,6.01523136278204
"95","Abudefduf septemfasciatus","Marine",23.3642063140869,25.7372431884747,26.6623982869442,27.5914654037232,28.4628817553482,28.964207493338,29.820972442627,180,3.22696430486325
"96","Abudefduf sexfasciatus","Marine",21.4005823135376,24.8295643193454,26.0439184419013,27.4867735440787,28.3927707309572,28.947038883089,29.7374649047851,824,4.1174745637437
"97","Abudefduf sordidus","Marine",20.0988502502441,23.9101044897664,25.3291928320262,27.0791597796045,28.2978126685151,28.9104159598135,29.5705080032348,727,5.0003114700471
"98","Acanthurus blochii","Marine",23.198314666748,24.8196590604807,25.5495005031207,26.9322066334996,28.4731835270088,28.9748736427488,29.7432012557984,3787,4.15521458226809
"99","Acanthurus lineatus","Marine",24.2571763992309,26.474318827888,27.4091102912612,28.1538361498348,28.8090274424326,29.1797094455878,29.7291412353516,4951,2.70539061769975
"100","Acanthurus nigricans","Marine",23.3047733306885,25.1056629721436,26.13454491921,27.5516709020238,28.5091588129104,28.9914401593249,29.7432012557984,8992,3.88577718718125
"101","Acanthurus nigricauda","Marine",23.4725914001465,25.4529969436315,26.3828222698655,27.6896454873434,28.6717659013296,29.0715098554772,29.7484264373779,1692,3.61851291184566
"102","Acanthurus nigrofuscus","Marine",22.6354856491089,24.6999170125557,25.6745324438276,27.0298683342545,28.0813022828473,28.7827910614806,29.7432012557984,16707,4.0828740489249
"103","Acanthurus nigroris","Marine",22.977572441101,24.5320860896135,25.3501233150515,26.7334790766295,28.1844868565037,28.8881008579319,29.6096143722534,6250,4.35601476831845
"104","Acanthurus olivaceus","Marine",22.9202919006348,24.6706283337058,25.4812520528447,26.7547723736618,28.2980369741824,28.8261733052655,29.7379760742188,6468,4.1555449715597
"105","Acanthurus pyroferus","Marine",24.3091993331909,26.4725017099428,27.4231688761269,28.1220647540746,28.7303691077924,29.0933040634755,29.7484264373779,1547,2.6208023535326
"106","Acanthurus thompsoni","Marine",23.0436668395996,25.0538690011639,26.2499989317872,27.5784559939381,28.5219899177237,29.0204051892302,29.7484264373779,1041,3.96653618806625
"107","Acanthurus triostegus","Marine",21.3022804260254,24.2474653253526,25.4665968714389,27.1248661700222,28.2720427974618,28.8686901348031,29.7370176315308,6419,4.6212248094506
"108","Aluterus scriptus","Marine",16.8229055404663,24.4407926396229,25.7881075654513,27.1190515585158,27.932193304296,28.5724694956358,29.3611526489257,2604,4.1316768560129
"109","Amanses scopas","Marine",25.4537115097046,27.0383119406398,27.5381333618149,28.0789475779688,28.6846701428162,28.9917719860301,29.7051229476929,155,1.95346004539035
"110","Anampses caeruleopunctatus","Marine",19.7815761566162,24.3949093882594,25.8843657434027,27.3527946401747,28.1756874533664,28.7022106682428,29.4713182449341,714,4.3073012799835
"111","Anampses melanurus","Marine",22.5555267333985,24.9531632492185,26.0214772499299,27.2697293221162,28.3047168069885,28.9232489967952,29.7929716110229,101,3.9700857475767
"112","Anampses meleagrides","Marine",23.4752283096314,25.9709290798799,26.949251045919,27.8390935443124,28.5475435256958,28.8968205144647,29.7369194030762,166,2.92589143458475
"113","Anampses twistii","Marine",23.6519327163697,25.8794516747821,26.8959904166708,27.7357988357544,28.4604248628709,28.7434742888543,29.4045152664184,554,2.8640226140722
"114","Aphareus furca","Marine",23.1296815872193,25.0876344579465,26.2507247962483,27.5488552698817,28.5278670580434,29.0226753511756,29.7379760742188,3323,3.93504089322915
"115","Aprion virescens","Marine",22.0605401992798,24.4201362408679,25.3408204155933,26.7538430155014,28.2223276155875,28.7231918411921,29.5418109893799,3928,4.3030556003241
"116","Arothron hispidus","Marine",16.8393602371216,24.0373202947816,26.2971143412755,27.7291538069789,28.3436405304737,28.7150934165262,29.464617729187,1126,4.67777312174455
"117","Aulostomus chinensis","Marine",21.1132736206054,24.1000097928779,25.1841019749342,26.8540017943736,28.2102969309775,28.8276613471484,29.7379760742188,1305,4.7276515542705
"118","Balistapus undulatus","Marine",24.6391525268555,26.9231532871508,27.5907795886061,28.236012873318,28.8213223967358,29.125553553451,29.7370176315308,4269,2.2024002663002
"119","Balistoides viridescens","Marine",23.6998920440674,26.5925648115185,27.5650723345942,28.3600588589391,28.8507176029538,29.1418290169586,29.7484264373779,880,2.54926420544015
"120","Bodianus axillaris","Marine",23.0538444519043,25.3225497941224,26.3437381929415,27.5194106905114,28.2914303007911,28.7540877837808,29.3631525039673,728,3.4315379896584
"121","Calotomus carolinus","Marine",23.0150394439697,24.7359998180827,25.4777596939735,26.7377220240296,28.1331001082182,28.7777403795505,29.569393157959,897,4.04174056146785
"122","Cantherhines sandwichiensis","Marine",22.2154655456542,23.9598159639862,24.7115987713872,25.6519942381793,26.9691171937586,27.6976549834241,29.5847358703613,226,3.73783901943795
"123","Canthigaster bennetti","Marine",23.2471151351928,26.21675618045,27.0714914980749,27.722750681499,28.3510004448434,28.7684947169416,29.442684173584,364,2.55173853649165
"124","Canthigaster solandri","Marine",24.659854888916,26.7803029573233,27.5145342177203,28.0891646756223,28.7636038494459,29.1306792740156,29.7484264373779,660,2.35037631669235
"125","Canthigaster valentini","Marine",22.5021505355835,24.9217510578954,26.063607788815,27.4439752112671,28.1599599888557,28.7152647454997,29.5022201538086,1179,3.79351368760425
"126","Caracanthus maculatus","Marine",23.5846214294434,25.9103339521055,27.0659394976072,27.7636650537274,28.6310515606453,29.0352907148124,29.7379760742188,227,3.12495676270695
"127","Caranx ignobilis","Marine",21.2463665008545,24.8976791291767,26.1988026004184,27.8338797387648,28.4855287477064,28.7854667321649,29.7174806594848,7764,3.88778760298825
"128","Caranx melampygus","Marine",22.5308485031128,24.646094406924,25.7927510374172,27.3111950297701,28.4127069180775,28.9373245149976,29.7379760742188,4573,4.29123010807365
"129","Caranx sexfasciatus","Marine",21.3741779327393,24.5797464472577,26.2780058116492,27.6648863146883,28.5411161140391,28.9735341415536,29.7432012557984,2690,4.3937876942959
"130","Carcharhinus melanopterus","Marine",24.1821308135986,26.5242438066818,27.4143247349446,28.0457983187391,28.671101448425,28.9435341433709,29.5468263626098,183348,2.41929033668909
"131","Centropyge bispinosa","Marine",23.5364475250244,25.5812048164447,26.4794852183647,27.4515810330474,28.1837726855921,28.7363150234444,29.3551874160767,1329,3.15511020699975
"132","Centropyge flavissima","Marine",23.6589002609253,25.5966063438964,26.4813006111775,27.3922745375129,27.9751955203974,28.5859448203437,29.3734436035156,5789,2.98933847644735
"133","Centropyge heraldi","Marine",23.8326272964478,26.3244769433621,27.0908860519695,27.809208712235,28.4189772262758,28.6517282997609,29.1508522033691,311,2.3272513563988
"134","Centropyge loricula","Marine",22.5604305267334,24.5902804602495,25.6863899684,27.1051437656202,27.9220902464069,28.7471678548295,29.5450420379639,2797,4.15688739458
"135","Cephalopholis argus","Marine",22.9745540618896,25.0584692242924,26.0342097656619,27.454566664854,28.4537503678538,28.9843967301948,29.7034463882447,7735,3.92592750590245
"136","Cephalopholis microprion","Marine",25.0960712432862,26.9874246657981,27.9259713326177,28.5877707940483,28.9008691774259,29.2197304358228,29.7484264373779,349,2.23230577002475
"137","Cephalopholis sexmaculata","Marine",23.898943901062,26.2630764801835,27.1006849147272,27.8070387544008,28.6317896231185,29.0273048338357,29.7484264373779,125,2.7642283536522
"138","Cephalopholis urodeta","Marine",23.7284116744996,25.6758891365353,26.7502925094674,27.6962660738464,28.5802699950555,29.0064130902171,29.7432012557984,6462,3.3305239536817
"139","Cetoscarus ocellatus","Marine",23.367784500122,25.5393543722889,26.5263575894312,27.8916941215558,28.8365075736805,29.2478590690158,29.7484264373779,2421,3.70850469672686
"140","Chaetodon auriga","Marine",16.6820087432862,24.2119141497198,25.614346487696,27.2863592856819,28.3074286210901,28.831985770789,29.7484264373779,4893,4.62007162106925
"141","Chaetodon bennetti","Marine",23.7525548934937,26.3538416815679,27.2164682486463,27.9129301475135,28.7787689796832,29.151190110327,29.7649000879753,305,2.79734842875905
"142","Chaetodon citrinellus","Marine",23.2019824981689,25.67950608745,26.67845794381,27.6484251916789,28.562186092645,29.0115990554353,29.7484264373779,4274,3.3320929679853
"143","Chaetodon ephippium","Marine",23.6292819976807,25.6759708834007,26.747268851247,27.6944652386297,28.6806373463931,29.0809935261776,29.7484264373779,2412,3.40502264277695
"144","Chaetodon lunula","Marine",21.3571825027466,24.6042393990512,25.6276482564649,27.0551631520765,28.2506757002847,28.9026201748173,29.7379760742188,1894,4.29838077576605
"145","Chaetodon lunulatus","Marine",22.4143829345703,24.9389018325892,25.9894124940967,27.5621016575586,28.6820122972008,29.126244283088,29.7484264373779,2159,4.1873424504988
"146","Chaetodon mertensii","Marine",22.5298414230346,24.9543170447822,25.9225684141077,27.2714686622837,28.0459292955565,28.6638895227754,29.3521203994751,437,3.7095724779933
"147","Chaetodon ornatissimus","Marine",22.9725379943848,24.8460010579039,25.7287126149053,27.2034014138946,28.3158027682364,28.9547703414909,29.7379760742188,3231,4.108769283587
"148","Chaetodon pelewensis","Marine",23.2718191146851,25.0457661838968,25.8871394373834,27.0336090974605,27.8135482569311,28.7743221590198,29.6509141921997,2985,3.72855597512305
"149","Chaetodon quadrimaculatus","Marine",23.3230447769165,24.6740454867615,25.5139662750035,26.9043018089598,27.7246789539053,28.3042512479321,28.8132076263428,1075,3.63020576117055
"150","Chaetodon reticulatus","Marine",23.5019760131836,25.5046775180715,26.4824433281308,27.500079327515,28.2997120419797,28.8180490671853,29.4749240875244,2104,3.3133715491138
"151","Chaetodon trichrous","Marine",23.9883193969726,26.9586123035124,27.5167880509563,28.228981184763,28.7955777642178,29.1439570144084,29.820972442627,19,2.18534471089595
"152","Chaetodon trifascialis","Marine",23.0861616134643,25.2454664595694,26.3024656155576,27.6121603064899,28.6051639506109,29.0522375984934,29.7484264373779,4324,3.806771138924
"153","Chaetodon ulietensis","Marine",23.6259679794312,25.6712963672387,26.7723711198173,27.7722571152044,28.7036519715368,29.1494985515349,29.7484264373779,1489,3.4782021842962
"154","Chaetodon unimaculatus","Marine",23.0716581344604,24.8651237165773,25.6834570588789,26.9052724121025,27.9149942202006,28.7298568499925,29.5814771652222,2034,3.8647331334152
"155","Chaetodon vagabundus","Marine",22.0576629638672,25.3791974054078,26.5724691577598,27.793713399643,28.6466595235174,29.0584846912997,29.7351598739624,4056,3.6792872858919
"156","Chanos chanos","Marine",18.4130783081055,21.5501746323977,23.5773141983869,25.9301844321234,27.4993969619159,28.3709554675117,29.7142105102539,745,6.82078083511405
"157","Cheilinus chlorourus","Marine",23.7277145385743,25.778227580697,26.8140320856815,27.9244884885146,28.7247959785509,29.1099305692135,29.7432012557984,1295,3.33170298851645
"158","Cheilinus oxycephalus","Marine",24.5600814819336,26.9201758079522,27.6088011514217,28.1724200285588,28.7416947301899,28.9893678669302,29.7099380493164,583,2.06919205897795
"159","Cheilinus trilobatus","Marine",23.7475852966309,26.3151363986131,27.2836918889954,27.9866493750861,28.7501309393485,29.090064524271,29.7484264373779,1109,2.7749281256578
"160","Cheilinus undulatus","Marine",23.6767978668213,25.4809820925467,26.6480715762312,27.9397122069721,28.7049137112676,29.0045039097777,29.7432012557984,1815,3.5235218172311
"161","Cheilodipterus macrodon","Marine",23.9724092483521,26.3456005866122,27.320599006704,28.1053241470813,28.7807854164446,29.1738925606403,29.7239570617676,902,2.8282919740282
"162","Cheilodipterus quinquelineatus","Marine",23.5854377746583,25.9715015061487,27.1538128438431,28.0566653732664,28.790388061184,29.1312491012234,29.7241935729981,1507,3.15974759507465
