REALM,taxa_mod,Species_orig,Genus,species,mass_g,length_cm,source,notes,name_data_entry,date_searched
Terrestrial,Invertebrates,Evergestis_funalis,,,,,,,,
Terrestrial,Invertebrates,Evergestis_limbata,,,,,,,,
Terrestrial,Invertebrates,Evergestis_pallidata,,,,,,,,
Terrestrial,Invertebrates,Evodinus_clathratus,,,,,,,,
Terrestrial,Invertebrates,Exapate_congelatella,,,,,,,,
Terrestrial,Invertebrates,Exoteleia_dodecella,,,,,,,,
Terrestrial,Invertebrates,Fabriciana_adippe,,,,,,,,
Terrestrial,Invertebrates,Falcaria_lacertinaria,,,,,,,,
Terrestrial,Invertebrates,Faunis_canens,,,,,,,,
Terrestrial,Invertebrates,Faunis_eumeus,,,,,,,,
Terrestrial,Invertebrates,Feltia_herilis,,,,,,,,
Terrestrial,Invertebrates,Feralia_comstocki,,,,,,,,
Terrestrial,Invertebrates,Feralia_deceptiva,,,,,,,,
Terrestrial,Invertebrates,Fishia_evelina,,,,,,,,
Terrestrial,Invertebrates,Fishia_yosemitae,,,,,,,,
Terrestrial,Invertebrates,Flatidae_sp,,,,,,,,
Terrestrial,Invertebrates,Forcipomyiinae_sp1,,,,,,,,
Terrestrial,Invertebrates,Forcipomyiinae_sp2,,,,,,,,
Terrestrial,Invertebrates,Forcipomyiinae_sp3,,,,,,,,
Terrestrial,Invertebrates,Furcula_bifida,,,,,,,,
Terrestrial,Invertebrates,Furcula_furcula,,,,,,,,
Terrestrial,Invertebrates,Furcula_scolopendrina,,,,,,,,
Terrestrial,Invertebrates,Gabriola_dyari,,,,,,,,
Terrestrial,Invertebrates,Gaeotis_nigrolineata,,,,,,,,
Terrestrial,Invertebrates,Galerita_orientalis,,,,,,,,
Terrestrial,Invertebrates,Galgula_partita,,,,,,,,
Terrestrial,Invertebrates,Galleria_mellonella,,,,,,,,
Terrestrial,Invertebrates,Gandaca_harina,,,,,,,,
Terrestrial,Invertebrates,Gastropoda_sp,,,,,,,,
Terrestrial,Invertebrates,Gaurotes_virginea,,,,,,,,
Terrestrial,Invertebrates,Gegenes_pumilio,,,,,,,,
Terrestrial,Invertebrates,Gelechia_cuneatella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_muscosella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_nigra,,,,,,,,
Terrestrial,Invertebrates,Gelechia_rhombella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_sabinellus,,,,,,,,
Terrestrial,Invertebrates,Gelechia_scotinella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_sestertiella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_sororculella,,,,,,,,
Terrestrial,Invertebrates,Gelechia_turpella,,,,,,,,
Terrestrial,Invertebrates,Gelechiidae_sp,,,,,,,,
Terrestrial,Invertebrates,Geometrid_sp,,,,,,,,
Terrestrial,Invertebrates,Geometridae_sp,,,,,,,,
Terrestrial,Invertebrates,Geophilomorpha_sp,,,,,,,,
Terrestrial,Invertebrates,Geotrupidae_NA,,,,,,,,
Terrestrial,Invertebrates,Gerosis_phisara,,,,,,,,
Terrestrial,Invertebrates,Glaucopsyche_alexis,,,,,,,,
Terrestrial,Invertebrates,Glenea_relicta,,,,,,,,
Terrestrial,Invertebrates,Glischrochilus_quadripunctatus,,,,,,,,
Terrestrial,Invertebrates,Gluphisia_septentrionis,,,,,,,,
Terrestrial,Invertebrates,Gluphisia_severa,,,,,,,,
Terrestrial,Invertebrates,Glyphipterix_simplicella,,,,,,,,
Terrestrial,Invertebrates,Gnypeta_carbonaria,,,,,,,,
Terrestrial,Invertebrates,Gonepteryx_cleopatra,,,,,,,,
Terrestrial,Invertebrates,Gonepteryx_rhamni,,,,,,,,
Terrestrial,Invertebrates,Gonocephalum_sp,,,,,,,,
Terrestrial,Invertebrates,Gracillaria_syringella,,,,,,,,
Terrestrial,Invertebrates,Grammia_ornata,,,,,,,,
Terrestrial,Invertebrates,Graphiphora_augur,,,,,,,,
Terrestrial,Invertebrates,Graphiphora_haruspica,,,,,,,,
Terrestrial,Invertebrates,Graphium_agamemnon,,,,,,,,
Terrestrial,Invertebrates,Graphium_antiphates,,,,,,,,
Terrestrial,Invertebrates,Graphium_chironides,,,,,,,,
Terrestrial,Invertebrates,Graphium_doson,,,,,,,,
Terrestrial,Invertebrates,Graphium_sarpedon,,,,,,,,
Terrestrial,Invertebrates,Gravitarmata_margarotana,,,,,,,,
Terrestrial,Invertebrates,Gryllidae_NA,,,,,,,,
Terrestrial,Invertebrates,Gryllidae_sp,,,,,,,,
Terrestrial,Invertebrates,Gryllinae_sp1,,,,,,,,
Terrestrial,Invertebrates,Gryllinae_sp2,,,,,,,,
Terrestrial,Invertebrates,Gryllus_undet,,,,,,,,
Terrestrial,Invertebrates,Gymnoscelis_rufifasciata,,,,,,,,
Terrestrial,Invertebrates,Gypsonoma_aceriana,,,,,,,,
Terrestrial,Invertebrates,Gypsonoma_dealbana,,,,,,,,
Terrestrial,Invertebrates,Gypsonoma_minutana,,,,,,,,
Terrestrial,Invertebrates,Gypsonoma_oppressana,,,,,,,,
Terrestrial,Invertebrates,Gypsonoma_sociana,,,,,,,,
Terrestrial,Invertebrates,Gyrinus_caspius,,,,,,,,
Terrestrial,Invertebrates,Gyrinus_paykulli,,,,,,,,
Terrestrial,Invertebrates,Gyrinus_substriatus,,,,,,,,
Terrestrial,Invertebrates,Habrosyne_pyritoides,,,,,,,,
Terrestrial,Invertebrates,Habrosyne_scripta,,,,,,,,
Terrestrial,Invertebrates,Hada_plebeja,,,,,,,,
Terrestrial,Invertebrates,Hadena_bicruris,,,,,,,,
Terrestrial,Invertebrates,Hadena_compta,,,,,,,,
Terrestrial,Invertebrates,Hadena_confusa,,,,,,,,
Terrestrial,Invertebrates,Hadena_perplexa,,,,,,,,
Terrestrial,Invertebrates,Hadena_rivularis,,,,,,,,
Terrestrial,Invertebrates,Hadreule_elongatulum,,,,,,,,
Terrestrial,Invertebrates,Hadrobregmus_pertinax,,,,,,,,
Terrestrial,Invertebrates,Hadrotettix_trifasciatus,,,,,,,,
Terrestrial,Invertebrates,Hahnia_emesti,,,,,,,,
Terrestrial,Invertebrates,Haliplus_immaculatus,,,,,,,,
Terrestrial,Invertebrates,Hallomenus_binotatus,,,,,,,,
Terrestrial,Invertebrates,Halpe_frontieri,,,,,,,,
Terrestrial,Invertebrates,Halyzia_sedecimpunctata,,,,,,,,
Terrestrial,Invertebrates,Hamearis_lucina,,,,,,,,
Terrestrial,Invertebrates,Haploglossa_villosula,,,,,,,,
Terrestrial,Invertebrates,Harmonia_axyridis,,,,,,,,
Terrestrial,Invertebrates,Harmonia_quadripunctata,,,,,,,,
Terrestrial,Invertebrates,Harpalus_calceatus,,,,,,,,
Terrestrial,Invertebrates,Harpalus_griseus,,,,,,,,
Terrestrial,Invertebrates,Harpalus_laevipes,,,,,,,,
Terrestrial,Invertebrates,Harpalus_rufipes,,,,,,,,
Terrestrial,Invertebrates,Harpalus_smaragdinus,,,,,,,,
Terrestrial,Invertebrates,Harpalus_ussuriensis,,,,,,,,
Terrestrial,Invertebrates,Harpella_forficlla,,,,,,,,
Terrestrial,Invertebrates,Hasora_anura,,,,,,,,
Terrestrial,Invertebrates,Hasora_badra,,,,,,,,
Terrestrial,Invertebrates,Hasora_etelka,,,,,,,,
Terrestrial,Invertebrates,Hasora_sp,,,,,,,,
Terrestrial,Invertebrates,Hasora_vitta,,,,,,,,
Terrestrial,Invertebrates,Hebomoia_glaucippe,,,,,,,,
Terrestrial,Invertebrates,Hecatera_bicolorata,,,,,,,,
Terrestrial,Invertebrates,Hecatera_dysodea,,,,,,,,
Terrestrial,Invertebrates,Hecatera_sutrina,,,,,,,,
Terrestrial,Invertebrates,Hedobia_imperialis,,,,,,,,
Terrestrial,Invertebrates,Hedya_nubiferana,,,,,,,,
Terrestrial,Invertebrates,Hedya_ochroleucana,,,,,,,,
Terrestrial,Invertebrates,Hedya_salicella,,,,,,,,
Terrestrial,Invertebrates,Helcystogramma_lutatella,,,,,,,,
Terrestrial,Invertebrates,Helicoverpa_armigera,,,,,,,,
Terrestrial,Invertebrates,Heliophobus_reticulata,,,,,,,,
Terrestrial,Invertebrates,Heliophorus_epides,,,,,,,,
Terrestrial,Invertebrates,Heliophorus_ila,,,,,,,,
Terrestrial,Invertebrates,Heliothis_phloxiphaga,,,,,,,,
Terrestrial,Invertebrates,Heliothis_phloxiphagus,,,,,,,,
Terrestrial,Invertebrates,Heliothis_viriplaca,,,,,,,,
Terrestrial,Invertebrates,Heliothis_zea,,,,,,,,
Terrestrial,Invertebrates,Heliozela_sericiella,,,,,,,,
Terrestrial,Invertebrates,Helophorus_aequalis,,,,,,,,
Terrestrial,Invertebrates,Helophorus_aquaticus,,,,,,,,
Terrestrial,Invertebrates,Helophorus_brevipalpis,,,,,,,,
Terrestrial,Invertebrates,Helophorus_grandis,,,,,,,,
Terrestrial,Invertebrates,Helophorus_griseus,,,,,,,,
Terrestrial,Invertebrates,Helophorus_minutus,,,,,,,,
Terrestrial,Invertebrates,Hemaris_fuciformis,,,,,,,,
Terrestrial,Invertebrates,Hemeroplanis_finitima,,,,,,,,
Terrestrial,Invertebrates,Hemiblabera_brunneri,,,,,,,,
Terrestrial,Invertebrates,Hemiblabera_sp,,,,,,,,
Terrestrial,Invertebrates,Hemigraphiphora_plebeia,,,,,,,,
Terrestrial,Invertebrates,Hemihyalea_edwardsii,,,,,,,,
Terrestrial,Invertebrates,Hemithea_aestivaria,,,,,,,,
Terrestrial,Invertebrates,Henotiderus_centromaculatus,,,,,,,,
Terrestrial,Invertebrates,Hepialus_hectoides,,,,,,,,
Terrestrial,Invertebrates,Hepialus_lupulina,,,,,,,,
Terrestrial,Invertebrates,Hepialus_mathewi,,,,,,,,
Terrestrial,Invertebrates,Hepialus_sylvina,,,,,,,,
Terrestrial,Invertebrates,Heptophylla_picea,,,,,,,,
Terrestrial,Invertebrates,Herminia_grisealis,,,,,,,,
Terrestrial,Invertebrates,Herpetogramma_pertextalis,,,,,,,,
Terrestrial,Invertebrates,Hesperia_comma,,,,,,,,
Terrestrial,Invertebrates,Hesperotettix_sp,,,,,,,,
Terrestrial,Invertebrates,Hesperotettix_speciosus,,,,,,,,
Terrestrial,Invertebrates,Hesperotettix_viridis,,,,,,,,
Terrestrial,Invertebrates,Hesperotettix_viridis-pratensis,,,,,,,,
Terrestrial,Invertebrates,Hesperumia_latipennis,,,,,,,,
Terrestrial,Invertebrates,Hesperumia_sulphuraria,,,,,,,,
Terrestrial,Invertebrates,Hesperus_tiro,,,,,,,,
Terrestrial,Invertebrates,Hestina_nama,,,,,,,,
Terrestrial,Invertebrates,Hetaerius_optatus,,,,,,,,
Terrestrial,Invertebrates,Heterocerus_fenestratus,,,,,,,,
Terrestrial,Invertebrates,Heterocerus_fusculus,,,,,,,,
Terrestrial,Invertebrates,Heterocerus_hispidulus,,,,,,,,
Terrestrial,Invertebrates,Heterocerus_intermedius,,,,,,,,
Terrestrial,Invertebrates,Heterocerus_obsoletus,,,,,,,,
Terrestrial,Invertebrates,Hibana_sp,,,,,,,,
Terrestrial,Invertebrates,Hipparchia_aristaeus,,,,,,,,
Terrestrial,Invertebrates,Hipparchia_neomiris,,,,,,,,
Terrestrial,Invertebrates,Hipparchia_semele,,,,,,,,
Terrestrial,Invertebrates,Hipparchia_statilinus,,,,,,,,
Terrestrial,Invertebrates,Hippiscus_rugosus,,,,,,,,
Terrestrial,Invertebrates,Hippodamia_convergens,,,,,,,,
Terrestrial,Invertebrates,Hippodamia_glacialis,,,,,,,,
Terrestrial,Invertebrates,Hippodamia_parenthesis,,,,,,,,
Terrestrial,Invertebrates,Hippodamia_tredecimpunctata,,,,,,,,
Terrestrial,Invertebrates,Hippodamia_variegata,,,,,,,,
Terrestrial,Invertebrates,Hippopedon_capito,,,,,,,,
Terrestrial,Invertebrates,Histeridae_NA,,,,,,,,
Terrestrial,Invertebrates,Hofmannophila_pseudospretella,,,,,,,,
Terrestrial,Invertebrates,Holostrophus_lewisi,,,,,,,,
Terrestrial,Invertebrates,Holotrichia_picea,,,,,,,,
Terrestrial,Invertebrates,Homalota_plana,,,,,,,,
Terrestrial,Invertebrates,Homalota_sp,,,,,,,,
Terrestrial,Invertebrates,Homoeosoma_nebulella,,,,,,,,
Terrestrial,Invertebrates,Homoglaea_dives,,,,,,,,
Terrestrial,Invertebrates,Homoptera_sp1,,,,,,,,
Terrestrial,Invertebrates,Homoptera_sp2,,,,,,,,
Terrestrial,Invertebrates,Homorthodes_communis,,,,,,,,
Terrestrial,Invertebrates,Homorthodes_discreta,,,,,,,,
Terrestrial,Invertebrates,Homorthodes_furfurata,,,,,,,,
Terrestrial,Invertebrates,Homorthodes_hanhami,,,,,,,,
Terrestrial,Invertebrates,Homorthodes_sp,,,,,,,,
Terrestrial,Invertebrates,Hoplodrina_ambigua,,,,,,,,
Terrestrial,Invertebrates,Hoplodrina_blanda,,,,,,,,
Terrestrial,Invertebrates,Hoplodrina_octogenaria,,,,,,,,
Terrestrial,Invertebrates,Hyalophora_euryalus,,,,,,,,
Terrestrial,Invertebrates,Hyblaeidae_sp,,,,,,,,
Terrestrial,Invertebrates,Hydrachnidiae_sp1,,,,,,,,
Terrestrial,Invertebrates,Hydrachnidiae_sp2,,,,,,,,
Terrestrial,Invertebrates,Hydraecia_medialis,,,,,,,,
Terrestrial,Invertebrates,Hydraecia_micacea,,,,,,,,
Terrestrial,Invertebrates,Hydraecia_petasitis,,,,,,,,
Terrestrial,Invertebrates,Hydrelia_flammeolaria,,,,,,,,
Terrestrial,Invertebrates,Hydria_undulata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_edenata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_furcata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_impluviata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_irata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_manzanita,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_marinata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_perfracta,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_renunciata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_ruberata,,,,,,,,
Terrestrial,Invertebrates,Hydriomena_speciosata,,,,,,,,
Terrestrial,Invertebrates,Hydrobius_fuscipes,,,,,,,,
Terrestrial,Invertebrates,Hydroglyphus_geminus,,,,,,,,
Terrestrial,Invertebrates,Hydrophilidae_sp,,,,,,,,
Terrestrial,Invertebrates,Hydroporus_angustatus,,,,,,,,
Terrestrial,Invertebrates,Hydroporus_palustris,,,,,,,,
Terrestrial,Invertebrates,Hydroporus_tristis,,,,,,,,
Terrestrial,Invertebrates,Hydropsychidae_sp,,,,,,,,
Terrestrial,Invertebrates,Hygrotus_decoratus,,,,,,,,
Terrestrial,Invertebrates,Hygrotus_impressopunctatus,,,,,,,,
Terrestrial,Invertebrates,Hygrotus_inaequalis,,,,,,,,
Terrestrial,Invertebrates,Hylaea_fasciaria,,,,,,,,
Terrestrial,Invertebrates,Hylastes_attenuatus,,,,,,,,
Terrestrial,Invertebrates,Hylastes_cunicularius,,,,,,,,
Terrestrial,Invertebrates,Hylecoetus_dermestoides,,,,,,,,
Terrestrial,Invertebrates,Hyles_euphorbiae,,,,,,,,
Terrestrial,Invertebrates,Hyles_gallii,,,,,,,,
Terrestrial,Invertebrates,Hyles_lineata,,,,,,,,
Terrestrial,Invertebrates,Hylesinus_fraxini,,,,,,,,
Terrestrial,Invertebrates,Hylobius_abietis,,,,,,,,
Terrestrial,Invertebrates,Hylobius_ezoensis,,,,,,,,
Terrestrial,Invertebrates,Hylobius_haroldi,,,,,,,,
Terrestrial,Invertebrates,Hylobius_piceus,,,,,,,,
Terrestrial,Invertebrates,Hyloicus_pinastri,,,,,,,,
Terrestrial,Invertebrates,Hylurgops_glabratus,,,,,,,,
Terrestrial,Invertebrates,Hylurgops_palliatus,,,,,,,,
Terrestrial,Invertebrates,Hymenalia_unicolor,,,,,,,,
Terrestrial,Invertebrates,Hypagyrtis_unipunctata,,,,,,,,
Terrestrial,Invertebrates,Hypatima_rhomboidella,,,,,,,,
Terrestrial,Invertebrates,Hypena_humuli,,,,,,,,
Terrestrial,Invertebrates,Hypena_proboscidalis,,,,,,,,
Terrestrial,Invertebrates,Hypena_rostralis,,,,,,,,
Terrestrial,Invertebrates,Hypenodes_humidalis,,,,,,,,
Terrestrial,Invertebrates,Hypochlora_alba,,,,,,,,
Terrestrial,Invertebrates,Hypolimnas_bolina,,,,,,,,
Terrestrial,Invertebrates,Hypomecis_punctinalis,,,,,,,,
Terrestrial,Invertebrates,Hypomecis_roboraria,,,,,,,,
Terrestrial,Invertebrates,Hyppa_brunneicrista,,,,,,,,
Terrestrial,Invertebrates,Hyppa_indistincta,,,,,,,,
Terrestrial,Invertebrates,Hyppa_rectilinea,,,,,,,,
Terrestrial,Invertebrates,Hyppa_xylinoides,,,,,,,,
Terrestrial,Invertebrates,Hypsopygia_costalis,,,,,,,,
Terrestrial,Invertebrates,IAMbrix_salsala,,,,,,,,
Terrestrial,Invertebrates,Idaea_aversata,,,,,,,,
Terrestrial,Invertebrates,Idaea_biselata,,,,,,,,
Terrestrial,Invertebrates,Idaea_demissaria,,,,,,,,
Terrestrial,Invertebrates,Idaea_dimidiata,,,,,,,,
Terrestrial,Invertebrates,Idaea_fuscovenosa,,,,,,,,
Terrestrial,Invertebrates,Idaea_seriata,,,,,,,,
Terrestrial,Invertebrates,Ideobisium_puertoricense,,,,,,,,
Terrestrial,Invertebrates,Ideopsis_similis,,,,,,,,
Terrestrial,Invertebrates,Idia_aemula,,,,,,,,
Terrestrial,Invertebrates,Idia_americalis,,,,,,,,
Terrestrial,Invertebrates,Ilybius_aenescens,,,,,,,,
Terrestrial,Invertebrates,Ilybius_ater,,,,,,,,
Terrestrial,Invertebrates,Ilybius_fuliginosus,,,,,,,,
Terrestrial,Invertebrates,Ilybius_guttiger,,,,,,,,
Terrestrial,Invertebrates,Ilybius_quadriguttatus,,,,,,,,
Terrestrial,Invertebrates,Ilybius_subaeneus,,,,,,,,
Terrestrial,Invertebrates,Inachis_io,,,,,,,,
Terrestrial,Invertebrates,Incurvaria_masculella,,,,,,,,
Terrestrial,Invertebrates,Ionalyce_helicon,,,,,,,,
Terrestrial,Invertebrates,Ipelates_curtus,,,,,,,,
Terrestrial,Invertebrates,Iphiclides_podalirius,,,,,,,,
Terrestrial,Invertebrates,Ipidia_binotata,,,,,,,,
Terrestrial,Invertebrates,Ipimorpha_nanaimo,,,,,,,,
Terrestrial,Invertebrates,Ipimorpha_subtusa,,,,,,,,
Terrestrial,Invertebrates,Ips_amitinus,,,,,,,,
Terrestrial,Invertebrates,Ips_typographus,,,,,,,,
Terrestrial,Invertebrates,Iridopsis_emasculata,,,,,,,,
Terrestrial,Invertebrates,Ischnocolus_culebrae,,,,,,,,
Terrestrial,Invertebrates,Ischnosoma_sp,,,,,,,,
Terrestrial,Invertebrates,Isophrictis_striatella,,,,,,,,
Terrestrial,Invertebrates,Isopoda_sp1,,,,,,,,
Terrestrial,Invertebrates,Isopoda_sp2,,,,,,,,
Terrestrial,Invertebrates,Isopoda_sp3,,,,,,,,
Terrestrial,Invertebrates,Isopoda_sp4,,,,,,,,
Terrestrial,Invertebrates,Isopoda_sp5,,,,,,,,
Terrestrial,Invertebrates,Isoteinon_lamprospilus,,,,,,,,
Terrestrial,Invertebrates,Issidae_sp,,,,,,,,
Terrestrial,Invertebrates,Issoria_lathonia,,,,,,,,
Terrestrial,Invertebrates,Itame_bitactata,,,,,,,,
Terrestrial,Invertebrates,Itame_brunneata,,,,,,,,
Terrestrial,Invertebrates,Itame_confederata,,,,,,,,
Terrestrial,Invertebrates,Itame_decorata,,,,,,,,
Terrestrial,Invertebrates,Itame_plumosata,,,,,,,,
Terrestrial,Invertebrates,Itame_quadrilinearia,,,,,,,,
Terrestrial,Invertebrates,Itame_sp,,,,,,,,
Terrestrial,Invertebrates,Ixias_pyrene,,,,,,,,
Terrestrial,Invertebrates,Jamides_alecto,,,,,,,,
Terrestrial,Invertebrates,Jamides_bochus,,,,,,,,
Terrestrial,Invertebrates,Jamides_celeno,,,,,,,,
Terrestrial,Invertebrates,Japonica_lutea,,,,,,,,
Terrestrial,Invertebrates,Judolia_sexmaculata,,,,,,,,
Terrestrial,Invertebrates,Julida_sp,,,,,,,,
Terrestrial,Invertebrates,Junonia_almana,,,,,,,,
Terrestrial,Invertebrates,Junonia_atlites,,,,,,,,
Terrestrial,Invertebrates,Junonia_hierta1,,,,,,,,
Terrestrial,Invertebrates,Junonia_lemonias,,,,,,,,
Terrestrial,Invertebrates,Junonia_orythia,,,,,,,,
Terrestrial,Invertebrates,Kalima_inachus,,,,,,,,
Terrestrial,Invertebrates,Kanisca_canace,,,,,,,,
Terrestrial,Invertebrates,Kaniska_canace,,,,,,,,
Terrestrial,Invertebrates,Kateretes_rufilabris,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_lilacina,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_liquida,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_lutra,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_nevadae,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_oleracea,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_radix,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_suasa,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_subjuncta,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_tacoma,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_thalassina,,,,,,,,
Terrestrial,Invertebrates,Lacanobia_w-latinum,,,,,,,,
Terrestrial,Invertebrates,Laccobius_biguttatus,,,,,,,,
Terrestrial,Invertebrates,Laccophilus_minutus,,,,,,,,
Terrestrial,Invertebrates,Lacewing_NA,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_cuneata,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_davena,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_illaudabilis,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_olivacea,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_patalis,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_pensilis,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_rectilinea,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_sp,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_stricta,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_strigicollis,,,,,,,,
Terrestrial,Invertebrates,Lacinipolia_vicina,,,,,,,,
Terrestrial,Invertebrates,Ladoga_camilla,,,,,,,,
Terrestrial,Invertebrates,Laena_rotundicollis,,,,,,,,
Terrestrial,Invertebrates,Lagria_hirta,,,,,,,,
Terrestrial,Invertebrates,Lagria_rufipennis,,,,,,,,
Terrestrial,Invertebrates,Lambdina_fiscellaria,,,,,,,,
Terrestrial,Invertebrates,Lamellaxis_gracilis,,,,,,,,
Terrestrial,Invertebrates,Lampides_boeticus,,,,,,,,
Terrestrial,Invertebrates,Lamponius_portoricensis,,,,,,,,
Terrestrial,Invertebrates,Lampronia_morosa,,,,,,,,
Terrestrial,Invertebrates,Lamproptera_curius,,,,,,,,
Terrestrial,Invertebrates,Lamproptera_meges,,,,,,,,
Terrestrial,Invertebrates,Lampyrid_NA,,,,,,,,
Terrestrial,Invertebrates,Lampyridae_NA,,,,,,,,
Terrestrial,Invertebrates,Laothoe_populi,,,,,,,,
Terrestrial,Invertebrates,Larentia_clavaria,,,,,,,,
Terrestrial,Invertebrates,Lasiodactylus_picta,,,,,,,,
Terrestrial,Invertebrates,Lasiommata_megera,,,,,,,,
Terrestrial,Invertebrates,Lasionycta_perplexa,,,,,,,,
Terrestrial,Invertebrates,Laspeyria_flexula,,,,,,,,
Terrestrial,Invertebrates,Lathrobium_elongatum,,,,,,,,
Terrestrial,Invertebrates,Lathrobium_fulvipenne,,,,,,,,
Terrestrial,Invertebrates,Lathrobium_rufonitidus,,,,,,,,
Terrestrial,Invertebrates,Lathrobium_sp,,,,,,,,
Terrestrial,Invertebrates,Lathrobium_terminatus,,,,,,,,
Terrestrial,Invertebrates,Lathronympha_strigana,,,,,,,,
Terrestrial,Invertebrates,Latridius_hirtus,,,,,,,,
Terrestrial,Invertebrates,Lebia_bifenestrata,,,,,,,,
Terrestrial,Invertebrates,Lederina_sp,,,,,,,,
Terrestrial,Invertebrates,Leididae_sp1,,,,,,,,
Terrestrial,Invertebrates,Leididae_sp2,,,,,,,,
Terrestrial,Invertebrates,Leididae_sp3,,,,,,,,
Terrestrial,Invertebrates,Leiodes_polita,,,,,,,,
Terrestrial,Invertebrates,Leiodes_rufipennis,,,,,,,,
Terrestrial,Invertebrates,Leiodinae_NA,,,,,,,,
Terrestrial,Invertebrates,Leistus_crassus,,,,,,,,
Terrestrial,Invertebrates,Leistus_niger,,,,,,,,
Terrestrial,Invertebrates,Leistus_obtusicollis,,,,,,,,
Terrestrial,Invertebrates,Leistus_subaeneus,,,,,,,,
Terrestrial,Invertebrates,Leperisinus_fraxini,,,,,,,,
Terrestrial,Invertebrates,Lepidopsocoidae_sp,,,,,,,,
Terrestrial,Invertebrates,Lepidoptera_NA,,,,,,,,
Terrestrial,Invertebrates,Lepidoptera_sp,,,,,,,,
Terrestrial,Invertebrates,Leprus_intermedius,,,,,,,,
Terrestrial,Invertebrates,Leptidea_sinapis,,,,,,,,
Terrestrial,Invertebrates,Leptidea_sinapsis,,,,,,,,
Terrestrial,Invertebrates,Leptotes_pirithous,,,,,,,,
Terrestrial,Invertebrates,Leptura_ochraceofasciata,,,,,,,,
Terrestrial,Invertebrates,Lepturobosca_virens,,,,,,,,
Terrestrial,Invertebrates,Leptusa_fumida,,,,,,,,
Terrestrial,Invertebrates,Leptusa_pulchella,,,,,,,,
Terrestrial,Invertebrates,Leptusa_sp,,,,,,,,
Terrestrial,Invertebrates,Lethe_callipteris,,,,,,,,
Terrestrial,Invertebrates,Lethe_chandica,,,,,,,,
Terrestrial,Invertebrates,Lethe_confusa,,,,,,,,
Terrestrial,Invertebrates,Lethe_diana,,,,,,,,
Terrestrial,Invertebrates,Lethe_gemina,,,,,,,,
Terrestrial,Invertebrates,Lethe_insana,,,,,,,,
Terrestrial,Invertebrates,Lethe_kansa,,,,,,,,
Terrestrial,Invertebrates,Lethe_mekara,,,,,,,,
Terrestrial,Invertebrates,Lethe_naga,,,,,,,,
Terrestrial,Invertebrates,Lethe_rohria,,,,,,,,
Terrestrial,Invertebrates,Lethe_sinorix,,,,,,,,
Terrestrial,Invertebrates,Lethe_syrcis,,,,,,,,
Terrestrial,Invertebrates,Lethe_verma,,,,,,,,
Terrestrial,Invertebrates,Lethe_vindhya,,,,,,,,
Terrestrial,Invertebrates,Leucania_anteoclara,,,,,,,,
Terrestrial,Invertebrates,Leucania_farcta,,,,,,,,
Terrestrial,Invertebrates,Leucania_insueta,,,,,,,,
Terrestrial,Invertebrates,Leucauge_regneyi,,,,,,,,
Terrestrial,Invertebrates,Leucoma_salicis,,,,,,,,
Terrestrial,Invertebrates,Leucoptera_laburnella,,,,,,,,
Terrestrial,Invertebrates,Leucospilapteryx_omissella,,,,,,,,
Terrestrial,Invertebrates,Lexias_pardalis,,,,,,,,
Terrestrial,Invertebrates,Liatongus_minutus,,,,,,,,
Terrestrial,Invertebrates,Libythea_celtis,,,,,,,,
Terrestrial,Invertebrates,Libythea_myrrha,,,,,,,,
Terrestrial,Invertebrates,Ligdia_adustata,,,,,,,,
Terrestrial,Invertebrates,Ligurotettix_planum,,,,,,,,
Terrestrial,Invertebrates,Limenitis_camilla,,,,,,,,
