"rarefyID","x","y","start","end"
"163_105845",-145.5,59.37,1995,1999
"163_105852",-144.83,59.94,1994,1998
"163_106577",-145.16,59.56,1993,2004
"163_107305",-145.16,59.37,1993,2004
"163_107312",-144.5,59.94,1994,1997
"163_108037",-144.83,59.56,1995,2003
"163_108765",-144.83,59.37,1995,2001
"163_108768",-144.5,59.56,1995,2004
"163_10940",-167.16,57.52,1994,2003
"163_10942",-166.83,57.7,1993,2004
"163_10948",-166.5,58.25,1995,2004
"163_110228",-144.16,59.56,1995,2004
"163_111688",-143.83,59.56,1993,1997
"163_113148",-143.5,59.56,1993,1999
"163_114608",-143.16,59.56,1993,2004
"163_116068",-142.83,59.56,1993,2004
"163_11668",-167.16,57.34,1993,2003
"163_11670",-166.83,57.52,1993,2003
"163_11674",-166.5,57.88,1993,2004
"163_11676",-166.5,58.06,1993,2004
"163_117528",-142.5,59.56,1993,2004
"163_120444",-142.16,59.18,2000,2004
"163_121904",-141.83,59.18,1994,2004
"163_123364",-141.5,59.18,1993,2004
"163_12395",-167.16,57.16,1993,2004
"163_12402",-166.5,57.7,1993,2004
"163_124093",-141.5,58.99,1995,2004
"163_125553",-141.16,58.99,1993,2004
"163_126281",-141.16,58.8,1996,1999
"163_13127",-166.83,57.34,1993,2004
"163_13130",-166.5,57.52,1993,2004
"163_13134",-166.16,57.88,1993,2004
"163_13135",-166.16,58.06,1994,2004
"163_13137",-166.16,58.25,1994,2003
"163_131389",-140.16,58.61,1996,1999
"163_13139",-166.16,58.43,1994,1998
"163_134307",-139.83,58.43,1995,2001
"163_135038",-139.5,58.43,1995,2004
"163_13855",-166.83,57.16,1993,2004
"163_13861",-166.16,57.7,1993,2004
"163_144523",-137.83,57.88,1995,2004
"163_14583",-166.83,56.98,1993,2004
"163_14587",-166.5,57.34,1993,2004
"163_14589",-166.16,57.52,1993,2004
"163_14593",-165.83,57.88,1993,2004
"163_14595",-165.83,58.06,1993,2004
"163_145983",-137.5,57.88,2001,2004
"163_1461",-168.5,58.25,1993,2004
"163_147443",-137.16,57.88,1994,2004
"163_148901",-137.16,57.7,1995,2004
"163_148904",-136.83,57.88,1995,2004
"163_149632",-136.83,57.7,1995,2004
"163_151092",-136.5,57.7,1999,2003
"163_152550",-136.5,57.52,1996,2004
"163_15315",-166.5,57.16,1993,2004
"163_15321",-165.83,57.7,1993,2004
"163_153278",-136.5,57.34,1996,2004
"163_155466",-136.16,57.16,1997,2003
"163_156924",-136.16,56.98,1996,1998
"163_157652",-136.16,56.81,1996,2004
"163_16040",-166.83,56.81,1994,2004
"163_16042",-166.5,56.98,1993,2004
"163_16047",-166.16,57.34,1993,2004
"163_16049",-165.83,57.52,1993,2004
"163_16055",-165.5,58.06,1993,2004
"163_16058",-165.5,58.43,1994,1996
"163_16060",-165.5,58.61,1996,2002
"163_16068",-165.16,59.37,1993,2004
"163_161299",-135.83,56.45,1995,2001
"163_163487",-135.5,56.28,1995,2004
"163_164215",-135.5,56.11,1995,2004
"163_165673",-135.5,55.93,2001,2003
"163_16774",-166.16,57.16,1993,2004
"163_16781",-165.5,57.7,1993,2004
"163_16782",-165.5,57.88,1993,2004
"163_17500",-166.5,56.81,1993,2004
"163_17502",-166.16,56.98,1993,2004
"163_17506",-165.83,57.34,1993,2004
"163_17509",-165.5,57.52,1993,2004
"163_17516",-165.16,58.25,1994,2002
"163_17520",-165.16,58.61,1996,2002
"163_17527",-164.83,59.37,1993,2004
"163_17529",-164.83,59.56,1993,2004
"163_18228",-166.5,56.63,1993,2004
"163_18230",-166.16,56.81,1993,2004
"163_18234",-165.83,57.16,1993,2004
"163_18240",-165.16,57.7,1993,2004
"163_18242",-165.16,57.88,1993,2004
"163_18244",-165.16,58.06,1995,2004
"163_18253",-164.83,58.99,1993,2003
"163_18255",-164.83,59.18,1993,2004
"163_18261",-164.5,59.75,1993,2004
"163_18962",-165.83,56.98,1993,2004
"163_18966",-165.5,57.34,1993,2004
"163_18968",-165.16,57.52,1993,2004
"163_18979",-164.83,58.61,1994,2003
"163_18981",-164.83,58.8,1994,2003
"163_18987",-164.5,59.37,1993,2004
"163_18989",-164.5,59.56,1993,2004
"163_19687",-166.16,56.63,1993,2004
"163_19694",-165.5,57.16,1993,2004
"163_19696",-165.16,57.34,1993,2004
"163_19700",-164.83,57.7,1998,2004
"163_19702",-164.83,57.88,1999,2001
"163_19703",-164.83,58.06,1995,2004
"163_19705",-164.83,58.25,1994,2002
"163_19707",-164.83,58.43,1994,2003
"163_19713",-164.5,58.99,1993,2003
"163_19715",-164.5,59.18,1993,2004
"163_20415",-166.16,56.45,1993,2004
"163_20419",-165.83,56.81,1993,2004
"163_20421",-165.5,56.98,1993,2004
"163_20428",-164.83,57.52,1993,2004
"163_20439",-164.5,58.61,1994,2003
"163_20441",-164.5,58.8,1993,1997
"163_20448",-164.16,59.56,1993,2004
"163_20450",-164.16,59.75,1993,2004
"163_21143",-166.16,56.28,1993,2004
"163_21147",-165.83,56.63,1993,2004
"163_21149",-165.5,56.81,1993,2004
"163_21153",-165.16,57.16,1993,2004
"163_21156",-164.83,57.34,1993,2004
"163_21163",-164.5,58.06,1995,2002
"163_21165",-164.5,58.25,1994,2003
"163_21167",-164.5,58.43,1994,2003
"163_21174",-164.16,59.18,1993,2004
"163_21176",-164.16,59.37,1993,2004
"163_21875",-165.83,56.45,1993,2004
"163_21881",-165.16,56.98,1993,2004
"163_21887",-164.5,57.52,1993,2004
"163_21889",-164.5,57.7,1999,2004
"163_2189",-168.5,58.06,1993,2003
"163_21891",-164.5,57.88,1999,2001
"163_21900",-164.16,58.8,1993,2003
"163_21902",-164.16,58.99,1993,2004
"163_21908",-163.83,59.56,1993,2004
"163_2197",-168.16,58.8,1993,1996
"163_22603",-165.83,56.28,1993,2004
"163_22607",-165.5,56.63,1993,2004
"163_22609",-165.16,56.81,1993,2004
"163_22613",-164.83,57.16,1993,2004
"163_22615",-164.5,57.34,1993,2004
"163_22625",-164.16,58.25,1994,2003
"163_22626",-164.16,58.43,1994,2003
"163_22628",-164.16,58.61,1994,2003
"163_22634",-163.83,59.18,1993,2004
"163_22636",-163.83,59.37,1993,2004
"163_23334",-165.5,56.45,1993,2004
"163_23341",-164.83,56.98,1993,2004
"163_23343",-164.5,57.16,1993,2004
"163_23347",-164.16,57.52,1999,2004
"163_23349",-164.16,57.7,1996,2001
"163_23351",-164.16,57.88,1999,2001
"163_23352",-164.16,58.06,1995,2002
"163_23360",-163.83,58.8,1993,2003
"163_23362",-163.83,58.99,1993,2004
"163_24060",-165.83,56.11,1993,2004
"163_24062",-165.5,56.28,1993,2004
"163_24066",-165.16,56.63,1993,2004
"163_24069",-164.83,56.81,1993,2004
"163_24075",-164.16,57.34,1994,2004
"163_24084",-163.83,58.25,1995,2003
"163_24086",-163.83,58.43,1994,2003
"163_24088",-163.83,58.61,1994,2003
"163_24788",-165.83,55.93,1993,2004
"163_24790",-165.5,56.11,1993,2004
"163_24794",-165.16,56.45,1993,2004
"163_24800",-164.5,56.98,1993,2004
"163_24810",-163.83,57.88,1997,2001
"163_24812",-163.83,58.06,1996,2003
"163_24821",-163.5,58.99,1993,2004
"163_24823",-163.5,59.18,1993,2004
"163_25522",-165.16,56.28,1993,2004
"163_25526",-164.83,56.63,1993,2004
"163_25528",-164.5,56.81,1993,2004
"163_25532",-164.16,57.16,1993,2004
"163_25535",-163.83,57.34,1993,2004
"163_25538",-163.83,57.7,1996,2001
"163_25546",-163.5,58.43,1994,2003
"163_25547",-163.5,58.61,1994,2003
"163_25549",-163.5,58.8,1993,2002
"163_2595809",170.83,52.94,1999,2003
"163_2602379",172.16,52.94,1993,2002
"163_2603107",172.16,52.78,1993,2002
"163_2603839",172.5,52.94,1993,2001
"163_2605301",172.83,53.1,1993,2002
"163_2605388",-178.83,60.72,1993,2004
"163_2606025",172.83,52.62,1993,2001
"163_2606031",173.16,53.1,1993,2002
"163_2606117",-178.83,60.52,1993,2004
"163_2606759",173.16,52.94,1993,2002
"163_2606842",-179.16,60.13,1995,2003
"163_2606849",-178.5,60.72,1993,2004
"163_2607485",173.16,52.62,1993,2002
"163_2607574",-178.83,60.33,1993,2003
"163_2607577",-178.5,60.52,1993,2004
"163_2608212",173.16,52.46,1993,2001
"163_2608219",173.5,52.94,1993,2002
"163_2608302",-178.83,60.13,1993,2004
"163_2608305",-178.5,60.33,1993,2004
"163_2608309",-178.16,60.72,1994,2004
"163_2608940",173.16,52.3,1993,2003
"163_2608944",173.5,52.62,1993,2001
"163_2608946",173.5,52.78,1993,2002
"163_2609030",-178.83,59.94,1993,2004
"163_2609037",-178.16,60.52,1993,2004
"163_2609672",173.5,52.46,1993,2001
"163_2609762",-178.5,60.13,1993,2004
"163_2609765",-178.16,60.33,1993,2004
"163_2610398",173.5,52.14,2000,2003
"163_2610400",173.5,52.3,1993,2003
"163_2610404",173.83,52.62,2001,2004
"163_2610406",173.83,52.78,1993,2004
"163_2610488",-178.83,59.75,1993,2004
"163_2610491",-178.5,59.94,1993,2004
"163_2610497",-177.83,60.52,1997,2004
"163_2611223",-178.16,60.13,1993,2004
"163_2611225",-177.83,60.33,1997,2004
"163_2611228",-177.5,60.52,1997,2002
"163_2611858",173.83,52.14,1993,2004
"163_2611860",173.83,52.3,1993,2002
"163_2611864",174.16,52.62,2000,2004
"163_2611866",174.16,52.78,1998,2001
"163_2611948",-178.5,59.75,1993,2004
"163_2611951",-178.16,59.94,1993,2004
"163_2611953",-177.83,60.13,1997,2004
"163_2612590",174.16,52.3,1993,2002
"163_2612592",174.16,52.46,2001,2004
"163_2612676",-178.5,59.56,1993,2004
"163_2612679",-178.16,59.75,1993,2004
"163_2613324",174.5,52.62,1993,2004
"163_2613404",-178.5,59.37,1995,2003
"163_2613411",-177.83,59.94,1995,2004
"163_2613414",-177.5,60.13,1997,2004
"163_2614052",174.5,52.46,1999,2003
"163_2614137",-178.16,59.56,1993,2004
"163_2614139",-177.83,59.75,1993,2004
"163_2614779",174.5,52.3,1998,2002
"163_2614784",174.83,52.62,1993,2004
"163_2614862",-178.5,59.18,1993,2004
"163_2614865",-178.16,59.37,1993,2004
"163_2614871",-177.5,59.94,1994,2004
"163_2614874",-177.16,60.13,1996,2004
"163_2614876",-176.83,60.33,1996,2003
"163_2615512",174.83,52.46,1993,2002
"163_2615590",-178.5,58.99,1998,2003
"163_2615593",-178.16,59.18,1993,2004
"163_2615597",-177.83,59.56,1993,2004
"163_2615599",-177.5,59.75,1993,2004
"163_2615602",-177.16,59.94,1996,2004
"163_2616238",174.83,52.14,1993,2004
"163_2616328",-177.5,59.56,1993,2004
"163_2616334",-176.83,60.13,1997,2003
"163_2616337",-176.5,60.33,1996,2003
"163_2617051",-178.16,58.99,1993,2004
"163_2617053",-177.83,59.18,1993,2004
"163_2617060",-177.16,59.75,1993,2004
"163_2617062",-176.83,59.94,1996,2004
"163_2617699",175.16,52.3,2001,2004
"163_2617779",-178.16,58.8,2000,2003
"163_2617785",-177.5,59.37,1993,2004
"163_2617788",-177.16,59.56,1993,2004
"163_2617794",-176.5,60.13,1996,2004
"163_2618427",175.16,52.14,2002,2004
"163_2618431",175.49,52.46,1995,2001
"163_2618511",-177.83,58.99,1993,2004
"163_2618513",-177.5,59.18,1993,2004
"163_2618516",-177.16,59.37,1993,2004
"163_2618520",-176.83,59.75,1993,2004
"163_2618522",-176.5,59.94,1996,2004
"163_2618525",-176.16,60.13,1996,2004
"163_2619153",175.16,51.83,1996,2000
"163_2619239",-177.83,58.8,1993,2004
"163_2619248",-176.83,59.56,1993,2004
"163_2619251",-176.5,59.75,1993,2004
"163_2619971",-177.5,58.99,1993,2004
"163_2619974",-177.16,59.18,1993,2004
"163_2619976",-176.83,59.37,1993,2004
"163_2619983",-176.16,59.94,1997,2004
"163_2619985",-175.83,60.13,1996,2004
"163_2620611",175.49,51.67,1993,2003
"163_2620697",-177.83,58.61,1997,2001
"163_2620699",-177.5,58.8,1993,2004
"163_2620702",-177.16,58.99,1993,2004
"163_2620708",-176.5,59.56,1993,2004
"163_2620711",-176.16,59.75,1996,2004
"163_2621345",175.83,51.99,1999,2002
"163_2621434",-176.83,59.18,1993,2004
"163_2621436",-176.5,59.37,1997,2004
"163_2621439",-176.16,59.56,1993,2004
"163_2621443",-175.83,59.94,2000,2004
"163_2622071",175.83,51.67,1993,2004
"163_2622073",175.83,51.83,1993,2000
"163_2622157",-177.5,58.61,1993,2004
"163_2622160",-177.16,58.8,1993,2004
"163_2622162",-176.83,58.99,1993,2004
"163_2622171",-175.83,59.75,1997,2004
"163_2622174",-175.5,59.94,2000,2004
"163_2622807",176.16,52.14,1993,2001
"163_2622888",-177.16,58.61,1993,2004
"163_2622894",-176.5,59.18,1993,2004
"163_2622897",-176.16,59.37,1994,2004
"163_2622899",-175.83,59.56,1996,2004
"163_2623620",-176.83,58.8,1993,2004
"163_2623622",-176.5,58.99,1993,2004
"163_2623625",-176.16,59.18,1993,2004
"163_2623631",-175.5,59.75,1996,2004
"163_2624265",176.49,51.99,1993,2001
"163_2624267",176.49,52.14,1998,2001
"163_2624348",-176.83,58.61,1993,2004
"163_2624357",-175.83,59.37,1996,2004
"163_2624360",-175.5,59.56,1996,2004
"163_2624362",-175.16,59.75,1996,2004
"163_2624374",-173.83,60.72,1998,2004
"163_26247",-165.5,55.93,1993,2004
"163_2624993",176.49,51.83,1993,1996
"163_2625080",-176.5,58.8,1993,2004
"163_2625083",-176.16,58.99,1993,2004
"163_2625085",-175.83,59.18,1993,2004
"163_26254",-164.83,56.45,1993,2004
"163_26256",-164.5,56.63,1993,2004
"163_2625725",176.83,51.99,1993,2002
"163_2625727",176.83,52.14,1996,2001
"163_2625808",-176.5,58.61,1993,2004
"163_2625811",-176.16,58.8,1993,2004
"163_2625817",-175.5,59.37,1997,2004
"163_2625820",-175.16,59.56,1996,2004
"163_2625822",-174.83,59.75,2002,2004
"163_2625831",-173.83,60.52,1998,2004
"163_26260",-164.16,56.98,1993,2003
"163_2626543",-175.83,58.99,1993,2004
"163_2626545",-175.5,59.18,1997,2004
"163_2626548",-175.16,59.37,1996,2004
"163_2626560",-173.83,60.33,1998,2004
"163_26270",-163.5,57.88,1999,2003
"163_2627181",176.83,51.67,1993,2004
"163_2627185",177.16,51.99,1994,2003
"163_26272",-163.5,58.06,1994,2003
"163_2627269",-176.16,58.61,1993,2004
"163_2627271",-175.83,58.8,1994,2004
"163_2627280",-174.83,59.56,1996,2004
"163_26273",-163.5,58.25,1994,2003
"163_2627913",177.16,51.83,1993,2001
"163_2627997",-176.16,58.43,2000,2002
"163_2628003",-175.5,58.99,1997,2004
"163_2628006",-175.16,59.18,1995,2004
"163_2628008",-174.83,59.37,1996,2004
"163_2628011",-174.5,59.56,2001,2004
"163_2628017",-173.83,60.13,1998,2004
"163_2628020",-173.5,60.33,2001,2004
"163_2628022",-173.16,60.52,2000,2002
"163_2628025",-172.83,60.72,1993,1995
"163_26281",-163.16,58.99,1993,2003
"163_2628641",177.16,51.67,1993,2003
"163_2628729",-175.83,58.61,1993,2004
"163_2628731",-175.5,58.8,1993,2004
"163_2628734",-175.16,58.99,1995,2004
"163_2628746",-173.83,59.94,1998,2004
"163_2628748",-173.5,60.13,1998,2004
"163_2629373",177.49,51.83,1993,2001
"163_2629457",-175.83,58.43,1995,2004
"163_2629466",-174.83,59.18,1997,2004
"163_2629469",-174.5,59.37,1999,2004
"163_2629471",-174.16,59.56,2002,2004
"163_2629480",-173.16,60.33,1998,2003
"163_2630105",177.83,51.99,1993,2003
"163_2630189",-175.5,58.61,1993,2004
"163_2630192",-175.16,58.8,1993,2004
"163_2630194",-174.83,58.99,1995,2004
"163_2630197",-174.5,59.18,1997,2004
"163_2630206",-173.5,59.94,1998,2004
"163_2630208",-173.16,60.13,2001,2003
"163_2630211",-172.83,60.33,1999,2003
"163_2630833",177.83,51.83,1993,2001
"163_2630918",-175.5,58.43,1993,2004
"163_2630920",-175.16,58.61,1993,2004
"163_2630929",-174.16,59.37,1997,2004
"163_2630934",-173.5,59.75,1997,2004
"163_2630943",-172.5,60.52,1993,1995
"163_2631561",177.83,51.67,1994,2003
"163_2631565",178.16,51.99,2000,2002
"163_2631646",-175.5,58.25,1996,1998
"163_2631652",-174.83,58.8,1993,2004
"163_2631655",-174.5,58.99,1993,2004
"163_2631657",-174.16,59.18,1998,2004
"163_2631660",-173.83,59.37,1999,2004
"163_2631666",-173.16,59.94,1998,2004
"163_2631669",-172.83,60.13,2001,2003
"163_2632293",178.16,51.83,1998,2004
"163_2632378",-175.16,58.43,1993,2004
"163_2632380",-174.83,58.61,1993,2004
"163_2632383",-174.5,58.8,1993,2004
"163_2632394",-173.16,59.75,2000,2004
"163_2632397",-172.83,59.94,1998,2004
"163_2633021",178.16,51.67,1993,2001
"163_2633106",-175.16,58.25,1993,1999
"163_2633115",-174.16,58.99,1995,2004
"163_2633118",-173.83,59.18,1999,2004
"163_2633120",-173.5,59.37,1998,2004
"163_2633129",-172.5,60.13,1993,2003
"163_2633132",-172.16,60.33,2002,2004
"163_2633841",-174.5,58.61,1993,2004
"163_2633843",-174.16,58.8,1993,2004
"163_2633846",-173.83,58.99,1995,2004
"163_2633852",-173.16,59.56,1999,2004
"163_2633855",-172.83,59.75,2001,2003
"163_2633857",-172.5,59.94,1998,2003
"163_2634481",178.49,51.67,1993,2001
"163_2634569",-174.5,58.43,1993,2004
"163_2634583",-172.83,59.56,2000,2004
"163_2635209",178.49,51.52,1993,2004
"163_2635301",-174.16,58.61,1993,2004
"163_2635304",-173.83,58.8,1993,2004
"163_2635306",-173.5,58.99,2001,2004
"163_2635315",-172.5,59.75,1997,2004
"163_2635318",-172.16,59.94,1998,2003
"163_2636027",-174.5,58.25,1998,2003
"163_2636029",-174.16,58.43,1993,2004
"163_2636041",-172.83,59.37,1999,2004
"163_2636043",-172.5,59.56,2001,2004
"163_2636046",-172.16,59.75,1997,2003
"163_2636667",178.83,51.36,1993,2000
"163_2636669",178.83,51.52,1993,2001
"163_2636761",-173.83,58.61,1993,2004
"163_2636764",-173.5,58.8,1995,2004
"163_2636766",-173.16,58.99,2002,2004
"163_2636769",-172.83,59.18,2000,2004
"163_2637395",178.83,51.21,1993,1998
"163_2637411",179.83,52.46,2000,2004
"163_2637487",-174.16,58.25,1993,2004
"163_2637490",-173.83,58.43,1994,2004
"163_2637492",-173.5,58.61,1995,2004
"163_2637501",-172.5,59.37,1997,2004
"163_2637504",-172.16,59.56,2000,2003
"163_2638127",179.16,51.36,1993,2002
"163_2638129",179.16,51.52,1994,2001
"163_2638139",179.83,52.3,1998,2004
"163_2638224",-173.16,58.8,1994,2004
"163_2638227",-172.83,58.99,2001,2004
"163_2638229",-172.5,59.18,2000,2004
"163_2638232",-172.16,59.37,1997,2004
"163_2638855",179.16,51.21,1993,2004
"163_2638945",-174.16,58.06,1993,2004
"163_2638948",-173.83,58.25,1994,2004
"163_2638950",-173.5,58.43,1994,2004
"163_2638953",-173.16,58.61,1994,2004
"163_2638955",-172.83,58.8,2002,2004
"163_2638964",-171.83,59.56,2001,2003
"163_2639599",-179.83,52.3,1993,2004
"163_2639601",-179.83,52.46,1993,2002
"163_2639605",-179.5,52.78,1993,2004
"163_2639674",-174.16,57.88,1993,2003
"163_2639676",-173.83,58.06,1993,2004
"163_2639687",-172.5,58.99,2000,2004
"163_2639690",-172.16,59.18,2000,2004
"163_2639692",-171.83,59.37,2001,2003
"163_2640317",179.49,51.36,1993,2001
"163_2640332",-179.5,52.46,1993,2000
"163_2640333",-179.5,52.62,1993,2004
"163_2640402",-174.16,57.7,1993,2004
"163_2640408",-173.5,58.25,1994,2004
"163_2640410",-173.16,58.43,1994,2004
"163_2640413",-172.83,58.61,2000,2004
"163_2640415",-172.5,58.8,2002,2004
"163_2640418",-172.16,58.99,1999,2004
"163_2641049",179.83,51.52,1994,2002
"163_2641059",-179.5,52.3,1993,2000
"163_2641066",-179.16,52.78,1993,2004
"163_2641134",-173.83,57.88,1993,2004
"163_2641136",-173.5,58.06,1993,2004
"163_2641139",-173.16,58.25,1994,2004
"163_2641150",-171.83,59.18,2000,2004
"163_2641860",-174.16,57.52,1993,2004
"163_2641862",-173.83,57.7,1993,2004
"163_2641871",-172.83,58.43,2000,2004
"163_2641873",-172.5,58.61,2001,2004
"163_2641876",-172.16,58.8,2002,2004
"163_2641878",-171.83,58.99,1999,2004
"163_2641881",-171.5,59.18,1998,2004
"163_2642509",-179.83,51.52,1999,2004
"163_2642594",-173.5,57.88,1993,2004
"163_2642597",-173.16,58.06,1994,2004
"163_2642599",-172.83,58.25,1998,2003
"163_2642602",-172.5,58.43,2000,2004
"163_2642604",-172.16,58.61,2001,2004
"163_2643320",-173.83,57.52,1993,2004
"163_2643323",-173.5,57.7,1993,2004
"163_2643325",-173.16,57.88,1993,2004
"163_2643336",-171.83,58.8,1999,2004
"163_2643339",-171.5,58.99,2000,2004
"163_2643341",-171.16,59.18,1998,2004
"163_2644057",-172.83,58.06,1998,2004
"163_2644060",-172.5,58.25,2000,2003
"163_2644062",-172.16,58.43,2002,2004
"163_2644067",-171.5,58.8,2002,2004
"163_2644697",-179.5,51.36,1994,2000
"163_2644701",-179.16,51.67,1994,2002
"163_2644778",-173.83,57.34,1993,2004
"163_2644781",-173.5,57.52,1993,2004
"163_2644783",-173.16,57.7,1993,2004
"163_2644786",-172.83,57.88,1994,2004
"163_2644788",-172.5,58.06,1999,2004
"163_2644799",-171.16,58.99,2002,2004
"163_2644804",-170.5,59.37,2000,2004
"163_2645429",-179.16,51.52,1994,2004
"163_2645504",-173.83,56.98,1993,2002
"163_2645506",-173.83,57.16,1993,2004
"163_2645509",-173.5,57.34,1993,2004
"163_2645520",-172.16,58.25,1999,2004
"163_2645522",-171.83,58.43,2002,2004
"163_2645525",-171.5,58.61,2002,2004
"163_2645535",-170.16,59.37,2000,2004
"163_2646162",-178.83,51.67,1994,2002
"163_2646236",-173.5,57.16,1993,2004
"163_2646241",-173.16,57.52,1994,2004
"163_2646243",-172.83,57.7,1994,2004
"163_2646246",-172.5,57.88,1994,2003
"163_2646248",-172.16,58.06,2000,2003
"163_2646262",-170.5,59.18,2000,2004
"163_2646889",-178.83,51.52,1993,2004
"163_2646964",-173.5,56.98,1993,2004
"163_2646969",-173.16,57.34,1993,2004
"163_2646972",-172.83,57.52,1994,2004
"163_2646983",-171.5,58.43,2002,2004
"163_2646990",-170.5,58.99,2000,2004
"163_2646993",-170.16,59.18,2000,2004
"163_2646997",-169.5,59.37,1996,2000
"163_2647617",-178.83,51.36,1993,2002
"163_2647622",-178.5,51.67,1994,2000
"163_2647692",-173.5,56.81,1993,2003
"163_2647697",-173.16,57.16,1993,2004
"163_2647704",-172.5,57.7,1994,2004
"163_2647706",-172.16,57.88,2000,2003
"163_2647724",-169.83,59.18,2000,2004
"163_2648354",-178.16,51.83,1993,2001
"163_2648424",-173.16,56.98,1993,2004
"163_2648427",-172.83,57.16,1993,2004
"163_2648429",-172.83,57.34,1994,2004
"163_2648432",-172.5,57.52,1994,2004
"163_2648435",-172.16,57.7,1994,2004
"163_2648448",-170.5,58.8,2000,2004
"163_2648451",-170.16,58.99,2000,2004
"163_2648455",-169.5,59.18,1995,2000
"163_2649077",-178.5,51.36,1993,2004
"163_2649082",-178.16,51.67,1993,2004
"163_2649152",-173.16,56.81,1993,2004
"163_2649155",-172.83,56.98,1993,2004
"163_2649160",-172.5,57.34,1994,2004
"163_2649167",-171.83,57.88,1999,2004
"163_2649169",-171.5,58.06,1999,2004
"163_2649179",-170.16,58.8,1993,2004
"163_2649186",-169.16,59.18,1995,2000
"163_2649810",-178.16,51.52,1993,2002
"163_2649814",-177.83,51.83,1993,2004
"163_2649880",-173.16,56.63,1993,2004
"163_2649887",-172.5,57.16,1994,2004
"163_2649892",-172.16,57.52,1994,2004
"163_2649895",-171.83,57.7,1996,2004
"163_2649900",-171.16,58.06,2002,2004
"163_2649911",-169.83,58.99,1993,2004
"163_2650538",-178.16,51.36,1995,2000
"163_2650542",-177.83,51.67,1994,2001
"163_2650610",-172.83,56.63,1993,2004
"163_2650612",-172.83,56.81,1993,2004
"163_2650615",-172.5,56.98,1994,2004
"163_2650620",-172.16,57.34,1994,2004
"163_2650623",-171.83,57.52,1997,2004
"163_2650627",-171.5,57.88,2001,2004
"163_2650637",-170.16,58.61,1993,2004
"163_2650640",-169.83,58.8,1993,2004
"163_2650642",-169.5,58.99,1995,2000
"163_2651270",-177.83,51.52,1993,2003
"163_2651274",-177.5,51.83,1993,2004
"163_2651276",-177.5,51.99,1993,1999
"163_2651343",-172.5,56.81,1993,2004
"163_2651347",-172.16,57.16,1994,2004
"163_2651350",-171.83,57.34,1997,2004
"163_2651355",-171.5,57.7,1996,2004
"163_2651358",-171.16,57.88,2002,2004
"163_2651360",-170.83,58.06,1993,2004
"163_2651373",-169.16,58.99,1995,2000
"163_2651374",-168.83,58.99,1993,2000
"163_2652002",-177.5,51.67,1995,2001
"163_2652067",-172.83,56.45,1993,2000
"163_2652070",-172.5,56.63,1993,2004
"163_2652075",-172.16,56.98,1994,2004
"163_2652078",-171.83,57.16,1993,2004
"163_2652083",-171.5,57.52,1996,2004
"163_2652086",-171.16,57.7,2002,2004
"163_2652095",-170.16,58.43,1993,2004
"163_2652097",-169.83,58.61,1993,2004
"163_2652100",-169.5,58.8,1993,2004
"163_2652730",-177.5,51.52,1993,2003
"163_2652736",-177.16,51.99,1993,2001
"163_2652798",-172.5,56.45,1993,2003
"163_2652803",-172.16,56.81,1993,2004
"163_2652806",-171.83,56.98,1993,2004
"163_2652810",-171.5,57.34,1994,2004
"163_2652821",-170.5,58.06,1993,2004
"163_2652826",-169.83,58.43,1993,2004
"163_2652828",-169.5,58.61,1993,2003
"163_2652831",-169.16,58.8,1995,2000
"163_2653462",-177.16,51.67,1993,2002
"163_2653464",-177.16,51.83,1993,2000
"163_2653530",-172.16,56.63,1993,2004
"163_2653533",-171.83,56.81,1993,2004
"163_2653538",-171.5,57.16,1993,2004
"163_2653541",-171.16,57.34,1995,2004
"163_2653543",-171.16,57.52,1996,2004
"163_2654190",-177.16,51.52,1993,2004
"163_2654196",-176.83,51.99,1993,2003
"163_2654258",-172.16,56.45,1994,2004
"163_2654261",-171.83,56.63,1993,2004
"163_2654266",-171.5,56.98,1993,2004
"163_2654274",-170.83,57.52,2001,2004
"163_2654281",-170.16,58.06,1993,1995
"163_2654284",-169.83,58.25,1993,2003
"163_2654286",-169.5,58.43,1993,2004
"163_2654289",-169.16,58.61,1995,2000
"163_2654922",-176.83,51.67,1994,1998
"163_2654924",-176.83,51.83,1998,2001
"163_2654927",-176.5,51.99,1993,2004
"163_2654994",-171.5,56.81,1993,2004
"163_2654998",-171.16,57.16,1993,2004
"163_2655001",-170.83,57.34,1997,2004
"163_2655012",-169.83,58.06,1993,1996
"163_2655650",-176.83,51.52,1993,2003
"163_2655718",-171.83,56.45,1993,2004
"163_2655721",-171.5,56.63,1993,2004
"163_2655726",-171.16,56.98,1993,2004
"163_2655729",-170.83,57.16,1993,2004
"163_2655744",-169.5,58.25,1993,2003
"163_2655747",-169.16,58.43,1993,2004
"163_2656383",-176.5,51.67,1993,2004
"163_2656387",-176.16,51.99,1993,2004
"163_2656389",-176.16,52.14,1993,2000
"163_2656449",-171.5,56.45,1993,2004
"163_2656454",-171.16,56.81,1993,2004
"163_2656457",-170.83,56.98,1993,2004
"163_2656461",-170.5,57.34,1993,2001
"163_2656469",-169.83,57.88,1993,1995
"163_2656472",-169.5,58.06,1993,1999
"163_2656475",-169.16,58.25,1993,2003
"163_2657111",-176.5,51.52,1993,2003
"163_2657115",-176.16,51.83,1996,2004
"163_2657177",-171.5,56.28,1993,2004
"163_2657181",-171.16,56.63,1993,2004
