"rarefyID","x","y","start","end"
"67_1548655",23.03,-34.07,1998,2006
"67_1548656",23.04,-34.04,1994,2006
"67_1549449",26,-28.87,1992,2004
"67_1549475",27.1,-26.75,1994,1996
"67_1549480",27.26,-26.35,2003,2005
"67_1550210",27.33,-26.32,2001,2006
"67_1550212",27.43,-26.21,2001,2005
"67_1550224",27.85,-25.17,1993,2004
"67_1550846",23.38,-34.01,1998,2005
"67_1551598",24.53,-32.22,2001,2006
"67_1551672",27.68,-26.18,2001,2003
"67_1553078",25.62,-30.62,1992,2004
"67_1553135",28,-25.95,1993,2005
"67_1553833",26.83,-28.57,2000,2004
"67_1553868",28.18,-25.62,2003,2006
"67_1553869",28.23,-25.57,1993,2004
"67_1553882",28.73,-24.52,2002,2006
"67_1554537",25.83,-30.62,1997,2006
"67_1554554",26.62,-29.29,1993,2005
"67_1554598",28.34,-25.63,1998,2004
"67_1554603",28.5,-25.21,1996,2006
"67_1555296",27.2,-28.29,1993,2003
"67_1555308",27.68,-27.25,1992,2003
"67_1555322",28.21,-26.17,1993,2006
"67_1555325",28.28,-25.87,1997,2005
"67_1556050",28.2,-26.29,1996,2004
"67_1556051",28.2833333333296,-26.1866666666366,1993,2006
"67_1556052",28.3,-26.13,1996,2006
"67_1556053",28.37,-26.04,2001,2005
"67_1556743",26.85,-29.29,2001,2005
"67_1556779",28.28,-26.32,1994,2003
"67_1556780",28.32,-26.23,1996,2006
"67_1556781",28.3233333333296,-26.2000000001015,1992,2006
"67_1556784",28.45,-25.98,2002,2006
"67_1557464",26.65,-30.07,2001,2004
"67_1557511",28.47,-26.22,2000,2006
"67_1558198",26.85,-29.76,1993,2005
"67_1558239",28.51,-26.35,1993,2005
"67_1558240",28.5,-26.28,1994,2005
"67_1558244",28.715,-25.91,1999,2006
"67_1558926",26.87,-29.87,1995,2004
"67_1560335",24.915,-34.04,1996,2005
"67_1560336",24.96,-33.95,1999,2004
"67_1561162",29.07,-26.07,1998,2001
"67_1561170",29.32,-25.43,2000,2003
"67_1561886",28.95,-26.57,1995,2006
"67_1562623",29.33,-25.98,1999,2001
"67_1562624",29.345,-25.88,1996,2005
"67_1563351",29.37,-26.12,2001,2006
"67_1563354",29.46,-25.92,1998,2005
"67_1563355",29.53,-25.805,2000,2006
"67_1563987",25.5825000010995,-33.845,1992,2006
"67_1564082",29.5000000015231,-26.0266666666366,1999,2004
"67_1564084",29.535,-25.86,2001,2006
"67_1564085",29.6174999997001,-25.7700000000762,1998,2006
"67_1564715",25.68,-34.02,1997,2003
"67_1564812",29.57,-26.04,1998,2005
"67_1564813",29.6299999993907,-25.9333333332957,1998,2005
"67_1564814",29.68,-25.85,2001,2006
"67_1564815",29.675,-25.785,1998,2006
"67_1565541",29.6866666666366,-26.096666666772,1998,2006
"67_1565545",29.775,-25.75,2000,2006
"67_1566270",29.74,-26.17,1998,2005
"67_1566277",30.03,-25.62,1998,2001
"67_1567003",29.93,-25.92,2000,2004
"67_1567007",30.1,-25.57,2001,2004
"67_1567765",31.17,-23.25,2001,2004
"67_1568432",29.02,-28.43,1992,2001
"67_1568470",30.4,-25.35,2000,2006
"67_1569173",29.58,-27.57,1992,2006
"67_1569829",26.575,-33.645,1994,1996
"67_1569918",30.2033333341757,-26.3066666669074,1998,2006
"67_1569945",31.17,-24.02,2000,2005
"67_1570648",30.2933333327542,-26.3066666669074,1998,2006
"67_1571377",30.3666666661966,-26.3400000001015,1992,2005
"67_1572020",27.02,-33.54,1998,2004
"67_1573547",29.95,-27.95,1995,1998
"67_1574270",29.79,-28.57,1993,2002
"67_1574984",29.32,-29.85,2001,2005
"67_1575721",29.68,-29.25,1993,1999
"67_1576445",29.58,-29.82,1993,2002
"67_1577175",29.62,-29.79,1994,2004
"67_1577199",30.58,-27.82,2000,2006
"67_1580829",30.4,-29.43,1993,2002
"67_1584459",30.22,-31.03,2004,2006
"67_1585190",30.3024999999571,-30.9250000003427,2004,2006
"67_1585934",31,-29.79,1993,2003
"67_1585962",31.96,-27.42,1996,2004
"67_1585969",32.28,-26.87,1994,2005
"67_1586663",31.03,-29.82,1996,2003
"67_1587398",31.35,-29.37,1996,2002
"67_1588149",32.2,-27.6,1992,1999
"67_1588863",31.775,-28.95,2000,2005
"67_1588878",32.32,-27.67,1993,2000
"67_1589609",32.415,-27.64,1993,1999
"67_1590325",32.04,-28.78,1993,1995
"67_1590328",32.175,-28.49,1997,2006
"67_1590329",32.205,-28.425,2004,2006
"67_1590342",32.66,-27.35,1993,1996
"67_1590347",32.855,-26.96,1997,2005
"67_1591057",32.27,-28.62,2001,2006
"67_1591063",32.45,-28.07,1998,2005
"67_1591066",32.59,-27.87,2000,2003
"67_1591068",32.62,-27.67,1998,2004
"67_1591789",32.41,-28.38,1998,2004
"68_1487398",16.3774999990258,-29.1569999999369,1991,1997
"68_1488129",16.547233333123,-29.0829999997587,1993,1997
"68_1488855",16.4884333333566,-29.4012333331318,1992,1994
"68_1488858",16.6304,-29.17875,1991,1995
"68_1488859",16.704166666652,-29.0686666666563,1994,1996
"68_1489584",16.56585,-29.49525,1994,1998
"68_1489586",16.6624333333386,-29.3370999999245,1992,1994
"68_1489588",16.7716000000468,-29.163700000016,1991,1996
"68_1490313",16.58085,-29.5425,1991,1993
"68_1490315",16.741,-29.42585,1988,1998
"68_1490317",16.8343749999902,-29.2639000000331,1992,1995
"68_1491036",16.35235,-30.071,1990,2000
"68_1491042",16.6261,-29.62665,1995,1999
"68_1491044",16.7536666663486,-29.4904333336935,1991,1994
"68_1491767",16.5318499999536,-30.0112000001248,1990,2000
"68_1491773",16.796166666847,-29.5619000000071,1992,1999
"68_1491775",16.915333333333,-29.4197666667179,1988,1994
"68_1492498",16.7082399999909,-29.9463800002847,1989,2000
"68_1492501",16.83435,-29.70985,1992,1995
"68_1492504",16.946833333312,-29.5042333334783,1991,1995
"68_1493229",16.8709249998446,-29.8583249997704,1988,2000
"68_1493232",16.9927666666709,-29.6415333333888,1992,1997
"68_1493946",16.2895,-30.866,1988,1992
"68_1493956",16.77,-30.1265,1989,1993
"68_1493960",17.0376333332882,-29.7913666657786,1992,2000
"68_1494673",16.22025,-31.10695,1988,1999
"68_1494677",16.4533333328268,-30.7884333332541,1988,2000
"68_1494684",16.832,-30.2555,1994,1997
"68_1494686",16.95135,-30.10735,1989,1992
"68_1494687",16.9410666664354,-30.0338333333671,1993,1995
"68_1494689",17.061333333335,-29.8589333333364,1988,1998
"68_1495408",16.61145,-30.6985,1988,2000
"68_1495413",16.8682666666235,-30.3413999998917,1989,1996
"68_1495415",17.0161000001731,-30.2010000000238,1988,1997
"68_1495416",16.989,-30.1385,1993,1996
"68_1495418",17.1018333332592,-29.9700333339577,1989,1995
"68_1496135",16.55035,-30.91455,1988,1998
"68_1496139",16.7930666665079,-30.6466333331776,1988,2000
"68_1496141",16.92085,-30.4986,1993,1995
"68_1496144",17.0328999999649,-30.2709000000855,1993,1996
"68_1496146",17.1544250004951,-30.1280750001847,1989,1997
"68_1496866",16.72425,-30.8461,1988,1998
"68_1496868",16.857,-30.709,1992,1996
"68_1496870",16.9647999996853,-30.5842000010523,1988,2000
"68_1496872",17.0981,-30.43135,1993,1995
"68_1496873",17.06515,-30.3224,1989,1995
"68_1496875",17.1967666666771,-30.2128999999995,1988,1996
"68_1497597",16.9020999999985,-30.7834666667487,1988,1998
"68_1497599",17.0463333332689,-30.6511666666824,1989,1997
"68_1497601",17.1319999999972,-30.5022499998839,1988,2000
"68_1497602",17.1174333333326,-30.4381666666584,1990,1999
"68_1497603",17.2539333333481,-30.3642000003743,1989,1999
"68_1498328",17.0795499999957,-30.722625000224,1988,1998
"68_1498330",17.2082400001665,-30.5802400000541,1992,2000
"68_1498332",17.301466666704,-30.437766666314,1988,2000
"68_1499048",16.63085,-31.50235,1988,1997
"68_1499054",17.0129,-31.05475,1993,2000
"68_1499057",17.1128249992391,-30.8161749999872,1990,1999
"68_1499059",17.2560000002019,-30.6622666668751,1989,1998
"68_1499061",17.3441399998806,-30.5072399996376,1988,2000
"68_1499779",16.8058000003433,-31.4328333333753,1988,1999
"68_1499788",17.2859499999809,-30.7584999999673,1991,1999
"68_1499790",17.3950000001588,-30.5930666667574,1992,1998
"68_1500510",16.9998333334792,-31.3463000001844,1988,1999
"68_1500514",17.2152999998804,-31.0341666663531,1992,1995
"68_1500516",17.3408,-30.88165,1990,1993
"68_1500517",17.3288999999611,-30.8294333333845,1988,1995
"68_1500518",17.457166666926,-30.7348333330246,1991,1995
"68_1500519",17.4424749999816,-30.6658750000158,1989,1999
"68_1501235",16.858,-31.7439,1992,2000
"68_1501239",17.0654,-31.44485,1995,1998
"68_1501241",17.1763000000487,-31.2820666666639,1988,1999
"68_1501243",17.2836,-31.1056,1993,1995
"68_1501245",17.3972500000349,-30.9639749998263,1992,2000
"68_1501247",17.5053999999312,-30.8085200000152,1988,1994
"68_1501958",16.56335,-32.298,1990,1994
"68_1501970",17.2470666666778,-31.3805333333231,1995,1998
"68_1501972",17.3648750000837,-31.2209000001073,1988,1999
"68_1501974",17.467666667477,-31.0508333334799,1989,1995
"68_1501976",17.5559499999785,-30.8923000003264,1988,2000
"68_1502689",16.747,-32.2334,1990,1994
"68_1502697",17.2101,-31.62975,1991,2000
"68_1502701",17.429100000015,-31.3171666666813,1995,1998
"68_1502703",17.5327500003083,-31.1526166668648,1988,1999
"68_1502705",17.6185,-30.97925,1993,1995
"68_1503426",17.2415,-31.66085,1988,1992
"68_1503430",17.466750000333,-31.3543249999621,1990,1997
"68_1503432",17.5763250001401,-31.2059249998768,1988,1998
"68_1504157",17.4181000002162,-31.5947666666625,1988,1992
"68_1504159",17.5061000000436,-31.4431666663925,1992,2000
"68_1504161",17.6385599993408,-31.2933599998192,1989,1997
"68_1504163",17.7081199996856,-31.1321399997865,1990,1999
"68_1504880",17.1419,-32.13235,1990,1995
"68_1504882",17.25435,-31.9969,1994,1998
"68_1504887",17.54415,-31.59335,1989,1993
"68_1504888",17.5868999999257,-31.5321599999055,1988,2000
"68_1504890",17.6793999998895,-31.3658333332412,1991,2000
"68_1504892",17.7699249999922,-31.2167999999984,1988,1996
"68_1505611",17.3224,-32.0759,1990,1995
"68_1505615",17.55715,-31.793,1988,1992
"68_1505617",17.6413749984465,-31.5830499999552,1989,1995
"68_1505619",17.7486249988506,-31.4523749993303,1988,2000
"68_1505621",17.8421999999906,-31.3144600007447,1990,2000
"68_1506342",17.5008999999425,-32.0122666663995,1990,1999
"68_1506344",17.6267666666152,-31.857300000039,1991,1999
"68_1506346",17.695,-31.6867,1988,1993
"68_1506348",17.8105750000022,-31.521425,1991,1995
"68_1506350",17.9013399998291,-31.3917799997026,1988,2000
"68_1507061",17.06775,-32.84415,1989,1998
"68_1507075",17.7845000010901,-31.7687250001092,1989,1999
"68_1507077",17.8744333341229,-31.6055666665737,1988,1993
"68_1507079",17.9744250000295,-31.478450000017,1991,1995
"68_1507800",17.6631,-32.182,1993,1997
"68_1507801",17.70535,-32.05765,1993,1998
"68_1507802",17.6994000000188,-32.0004333331635,1990,2000
"68_1507804",17.8425000001685,-31.8437333332499,1991,1999
"68_1507806",17.9455000005064,-31.6947999997606,1992,2000
"68_1507808",18.0375,-31.535,1988,1993
"68_1508523",17.4229,-32.70475,1989,1998
"68_1508527",17.5750333333392,-32.3820999998356,1996,2000
"68_1508528",17.6945,-32.328,1989,1992
"68_1508532",17.8902599999356,-31.9963600001817,1989,2000
"68_1508533",17.8735666666171,-31.9268333335551,1990,1996
"68_1508535",18.0044999996726,-31.768524999887,1989,1999
"68_1508537",18.0994249999906,-31.6174999999662,1989,2000
"68_1509244",17.00775,-33.36475,1995,1997
"68_1509246",17.135,-33.21375,1990,1999
"68_1509251",17.3934,-32.85175,1992,2000
"68_1509257",17.7177499996576,-32.3998249998951,1988,1993
"68_1509258",17.7572333333372,-32.3169999998342,1996,2000
"68_1509259",17.7688,-32.2484,1988,1998
"68_1509260",17.892249999997,-32.1748250001834,1988,1993
"68_1509261",17.9126999996219,-32.0880749999896,1993,1997
"68_1509263",18.0578500000329,-31.9126250000407,1992,2000
"68_1509264",18.0541599998188,-31.854340000148,1988,1996
"68_1509266",18.1427499999232,-31.6809999999469,1988,1999
"68_1509975",17.1729333311666,-33.2970999999669,1994,1997
"68_1509977",17.3086250002455,-33.1458249998857,1988,1999
"68_1509978",17.322,-33.08265,1988,2000
"68_1509981",17.4517,-32.8325,1992,1997
"68_1509983",17.5947500000549,-32.6814999998597,1990,1999
"68_1509985",17.7467500020261,-32.5627500000609,1989,2000
"68_1509987",17.82575,-32.38825,1991,1998
"68_1509988",17.8940749999267,-32.3298249999567,1988,1992
"68_1509989",17.9254666666107,-32.2487500001865,1990,2000
"68_1509990",17.9415999999688,-32.1666666666671,1988,1998
"68_1509991",18.085,-32.0658,1988,1993
"68_1509992",18.0863749999496,-32.0079500004099,1989,1997
"68_1509994",18.2229200000594,-31.8428600000581,1988,2000
"68_1509995",18.1987999999936,-31.7703000000213,1989,1995
"68_1510706",17.3296500000177,-33.2289500001079,1992,1998
"68_1510708",17.4927500002062,-33.0710749999919,1988,1999
"68_1510709",17.4865000000168,-33.0012000000918,1988,2000
"68_1510711",17.6235199999959,-32.8517199998928,1989,2000
"68_1510712",17.6636749999189,-32.7680500002812,1988,1999
"68_1510713",17.7366166664619,-32.677216666651,1989,1995
"68_1510714",17.7942600005406,-32.612220000138,1990,1999
"68_1510715",17.85485,-32.57065,1988,1993
"68_1510716",17.9113166665244,-32.4657500001614,1989,1995
"68_1510717",17.934,-32.3671,1993,1995
"68_1510718",17.9820499948049,-32.3286250000391,1988,1998
"68_1510720",18.1046000000423,-32.1811428573142,1988,1999
"68_1510721",18.1245749999995,-32.1028749999478,1988,1998
"68_1510722",18.2669333333373,-32.0053333331836,1988,1997
"68_1510723",18.2424333333356,-31.9263333328679,1992,1995
"68_1511437",17.5150666667627,-33.1684833336325,1989,1998
"68_1511439",17.66665,-33.00835,1988,1994
"68_1511440",17.6646750000455,-32.9370249999963,1988,2000
"68_1511441",17.7815666674474,-32.841833333335,1989,1999
"68_1511442",17.7970600000054,-32.7774999995863,1993,2000
"68_1511443",17.8478499984368,-32.7033249999941,1988,1992
"68_1511444",17.9146666666323,-32.6395833341426,1989,1995
"68_1511445",17.9564800001712,-32.5446599997745,1990,1999
"68_1511446",18.0098749992801,-32.4777749999952,1991,2000
"68_1511447",18.0890333333407,-32.3718333333664,1988,1994
"68_1511448",18.1076999990593,-32.3073400001929,1989,1995
"68_1511449",18.1361000000208,-32.2615666666366,1988,1998
"68_1511450",18.2717500000612,-32.1583250000477,1988,1999
"68_1511451",18.2760600001184,-32.0841599994053,1988,2000
"68_1512160",17.2804,-33.70525,1993,1999
"68_1512162",17.4044,-33.5614,1988,2000
"68_1512168",17.6830999999257,-33.0938499999546,1989,1998
"68_1512169",17.7813333375636,-33.0065666665739,1990,1999
"68_1512170",17.8141999999371,-32.9279999999833,1988,2000
"68_1512171",17.8267,-32.86585,1988,1990
"68_1512173",17.95335,-32.68215,1997,2000
"68_1512174",18.0272499996714,-32.6295749998765,1990,1999
"68_1512175",18.0821000015224,-32.5647666670358,1988,1995
"68_1512176",18.1315571429653,-32.476457143288,1989,2000
"68_1512177",18.1406,-32.3874,1995,1999
"68_1512178",18.2714333334201,-32.3285833335034,1988,1999
"68_1512179",18.3024833333603,-32.230416666678,1990,1998
"68_1512180",18.290133333333,-32.1723000001352,1988,1995
"68_1512893",17.5475333333867,-33.4616666666177,1988,1994
"68_1512895",17.6489000004791,-33.3044333333391,1988,1990
"68_1512897",17.7425,-33.149,1994,1997
"68_1512899",17.8502999999581,-33.0295249999873,1989,1998
"68_1512903",18.0945666666711,-32.6612333333339,1990,1993
"68_1512904",18.1393499981638,-32.6359999999653,1989,2000
"68_1512905",18.2087999998696,-32.5833333332554,1988,1993
"68_1512906",18.2833600003493,-32.4663400002679,1989,1996
"68_1512907",18.2980714285753,-32.4039285707314,1991,2000
"68_1513620",17.5002499988852,-33.6905999999624,1991,1999
"68_1513622",17.6302333334907,-33.5538666679291,1993,2000
"68_1513624",17.7347499999241,-33.3948749999857,1988,1995
"68_1513626",17.8332333343157,-33.248766667227,1988,1990
"68_1513628",17.9146,-33.09925,1994,1997
"68_1513634",18.2371,-32.599,1990,1999
"68_1514345",17.34575,-34.06915,1992,1998
"68_1514351",17.6839999991848,-33.6279750000593,1991,1999
"68_1514353",17.78575,-33.45695,1995,2000
"68_1514355",17.920600000111,-33.3304999997055,1988,1995
"68_1514357",18.03415,-33.21085,1988,1990
"68_1515076",17.53085,-34.00185,1992,1998
"68_1515082",17.8432999998957,-33.5479500000153,1988,1999
"68_1515084",17.9561000001755,-33.4174666666313,1989,2000
"68_1515086",18.0819333333415,-33.2592666668743,1988,1995
"68_1515807",17.731266668125,-33.9429666668243,1992,1998
"68_1515809",17.7866666664685,-33.7921333333203,1988,1994
"68_1515811",17.9123750005167,-33.6205749983922,1991,1998
"68_1515812",18.0161,-33.54585,1992,1995
"68_1515813",18.006574999931,-33.4852749999191,1993,1999
"68_1515815",18.1156199999812,-33.3382600001083,1989,2000
"68_1516535",17.713433334277,-34.0938999997357,1988,2000
"68_1516538",17.9022,-33.87275,1993,1998
"68_1516540",17.9702499991535,-33.7153750001038,1989,2000
"68_1516542",18.0854800003807,-33.5584199988961,1988,1998
"68_1516543",18.2097500000132,-33.4821999997649,1991,1995
"68_1516544",18.174,-33.413,1993,1999
"68_1517260",17.548,-34.4535,1991,1994
"68_1517266",17.93085,-34.02565,1992,2000
"68_1517268",18.0137499993382,-33.8540249998691,1988,1995
"68_1517271",18.1402500000098,-33.6491999999928,1989,2000
"68_1517272",18.2714,-33.57495,1988,1993
"68_1517273",18.2467500000039,-33.4877500002162,1988,1998
"68_1517987",17.5463,-34.6939,1988,1998
"68_1517989",17.63705,-34.5191,1988,1999
"68_1517991",17.7370999995597,-34.3837666667381,1991,1994
"68_1517994",17.9584,-34.1969,1989,2000
"68_1517995",17.9570000000622,-34.1035500001311,1988,1995
"68_1517996",17.99285,-34.0165,1988,1997
"68_1517997",18.0818250021344,-33.950925000549,1988,2000
"68_1517999",18.2032999997143,-33.7879999997012,1988,1995
"68_1518000",18.2059999997039,-33.7277333331932,1993,1998
"68_1518002",18.3058749999313,-33.5948249999782,1989,2000
"68_1518718",17.7194,-34.6195,1988,1998
"68_1518720",17.7998250007807,-34.4546250000233,1988,1999
"68_1518722",17.9306999999417,-34.3263666667634,1991,1994
"68_1518723",17.93775,-34.26995,1988,1995
"68_1518725",18.141,-34.1265,1989,2000
"68_1518726",18.1475666666632,-34.0360000003081,1989,1995
"68_1518727",18.1979000005678,-33.9457999995685,1988,1997
"68_1518728",18.27015,-33.8705,1995,2000
"68_1518729",18.3231999999617,-33.8106333333195,1992,1995
"68_1518730",18.3878000000536,-33.7395000001264,1988,1995
"68_1518731",18.38,-33.66825,1993,1998
"68_1519449",17.91525,-34.54905,1988,1998
"68_1519451",17.9910000014419,-34.3919999999971,1988,2000
"68_1519453",18.1148999997998,-34.2599000009306,1988,1994
"68_1519454",18.12025,-34.21375,1993,1995
"68_1519456",18.2914749999967,-34.0320749998429,1989,2000
"68_1519457",18.3200000002264,-33.9305333333846,1988,1992
"68_1519458",18.3819000002533,-33.8836666662826,1990,1997
"68_1520180",18.05885,-34.47835,1988,1992
"68_1520182",18.1803666673334,-34.3331000003483,1988,2000
"68_1520184",18.2929499999264,-34.1864750000038,1992,1995
"68_1520911",18.23335,-34.4075,1988,1990
"68_1520912",18.3096,-34.31425,1989,1993
"68_1520913",18.3263666667455,-34.2517499988657,1988,2000
"68_1521638",18.1905,-34.624,1989,1993
"68_1521640",18.294,-34.4825,1989,1993
"68_1521642",18.4101333336328,-34.3560000001117,1988,1993
"68_1522368",18.3525,-34.64385,1988,1991
"68_1522370",18.4416749997726,-34.5118000000097,1988,1998
"68_1522371",18.4751333341025,-34.4136000002108,1990,1998
"68_1522372",18.5424999999284,-34.3599999998814,1988,2000
"68_1522373",18.5948249999627,-34.257900000015,1989,2000
"68_1522374",18.6197000001895,-34.1977499997421,1991,1995
"68_1522375",18.7103749998958,-34.1372499999884,1989,1999
"68_1523096",18.29065,-34.82135,1988,1991
"68_1523099",18.5059,-34.5741,1990,2000
"68_1523101",18.6034999997602,-34.4177666643555,1990,1999
"68_1523102",18.665800000365,-34.3439249994879,1990,1995
"68_1523103",18.6917000000334,-34.2358333333333,1994,1999
"68_1523104",18.7583199999365,-34.192500000115,1990,1995
"68_1523823",18.29575,-35.0276,1998,2000
"68_1523825",18.3856,-34.87015,1994,2000
"68_1523826",18.4518249998545,-34.8005750000605,1990,1994
"68_1523827",18.5,-34.70625,1994,1999
"68_1523828",18.5635749998646,-34.6626749999051,1992,1996
"68_1523829",18.5859,-34.54775,1990,1999
"68_1523830",18.6500666670862,-34.5184333334003,1992,1999
"68_1523831",18.72585,-34.39665,1990,1997
"68_1523832",18.7470249995264,-34.3650249999778,1992,1999
"68_1523833",18.8027749999895,-34.2489999999764,1990,1999
"68_1524553",18.4196,-35.04175,1989,1999
"68_1524554",18.428,-34.98335,1992,1996
"68_1524555",18.5208250021617,-34.8745499994979,1988,1999
"68_1524556",18.5225,-34.8396,1992,1999
"68_1524557",18.6186333332805,-34.7077666666428,1988,1999
"68_1524559",18.7229500006808,-34.5713249999137,1988,1997
"68_1524561",18.8155249997577,-34.4218000000011,1988,2000
"68_1525281",18.4490000008292,-35.1935666665928,1991,1997
"68_1525283",18.5189333345584,-35.0344999999313,1991,1997
"68_1525285",18.6146,-34.88825,1991,1993
"68_1525286",18.709375000165,-34.8220750009609,1988,2000
"68_1525287",18.68435,-34.7306,1991,1993
"68_1525288",18.7985600007179,-34.6845400005203,1988,2000
"68_1525289",18.87525,-34.55635,1990,1996
"68_1525290",18.9080499995749,-34.5191499999378,1988,1999
"68_1525292",19.0080166657769,-34.3736333333421,1988,1999
"68_1526010",18.5025,-35.305,1988,1990
"68_1526011",18.56315,-35.1925,1988,1990
"68_1526012",18.5985000004631,-35.1518000000185,1988,2000
"68_1526013",18.6632666666014,-35.0401666664093,1988,1996
"68_1526014",18.688650000166,-34.9844250011155,1988,1998
"68_1526015",18.7512500004874,-34.8700749983552,1988,1996
"68_1526016",18.8064333340352,-34.8277666669739,1988,1999
"68_1526017",18.8647999994043,-34.7439666659897,1988,1996
"68_1526018",18.9143333331923,-34.6620999986051,1988,1999
"68_1526019",19.0209999999959,-34.5771333333224,1988,1992
"68_1526020",19.0078999978861,-34.503433333189,1988,1995
"68_1526021",19.1066999999314,-34.4457499999995,1988,1995
"68_1526739",18.54075,-35.32135,1998,2000
"68_1526744",18.78285,-34.991,1994,1999
"68_1526747",18.9933333331265,-34.7231333333333,1992,1995
"68_1526749",19.124925003062,-34.5899500000435,1993,1999
"68_1526751",19.2317000007755,-34.4552999999902,1990,1999
"68_1527473",18.9271333354674,-35.0725666666665,1990,1994
"68_1527475",19.0106250000745,-34.9143250000671,1990,1999
"68_1527477",19.1059833319345,-34.7572333331706,1990,1999
"68_1527478",19.2075,-34.6475,1991,1993
"68_1527479",19.2134199988555,-34.600680000286,1990,2000
"68_1527480",19.28815,-34.49015,1991,1999
"68_1527481",19.2921999999026,-34.4574749999903,1992,2000
"68_1528201",18.9123333347729,-35.2289000000054,1989,1997
"68_1528203",19.0082200002079,-35.0717199998767,1989,1999
"68_1528205",19.1049399993668,-34.9185800000966,1991,2000
"68_1528206",19.1985666714802,-34.805433333267,1989,1991
"68_1528931",19.00995,-35.22725,1998,2000
"68_1528932",19.1221,-35.13585,1989,1994
"68_1528934",19.2135666666677,-34.9848333332237,1989,1994
"68_1528936",19.3022999999852,-34.8421999999468,1989,1995
"68_1528938",19.3860999971789,-34.7024799999829,1988,1996
"68_1529660",19.0882000000222,-35.3081499998956,1992,1995
"68_1529661",19.17325,-35.18205,1988,1995
"68_1529662",19.1989200000562,-35.1413399999777,1989,1996
"68_1529663",19.2791,-35.0284,1991,1995
"68_1529664",19.3072400000918,-34.9952799999661,1988,1996
"68_1529665",19.3825,-34.875,1988,1991
"68_1529666",19.4249199989131,-34.8405600006521,1989,1998
"68_1529667",19.4886666657784,-34.7204999998594,1990,2000
"68_1530388",19.1180000001318,-35.4788333333517,1990,1996
"68_1530389",19.17,-35.3705,1989,1993
"68_1530390",19.2145999990063,-35.3169333333106,1990,1999
"68_1530391",19.2811749999469,-35.2025249997961,1989,1993
"68_1530392",19.3354333334413,-35.1654000000018,1998,2000
"68_1530393",19.3838249995727,-35.0730750011229,1989,1993
"68_1530394",19.413,-35.01215,1998,2000
"68_1530395",19.473766667031,-34.8841666666194,1991,2000
"68_1531115",19.06735,-35.6405,1988,1990
