"1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1995","1996","1997","1998","1999","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
76,71,69,75,74,74,55,56,74,70,53,60,51,70,60,63,68,63,57,54,58,61,45,57,57,58,60,62,53,38,46,62,57
2,2,2,1,2,3,1,1,0,2,1,3,4,2,4,4,3,1,2,0,2,4,0,0,0,5,5,5,5,5,9,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,69,77,84,83,84,83,83,67,84,84,84,82,78,82,82,81,81,79,67,89,83,83,92,92,84,84,92,92,92,84,84
57,75,60,46,76,52,75,78,77,68,76,77,75,74,58,59,58,67,74,75,67,41,77,69,76,83,75,76,77,76,62,64,73
74,46,58,20,19,19,25,46,46,48,34,77,40,64,45,50,23,44,38,33,65,60,75,50,54,60,68,46,73,40,22,22,74
92,92,75,85,92,92,92,92,92,66,92,83,71,92,92,83,76,82,79,82,77,97,84,76,84,68,84,92,84,84,84,84,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2,0,1,1,0,1,1,1,1,1,1,2,1,1,0,2,0,3,0,2,0,0,0,2,1,1,5,2,1,3
70,62,50,60,53,44,51,57,60,66,42,53,69,60,57,62,53,66,57,64,60,67,56,61,67,67,67,61,56,71,61,71,64
24,12,33,16,16,11,9,23,20,47,23,27,31,16,16,8,15,10,12,18,15,43,16,35,16,28,16,16,16,16,26,18,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,63,66,34,45,70,41,37,40,70,47,60,34,40,38,58,38,35,41,34,50,54,44,49,57,39,53,44,32,48,45,55,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,2,2,2,2,0,2,2,4,2,2,2,2,0,2,1,2,2,6,4,0,2,2,2,2,2,2,2,1,2,2
71,78,67,83,88,72,75,71,69,73,69,76,92,71,92,66,75,90,92,72,69,66,92,97,91,78,62,67,86,76,78,86,73
30,26,24,16,14,21,12,16,12,19,16,12,6,15,20,12,32,9,26,11,11,15,26,27,16,36,14,16,25,16,15,21,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,4,6,6,6,6,6,6,1,16,14,9,17,6,13,3,15,16,8,6,11,15,11,11,12,10,10,14,15,15,6,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,1,14,14,14,0,2,0,4,5,2,10,5,14,19,5,0,10,0,1,0,14,14,14,14,9,10,14,14,14,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,2,2,0,1,2,1,0,9,2,2,2,0,1,1,2,2,0,2,1,2,2,2,2,2,2,2,2,2,1
0,0,1,2,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,2,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,3,3,3,3,3,3,5,3,5,3,3,3,2,3,6,6,0,0,3,3,3,3,5,3,3,6,6,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,3,3,3,3,2,3,2,1,4,2,3,3,3,6,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
5,5,4,10,5,5,3,5,6,8,9,5,5,3,3,3,3,2,4,2,2,2,2,2,5,2,2,2,2,4,2,2,1
6,3,3,3,3,3,3,6,3,7,5,3,2,2,2,2,3,3,2,3,2,2,7,6,6,2,2,2,2,2,2,2,2
6,3,4,3,3,8,6,3,5,6,8,6,3,3,3,3,7,3,6,6,3,14,6,9,6,8,6,6,6,6,9,3,6
8,6,1,14,9,14,3,6,6,7,5,2,8,14,14,23,10,14,15,11,39,14,19,14,35,10,9,10,10,15,14,14,17
11,5,6,13,10,6,6,8,3,16,11,7,15,14,14,24,14,10,15,10,8,10,10,10,10,10,14,9,11,14,14,9,14
15,6,18,15,19,18,14,11,11,6,5,2,15,27,14,30,11,15,20,11,23,25,15,35,35,22,15,15,16,19,15,14,11
18,18,7,17,10,20,10,14,5,7,12,2,15,8,6,10,10,17,17,11,12,6,14,27,17,11,6,11,11,17,17,14,15
5,15,1,6,6,5,3,10,10,2,16,2,5,10,5,24,3,9,8,6,7,14,10,10,14,6,10,5,6,10,10,6,6
9,6,3,11,16,3,2,6,8,13,24,6,17,18,11,7,11,15,15,17,7,19,15,19,28,17,11,18,11,14,18,18,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,33,47,30,29,25,34,21,29,13,22,32,31,27,34,46,20,24,26,36,37,29,26,23,26,29,32,33,27,24,25,18,31
25,14,1,11,24,15,2,16,18,4,14,25,17,17,18,11,20,17,17,21,7,21,18,19,26,25,19,19,27,18,21,27,25
0,0,4,0,0,0,7,0,0,1,5,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
0,5,3,0,0,5,3,0,0,2,5,7,0,0,2,2,2,4,2,2,1,2,2,2,0,0,0,0,3,0,0,0,1
0,0,6,0,0,4,6,0,0,3,5,6,0,0,0,1,0,4,0,0,1,3,2,2,0,2,0,0,4,0,0,0,0
3,6,5,2,2,6,6,3,3,6,5,7,3,3,3,3,6,6,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,0,0,0,0,3,0,0,1,0,2,0,0,0,1,2,3,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,2,0,0,0,0,0,1,4,7,0,2,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,6,6,5,5,2,3,6,4,14,6,6,5,5,9,8,6,5,6,3,5,6,6,6,2,6,9,10,8,11,10,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,35,15,19,28,15,15,14,19,18,32,12,19,11,24,17,14,20,26,35,24,38,37,38,35,40,35,48,45,44,45,35,31
37,52,49,49,73,47,50,39,45,28,39,34,50,50,53,49,49,69,60,77,81,79,76,82,79,57,45,55,58,51,45,75,75
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,56,39,57,66,70,53,45,46,35,51,44,66,68,68,56,50,73,67,67,66,83,68,77,79,50,68,66,68,45,45,76,68
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,35,60,50,53,50,37,35,29,22,34,69,69,55,59,64,50,49,48,69,71,68,69,66,49,68,44,66,49,67,70,52
6,5,11,2,3,3,17,4,2,3,4,16,3,3,6,7,5,6,4,2,3,14,9,6,6,9,10,9,6,6,7,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,55,66,76,92,70,58,50,50,54,68,50,55,67,69,97,69,67,50,67,70,94,68,68,86,68,50,68,69,66,68,69,68
2,0,1,2,2,2,6,2,2,1,2,6,2,2,2,1,2,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2
3,3,4,3,3,3,6,5,3,6,5,8,6,3,3,7,3,5,3,3,3,2,3,3,3,3,6,3,3,3,3,3,5
6,3,3,3,2,3,6,6,3,4,2,11,3,3,5,7,2,5,3,3,1,14,3,3,6,3,6,3,5,3,5,2,2
6,2,3,2,2,3,6,3,2,3,2,9,3,3,3,7,2,6,2,3,1,5,3,3,3,2,5,3,3,2,3,2,2
3,3,7,2,2,3,6,3,2,3,3,6,3,3,3,4,3,5,2,2,1,5,3,3,3,3,3,3,3,3,3,3,3
6,5,5,3,3,8,11,2,2,3,6,21,2,5,6,3,5,6,2,2,1,14,8,3,6,6,6,6,2,2,3,2,6
31,36,48,22,22,29,32,32,33,35,43,48,28,30,22,25,25,22,26,24,20,35,22,22,34,22,22,38,36,35,35,35,35
0,0,4,0,0,5,3,2,0,1,14,0,2,2,2,1,0,4,0,0,3,0,2,0,1,0,0,2,2,2,1,0,0
3,3,3,2,2,3,3,2,2,2,3,6,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,2,2,0,2,2,0,1,0,0,1,2,2,0,0,1,2,2,0,2,2,2,1,2,2,2,0,2,2,0,2
3,3,3,3,3,3,6,3,3,6,3,11,6,3,3,3,3,5,2,3,1,6,3,3,3,3,3,3,3,3,3,2,2
2,0,1,0,0,0,5,0,0,3,0,2,0,2,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
3,6,3,3,3,6,11,6,3,3,6,12,9,3,6,7,6,6,2,3,3,5,6,6,8,6,6,6,6,6,6,6,6
6,10,10,3,5,6,10,8,6,7,6,11,9,6,5,7,6,6,3,3,3,3,6,6,6,6,6,7,6,3,7,6,6
7,6,15,6,6,6,14,5,2,7,6,10,3,8,5,6,5,9,7,3,3,2,6,6,10,9,10,6,6,6,8,6,6
0,0,0,2,2,2,0,0,0,1,5,0,0,0,2,0,0,0,2,0,1,2,0,1,1,2,0,1,0,0,2,0,0
2,0,1,2,2,0,3,2,1,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
5,6,3,5,3,6,11,6,3,9,6,17,6,6,6,10,8,6,6,3,2,2,6,6,9,6,8,6,8,6,6,6,6
6,6,10,3,6,6,16,6,6,7,6,16,6,11,9,11,6,7,6,6,3,2,8,6,8,8,10,7,6,6,8,4,6
2,2,1,2,2,2,4,2,2,3,2,3,2,2,2,1,2,5,2,2,1,6,3,2,3,2,2,2,2,2,2,2,2
3,3,3,3,2,3,3,3,2,3,3,9,2,3,3,6,2,5,2,2,2,5,3,3,3,3,3,2,3,2,3,2,2
2,2,1,2,2,2,2,2,1,1,2,5,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2
6,6,7,3,3,6,11,6,3,7,6,11,10,6,6,7,6,6,2,3,3,2,11,6,3,6,6,6,6,6,6,6,6
3,3,5,3,3,3,5,2,3,3,3,3,6,3,3,3,2,2,0,2,4,4,3,3,2,2,3,2,2,0,2,0,0
2,4,1,2,2,2,3,2,2,1,2,4,5,2,2,1,2,5,2,2,1,6,2,2,3,2,3,3,2,2,3,2,2
3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,6,3,3,2,14,3,3,3,3,3,3,3,3,3,3,3
3,6,6,3,3,3,8,6,3,6,6,10,3,6,3,6,6,6,6,3,1,5,6,6,6,3,8,8,7,6,6,3,6
2,0,1,2,2,3,3,2,2,3,2,3,2,3,2,3,4,5,2,2,1,2,3,2,2,2,2,3,2,3,2,2,2
3,6,7,5,3,3,5,3,3,2,3,10,6,3,3,2,2,3,2,2,1,6,3,2,2,2,3,3,3,3,3,2,3
3,4,1,2,3,3,2,2,3,3,3,3,6,3,3,2,2,5,2,2,1,2,3,3,3,3,3,3,3,3,3,2,2
3,4,1,2,3,3,2,2,3,3,3,3,6,3,3,2,2,5,2,2,1,2,3,3,3,3,3,3,3,3,3,2,2
3,6,6,3,3,6,16,6,3,7,6,6,6,8,6,7,6,6,6,3,5,6,6,6,6,3,7,7,8,6,7,5,8
