"1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1995","1996","1997","1998","1999","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
27,17,9,31,21,23,30,31,34,24,27,7,17,29,21,23,13,22,21,26,23,22,19,27,24,19,17,10,19,17,9,22,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,21,34,39,37,34,39,29,28,26,28,9,30,27,25,34,25,32,25,39,13,35,24,26,23,34,13,22,22,35,12,25,10
1,1,2,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,52,41,48,45,35,39,57,53,49,48,51,51,46,47,39,33,40,37,51,43,42,37,46,46,51,46,58,53,43,46,48,46
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,25,21,28,29,25,27,30,24,27,26,32,36,21,27,40,24,37,39,35,20,26,36,31,29,30,21,48,29,31,36,28,25
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2,5,2,2,6,2,3,2,4,2,2,5,5,6,2,4,3,6,5,2,3,3,3,1,2,3,3,2,3,2,2,2,2
88,94,94,88,77,90,90,82,94,81,94,94,88,94,84,95,99,82,84,94,81,92,51,60,68,66,94,94,94,94,86,90,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0
20,9,13,10,6,6,6,13,17,31,13,14,10,5,10,10,5,9,10,10,13,10,10,10,10,10,10,6,3,3,3,13,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,19,58,5,13,58,20,26,9,26,33,30,38,5,58,19,26,11,39,20,22,6,7,45,5,29,5,5,6,6,57,16
81,80,90,90,82,94,94,90,94,94,94,94,90,90,90,94,94,75,82,94,90,90,50,68,72,82,94,90,94,94,94,94,94
40,46,45,34,35,35,48,34,31,40,45,43,40,29,32,38,35,29,25,45,32,33,35,34,24,26,21,21,28,25,24,34,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,0,0
33,22,40,26,29,29,51,29,21,35,32,21,41,31,40,26,34,21,21,47,41,30,29,29,17,21,26,21,21,26,21,35,41
29,39,37,21,37,29,19,36,27,32,16,28,39,29,36,29,33,31,32,35,24,26,33,29,17,25,25,20,25,24,19,35,30
25,20,24,30,25,22,50,30,21,31,21,17,38,29,40,21,31,21,24,47,34,31,26,28,21,24,29,24,25,25,21,38,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0
9,8,22,9,9,9,13,9,9,9,9,13,9,2,10,9,8,2,2,31,9,9,2,2,2,2,9,2,2,2,2,21,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0
10,19,21,10,10,10,25,17,29,25,29,21,10,10,13,10,13,10,10,13,10,14,13,10,13,10,9,9,8,9,9,14,13
12,11,26,5,6,9,13,13,10,12,12,5,4,13,30,30,12,13,25,25,10,18,35,28,19,15,17,25,20,25,17,29,25
10,9,14,14,13,10,13,10,13,10,15,9,20,20,20,23,13,10,13,19,16,14,10,10,18,20,25,21,25,24,24,33,25
9,8,13,13,10,2,13,9,10,9,9,13,10,10,13,9,9,6,7,10,13,6,7,10,5,4,6,10,6,7,6,13,7
10,10,20,3,6,1,13,10,10,16,23,18,10,3,3,10,9,5,3,5,7,7,3,3,3,5,10,10,10,5,9,3,3
9,5,13,10,10,13,10,10,10,10,10,8,10,10,19,10,10,6,10,5,9,10,6,6,3,10,10,10,10,10,4,10,10
9,5,7,4,2,3,2,6,10,19,9,17,4,3,10,10,6,4,3,5,5,5,4,1,3,3,10,10,3,3,3,10,10
5,5,25,4,9,9,19,13,20,9,30,27,21,13,10,13,13,10,5,10,10,10,10,4,4,6,9,13,10,10,5,9,10
25,7,22,12,9,12,13,5,32,25,12,14,7,5,5,5,7,9,10,13,7,10,9,10,5,10,19,10,9,9,10,9,10
13,14,19,13,5,9,26,9,10,10,14,9,19,10,19,20,9,10,10,10,16,4,10,10,3,18,13,10,10,10,10,13,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0
7,3,5,1,1,2,3,9,9,17,5,5,3,3,1,1,3,4,5,4,3,3,3,4,3,4,3,3,4,3,4,4,3
9,20,28,22,25,5,29,19,19,24,25,10,19,5,19,19,7,19,20,10,5,4,19,5,10,5,5,10,9,10,10,5,5
37,44,26,45,36,35,22,35,45,29,25,33,45,46,29,35,34,25,33,46,42,35,32,36,35,36,29,21,35,45,39,49,40
33,38,25,45,35,26,13,25,45,24,31,29,46,34,25,25,34,27,20,42,26,16,16,26,29,26,17,17,17,37,25,37,20
34,38,21,38,36,25,13,27,45,17,29,13,45,27,29,24,30,28,25,39,25,28,15,26,28,25,19,17,24,45,17,35,24
21,10,19,20,21,17,10,13,13,13,25,10,21,17,13,13,21,19,13,22,13,16,8,17,11,13,13,13,13,13,10,13,21
25,35,39,41,29,37,16,22,34,26,45,36,41,21,25,22,36,23,41,29,41,25,25,33,26,35,25,21,29,45,17,33,30
72,87,81,82,76,82,79,90,75,81,70,77,90,68,68,69,76,63,68,82,61,75,66,90,81,82,82,51,59,66,70,82,81
79,90,88,82,90,90,83,86,82,98,72,77,97,75,72,81,82,68,72,88,61,67,70,90,90,90,82,55,58,60,73,82,91
26,39,19,45,38,35,18,34,35,27,30,20,45,29,27,33,45,26,27,46,35,23,30,36,38,32,27,24,37,47,28,40,30
45,48,33,49,46,45,31,45,45,32,38,35,39,36,36,36,47,36,29,46,44,43,28,45,45,45,34,21,35,46,35,38,47
