"1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1995","1996","1997","1998","1999","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
23,28,30,24,25,25,44,43,25,29,46,39,48,29,39,36,31,36,42,45,42,39,54,42,42,41,39,37,46,61,53,37,42
71,81,89,68,77,74,69,68,66,74,72,90,79,69,75,73,84,77,77,74,75,74,81,73,76,76,78,85,76,78,82,73,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,30,22,15,16,15,16,16,32,15,15,15,17,21,17,17,18,18,20,33,11,16,16,7,7,15,15,7,7,7,15,15
42,24,39,53,23,47,24,21,22,31,23,22,24,25,41,40,41,32,25,24,33,59,22,30,23,16,24,23,22,23,37,35,26
25,53,41,79,80,80,74,53,53,51,65,22,59,35,54,49,76,55,61,66,35,40,24,49,45,39,31,53,26,59,77,77,25
7,7,24,14,7,7,7,7,7,33,7,16,28,7,7,16,23,17,20,17,23,3,15,23,15,31,15,7,15,15,15,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,78,65,59,63,65,60,71,71,73,71,90,69,72,73,65,74,68,73,61,84,65,74,74,77,66,85,77,77,60,86,74,87
29,37,48,39,45,53,48,42,39,33,56,46,30,39,42,37,46,33,42,35,40,33,43,38,32,32,32,38,43,28,38,28,35
74,86,65,82,82,87,85,75,78,52,75,71,67,82,82,90,83,88,86,80,83,55,82,63,82,70,82,82,82,82,72,80,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,48,58,52,55,65,61,43,47,51,52,49,49,54,53,60,67,60,63,49,57,58,63,54,54,49,54,42,47,57,54,52,54
29,36,33,65,54,29,58,62,59,29,52,39,65,59,61,41,61,64,58,65,50,44,55,50,42,60,46,55,67,51,54,44,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,73,76,70,69,73,71,70,74,71,70,66,62,77,71,60,74,62,59,63,74,70,64,67,69,68,77,50,69,67,63,70,73
28,21,32,16,11,27,24,28,30,26,30,23,7,28,7,33,24,9,7,27,31,34,7,2,8,21,37,32,13,23,21,13,26
68,69,74,82,80,77,85,82,84,79,82,83,89,79,78,84,65,85,69,87,86,82,71,72,82,61,83,82,72,82,83,77,72
12,6,6,12,23,10,10,18,6,19,6,6,12,6,16,5,1,18,16,6,19,8,49,40,32,34,6,6,6,6,14,10,6
